time_s	DCDT_Right_Slab_A1	DCDT_Right_Slab_A2	DCDT_Right_Slab_A3	DCDT_Right_Slab_B1	DCDT_Right_Slab_B3	DCDT_Left_Slab_B1	DCDT_Left_Slab_B2_Bot	DCDT_Left_Slab_B3	DCDT_Left_Slab_C1	DCDT_Left_Slab_C2	DCDT_Left_Slab_C3	DCDT_Beam_B2_Top	soil_plate_pressure_ksi	agg_plate_pressure_ksi	soil_pore_water_pressure_ksi	agg_pore_water_pressure_ksi	SG_2E_top	SG_3E_top	SG_4E_top	SG_4E_bot	SG_5E_top	SG_5E_bot	SG_6E_top	SG_7E_top
0.625000	0.000000	0.000517	0.000129	-0.000259	-0.000129	0.000000	0.000000	0.000129	0.000388	0.000000	-0.000388	0.000000	0.000135	0.000000	0.000058	0.000134	0.000003	0.000001	0.000000	0.000000	0.000002	0.000000	0.000003	0.000001
0.687500	0.000000	0.000259	0.000000	-0.000129	-0.000259	0.000000	0.000000	-0.000129	0.000388	-0.000129	-0.000259	0.000000	0.000135	0.000000	0.000058	0.000134	0.000000	-0.000000	0.000000	-0.000001	0.000001	0.000000	0.000003	0.000002
0.750000	0.000000	0.000259	0.000000	-0.000129	-0.000259	0.000129	0.000000	0.000000	0.000259	-0.000129	-0.000129	0.000000	0.000135	0.000000	0.000058	0.000134	0.000001	0.000000	-0.000000	0.000001	0.000001	0.000002	0.000001	0.000001
0.812500	0.000259	0.000388	0.000000	-0.000129	-0.000129	0.000000	0.000000	0.000000	0.000129	-0.000129	-0.000388	0.000259	0.000135	0.000000	0.000058	0.000134	-0.000000	-0.000001	-0.000002	-0.000001	-0.000000	0.000001	0.000001	0.000001
0.875000	0.000517	0.000259	0.000000	-0.000129	-0.000129	0.000000	0.000000	0.000000	0.000129	-0.000259	-0.000388	0.000129	0.000135	0.000000	0.000058	0.000134	-0.000000	-0.000001	-0.000002	-0.000000	0.000001	0.000002	-0.000001	0.000001
0.937500	-0.000259	0.000388	0.000000	-0.000259	-0.000259	-0.000129	-0.000259	0.000000	0.000259	-0.000129	-0.000129	0.000129	0.000135	0.000000	0.000058	0.000134	0.000001	-0.000000	-0.000001	-0.000001	0.000001	0.000002	0.000000	0.000002
1.000000	0.000259	0.000388	-0.000129	-0.000129	-0.000259	0.000129	-0.000129	0.000129	0.000129	-0.000129	-0.000259	0.000129	0.000135	0.000000	0.000058	0.000134	0.000000	-0.000000	-0.000000	0.000000	0.000001	0.000002	-0.000000	0.000001
1.062500	0.000129	0.000388	0.000129	-0.000129	-0.000129	0.000000	0.000000	0.000129	0.000259	0.000000	0.000129	0.000129	0.000135	0.000000	0.000058	0.000134	0.000000	0.000000	0.000000	-0.000001	0.000001	-0.000000	0.000001	-0.000000
1.125000	0.000000	0.000129	-0.000129	-0.000259	0.000000	0.000000	0.000000	0.000129	0.000129	-0.000129	-0.000259	0.000000	0.000135	0.000000	0.000058	0.000134	0.000000	-0.000001	-0.000001	-0.000001	0.000000	-0.000001	-0.000000	0.000001
1.187500	0.000000	0.000000	0.000000	-0.000259	0.000000	0.000000	-0.000129	-0.000259	-0.000129	-0.000388	-0.000388	0.000000	0.000135	0.000000	0.000058	0.000134	0.000001	0.000001	-0.000001	0.000001	0.000001	0.000001	0.000003	0.000002
1.250000	-0.000129	0.000259	0.000000	-0.000129	0.000000	0.000000	0.000000	0.000000	-0.000129	-0.000129	-0.000388	-0.000259	0.000135	0.000000	0.000058	0.000134	0.000002	0.000002	-0.000000	0.000002	-0.000000	0.000000	0.000003	0.000000
1.312500	0.000259	0.000517	0.000129	0.000000	-0.000259	0.000000	0.000000	0.000000	0.000259	-0.000129	-0.000259	0.000129	0.000135	0.000000	0.000058	0.000134	0.000002	0.000001	0.000001	0.000001	0.000000	-0.000001	0.000004	0.000001
1.375000	0.000259	0.000517	0.000259	-0.000129	-0.000259	-0.000129	0.000000	0.000000	0.000129	-0.000259	-0.000388	-0.000129	0.000135	0.000000	0.000058	0.000134	0.000001	0.000001	0.000000	0.000001	0.000000	-0.000000	0.000003	-0.000000
1.437500	0.000129	0.000388	0.000000	-0.000129	0.000000	-0.000129	0.000000	0.000129	0.000129	-0.000259	-0.000259	-0.000129	0.000135	0.000000	0.000058	0.000134	0.000001	0.000002	0.000001	0.000001	0.000001	0.000000	0.000002	0.000001
1.500000	0.000129	0.000388	0.000000	-0.000129	0.000000	0.000000	0.000129	0.000000	0.000000	-0.000129	-0.000388	0.000259	0.000135	0.000000	0.000058	0.000134	0.000001	0.000000	-0.000001	-0.000000	0.000000	-0.000001	0.000001	0.000002
1.562500	0.000000	0.000388	0.000259	0.000000	-0.000259	-0.000129	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000129	0.000135	0.000000	0.000058	0.000134	0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000001	0.000000	0.000001
1.625000	-0.000259	0.000517	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000129	0.000000	-0.000129	0.000129	0.000135	0.000000	0.000058	0.000134	-0.000001	-0.000000	-0.000001	-0.000001	0.000000	0.000001	-0.000000	0.000001
1.687500	0.000129	0.000259	0.000000	-0.000129	-0.000259	0.000129	0.000129	0.000000	0.000129	-0.000129	-0.000388	0.000259	0.000135	0.000000	0.000058	0.000134	-0.000001	-0.000000	-0.000002	-0.000001	0.000001	0.000002	-0.000000	0.000002
1.750000	0.000000	0.000388	0.000259	-0.000129	0.000000	0.000000	0.000000	0.000000	0.000388	-0.000129	-0.000388	0.000000	0.000135	0.000000	0.000058	0.000134	0.000000	-0.000001	-0.000002	-0.000002	0.000001	0.000002	-0.000001	0.000001
1.812500	0.000000	0.000388	0.000259	0.000000	-0.000259	0.000000	0.000129	0.000000	0.000259	0.000129	-0.000129	0.000129	0.000135	0.000000	0.000058	0.000134	0.000001	-0.000001	-0.000002	-0.000001	-0.000000	0.000003	-0.000001	0.000001
1.875000	0.000000	0.000259	0.000000	-0.000129	-0.000129	0.000000	0.000000	0.000000	0.000000	0.000129	-0.000129	0.000000	0.000135	0.000000	0.000058	0.000134	0.000001	0.000000	-0.000000	-0.000000	-0.000000	0.000002	-0.000000	0.000002
1.937500	0.000000	0.000259	-0.000129	0.000000	-0.000129	0.000000	0.000129	0.000000	0.000000	-0.000259	-0.000129	0.000000	0.000135	0.000000	0.000058	0.000134	-0.000000	0.000001	-0.000000	-0.000001	0.000001	0.000000	-0.000000	-0.000001
2.000000	0.000259	0.000517	0.000129	0.000000	-0.000259	-0.000129	0.000000	0.000000	0.000259	0.000000	-0.000129	0.000000	0.000135	0.000000	0.000058	0.000134	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.000003	0.000002
2.062500	0.000129	0.000388	0.000000	-0.000259	0.000000	0.000000	0.000129	0.000129	0.000129	-0.000129	-0.000129	0.000129	0.000135	0.000000	0.000058	0.000134	0.000001	0.000003	0.000001	0.000002	-0.000001	-0.000001	0.000004	-0.000000
2.125000	0.000000	0.000388	0.000129	-0.000259	-0.000259	0.000000	0.000000	0.000000	0.000259	0.000129	-0.000259	-0.000129	0.000135	0.000000	0.000058	0.000134	0.000002	0.000000	0.000002	0.000002	0.000000	-0.000001	0.000003	0.000001
2.187500	-0.000259	0.000259	0.000000	-0.000129	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000259	0.000000	0.000135	0.000000	0.000058	0.000134	0.000002	0.000001	0.000001	0.000002	-0.000000	-0.000000	0.000003	-0.000000
2.250000	0.000000	0.000388	-0.000129	-0.000259	-0.000259	0.000000	0.000129	0.000000	0.000129	-0.000129	-0.000129	0.000000	0.000135	0.000000	0.000058	0.000134	0.000002	0.000001	0.000002	0.000001	0.000002	0.000002	0.000002	0.000001
2.312500	0.000129	0.000388	-0.000129	-0.000259	-0.000259	-0.000129	0.000000	0.000000	-0.000129	-0.000259	-0.000388	0.000000	0.000135	0.000000	0.000058	0.000134	0.000001	0.000001	0.000001	0.000000	-0.000000	-0.000001	0.000002	0.000001
2.375000	0.000129	0.000388	0.000000	-0.000259	-0.000129	0.000000	0.000000	0.000129	0.000000	-0.000129	-0.000259	0.000000	0.000135	0.000000	0.000058	0.000134	0.000000	0.000001	-0.000000	-0.000001	0.000001	-0.000001	0.000001	0.000001
2.437500	0.000000	0.000000	-0.000259	0.000129	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000129	-0.000129	0.000259	0.000135	0.000000	0.000058	0.000134	-0.000000	-0.000001	-0.000000	0.000000	0.000000	0.000002	0.000001	0.000001
2.500000	0.000000	0.000388	0.000000	-0.000259	-0.000259	0.000000	0.000000	0.000000	0.000129	-0.000129	-0.000129	-0.000259	0.000135	0.000000	0.000058	0.000134	-0.000001	-0.000001	-0.000001	-0.000000	-0.000000	0.000000	-0.000001	0.000000
2.562500	-0.000129	0.000517	0.000259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000129	-0.000129	-0.000259	-0.000129	0.000135	0.000000	0.000058	0.000134	-0.000001	-0.000001	-0.000002	-0.000002	0.000001	0.000002	-0.000001	0.000002
2.625000	0.000000	0.000129	0.000000	-0.000129	-0.000129	-0.000259	0.000000	0.000000	0.000000	-0.000388	-0.000259	0.000000	0.000135	0.000000	0.000058	0.000134	0.000000	-0.000001	-0.000000	-0.000001	0.000000	0.000002	-0.000000	0.000000
2.687500	0.000000	0.000129	0.000129	-0.000129	-0.000129	-0.000129	0.000000	-0.000129	0.000259	0.000000	-0.000129	0.000000	0.000135	0.000000	0.000058	0.000134	0.000000	0.000001	-0.000002	-0.000001	0.000000	0.000002	0.000002	0.000001
2.750000	0.000000	-0.000129	-0.000259	0.000000	0.000000	0.000000	0.000000	-0.000129	0.000000	-0.000129	-0.000129	0.000000	0.000135	0.000000	0.000058	0.000134	-0.000000	-0.000000	-0.000002	-0.000001	0.000000	0.000002	0.000001	-0.000001
2.812500	0.000000	0.000388	0.000000	-0.000259	0.000000	0.000000	0.000000	0.000000	-0.000129	-0.000129	-0.000388	0.000129	0.000135	0.000000	0.000058	0.000134	0.000000	-0.000001	-0.000001	-0.000000	-0.000001	0.000000	0.000002	0.000001
2.875000	0.000000	0.000388	0.000129	0.000000	-0.000259	0.000000	-0.000129	0.000129	0.000129	-0.000129	-0.000259	-0.000129	0.000135	0.000000	0.000058	0.000134	0.000001	0.000001	0.000002	0.000001	0.000001	-0.000000	0.000003	0.000002
2.937500	-0.000129	0.000259	-0.000129	-0.000129	-0.000259	-0.000129	-0.000129	-0.000129	0.000259	0.000000	-0.000129	0.000000	0.000135	0.000000	0.000058	0.000134	0.000001	0.000002	0.000001	0.000002	-0.000000	-0.000000	0.000004	0.000001
3.000000	0.000000	0.000259	-0.000129	-0.000259	-0.000259	0.000000	-0.000129	0.000129	-0.000129	-0.000388	-0.000388	0.000129	0.000135	0.000000	0.000058	0.000134	0.000001	0.000001	0.000001	0.000001	-0.000000	-0.000001	0.000004	0.000001
3.062500	0.000000	0.000388	0.000259	-0.000259	-0.000259	0.000000	-0.000129	0.000000	0.000259	-0.000129	-0.000388	0.000000	0.000135	0.000000	0.000058	0.000134	0.000002	0.000001	0.000001	0.000002	0.000000	0.000000	0.000003	0.000001
3.125000	0.000000	0.000129	-0.000129	-0.000259	-0.000259	0.000000	0.000000	-0.000129	0.000000	-0.000388	-0.000388	0.000129	0.000135	0.000000	0.000058	0.000134	0.000000	0.000002	-0.000000	0.000001	0.000000	0.000002	0.000002	0.000002
3.187500	-0.000129	0.000259	-0.000129	-0.000129	-0.000129	0.000000	-0.000259	0.000000	0.000129	-0.000129	-0.000129	-0.000129	0.000135	0.000000	0.000058	0.000134	-0.000000	0.000001	0.000002	-0.000001	0.000001	-0.000000	0.000002	0.000000
3.250000	0.000259	0.000259	0.000000	-0.000259	-0.000259	0.000000	0.000000	-0.000129	0.000129	-0.000129	-0.000259	0.000000	0.000135	0.000000	0.000058	0.000134	-0.000000	0.000000	0.000001	0.000000	0.000001	0.000002	0.000002	0.000002
3.312500	-0.000129	0.000129	0.000129	0.000000	-0.000259	0.000000	0.000000	0.000000	0.000129	0.000000	-0.000129	-0.000129	0.000135	0.000000	0.000058	0.000134	-0.000002	-0.000001	-0.000001	-0.000001	0.000001	0.000003	-0.000001	0.000000
3.375000	0.000129	0.000388	0.000000	-0.000129	-0.000129	-0.000259	-0.000129	0.000000	0.000259	-0.000129	-0.000388	-0.000129	0.000135	0.000000	0.000058	0.000134	-0.000000	-0.000002	-0.000003	-0.000002	0.000002	0.000000	-0.000001	0.000001
3.437500	-0.000259	0.000129	0.000000	-0.000129	0.000000	0.000000	-0.000129	-0.000129	0.000129	0.000000	0.000000	0.000000	0.000135	0.000000	0.000058	0.000134	-0.000001	-0.000001	-0.000001	-0.000002	0.000001	0.000002	-0.000001	0.000002
3.500000	0.000000	0.000129	0.000000	-0.000259	-0.000259	-0.000129	0.000000	0.000000	0.000129	-0.000129	-0.000259	-0.000129	0.000135	0.000000	0.000058	0.000134	0.000000	-0.000001	-0.000002	-0.000000	0.000000	0.000001	-0.000001	0.000002
3.562500	0.000000	0.000129	-0.000129	-0.000259	0.000000	0.000000	0.000000	0.000000	0.000129	-0.000388	-0.000129	0.000000	0.000135	0.000000	0.000058	0.000134	0.000001	-0.000000	0.000001	0.000000	0.000002	0.000002	0.000001	0.000001
3.625000	-0.000129	0.000388	0.000259	-0.000259	0.000000	0.000000	-0.000259	-0.000259	0.000129	-0.000129	-0.000129	0.000129	0.000135	0.000000	0.000058	0.000134	0.000000	-0.000000	0.000000	-0.000001	-0.000000	-0.000000	0.000000	0.000000
3.687500	0.000259	0.000388	0.000000	-0.000259	-0.000388	0.000000	0.000000	0.000129	0.000388	0.000000	-0.000388	0.000000	0.000135	0.000000	0.000058	0.000134	0.000000	0.000001	0.000000	0.000001	-0.000001	0.000000	0.000003	0.000000
3.750000	0.000259	0.000129	0.000129	-0.000259	0.000000	0.000000	0.000129	0.000000	0.000129	-0.000129	-0.000259	0.000000	0.000135	0.000000	0.000058	0.000134	0.000002	0.000001	0.000000	-0.000000	-0.000000	-0.000000	0.000003	0.000000
