time_s	DCDT_Right_Slab_A1	DCDT_Right_Slab_A2	DCDT_Right_Slab_A3	DCDT_Right_Slab_B1	DCDT_Right_Slab_B3	DCDT_Left_Slab_B1	DCDT_Left_Slab_B2_Bot	DCDT_Left_Slab_B3	DCDT_Left_Slab_C1	DCDT_Left_Slab_C2	DCDT_Left_Slab_C3	DCDT_Beam_B2_Top	volt_ch17	volt_ch18	volt_ch19	volt_ch20	SG_2E_top	SG_3E_top	SG_4E_top	SG_4E_bot	SG_5E_top	SG_5E_bot	SG_6E_top	SG_7E_top
1.875000	3.310743	3.572518	3.118928	1.930929	3.556752	1.892501	4.991760	3.578101	3.100206	3.030904	3.736415	3.298919	0.019698	0.005246	0.000320	-0.000009	0.000120	-0.000913	0.006717	0.012693	-0.000415	0.000439	-0.001158	-0.000125
1.937500	3.310743	3.572518	3.118600	1.931258	3.556752	1.892501	4.992089	3.578101	3.100206	3.029918	3.736415	3.298919	0.019370	0.005903	-0.000009	-0.000009	0.000120	-0.000912	0.006717	0.012692	-0.000414	0.000437	-0.001159	-0.000127
2.000000	3.311400	3.573175	3.119257	1.931258	3.556424	1.892172	4.991760	3.578101	3.100863	3.030575	3.736415	3.298919	0.019698	0.006232	0.000320	-0.000009	0.000122	-0.000911	0.006719	0.012694	-0.000414	0.000438	-0.001155	-0.000125
2.062500	3.311071	3.572846	3.118928	1.930601	3.557081	1.892501	4.992089	3.578430	3.100535	3.030247	3.736415	3.299247	0.019698	0.005903	0.000320	-0.000009	0.000121	-0.000910	0.006719	0.012695	-0.000416	0.000436	-0.001155	-0.000127
2.125000	3.310743	3.572846	3.119257	1.930601	3.556424	1.892501	4.991760	3.578101	3.100863	3.030904	3.736086	3.298590	0.019698	0.005246	-0.000009	-0.000337	0.000121	-0.000913	0.006719	0.012695	-0.000414	0.000436	-0.001156	-0.000126
2.187500	3.310086	3.572518	3.118928	1.930929	3.557081	1.892501	4.991760	3.578101	3.100206	3.030575	3.736086	3.298919	0.019698	0.005903	0.000320	0.000320	0.000122	-0.000912	0.006719	0.012695	-0.000415	0.000437	-0.001155	-0.000127
2.250000	3.310743	3.572846	3.118600	1.930601	3.556424	1.892501	4.992089	3.578101	3.100535	3.030247	3.736415	3.298919	0.019698	0.005903	-0.000009	-0.000337	0.000122	-0.000912	0.006720	0.012694	-0.000413	0.000439	-0.001156	-0.000125
2.312500	3.311071	3.572846	3.118600	1.930601	3.556424	1.892172	4.991760	3.578101	3.099878	3.029918	3.735758	3.298919	0.020027	0.005575	0.000648	-0.000337	0.000121	-0.000912	0.006719	0.012693	-0.000415	0.000436	-0.001156	-0.000126
2.375000	3.311071	3.572846	3.118928	1.930601	3.556752	1.892501	4.991760	3.578430	3.100206	3.030247	3.736086	3.298919	0.019698	0.005903	0.000320	-0.000009	0.000120	-0.000913	0.006717	0.012692	-0.000414	0.000437	-0.001157	-0.000125
2.437500	3.310743	3.571861	3.118271	1.931586	3.557081	1.892501	4.991760	3.578101	3.100206	3.030247	3.736415	3.299576	0.019698	0.005903	0.000320	-0.000009	0.000119	-0.000914	0.006718	0.012693	-0.000414	0.000439	-0.001158	-0.000126
2.500000	3.310743	3.572846	3.118928	1.930601	3.556424	1.892501	4.991760	3.578101	3.100535	3.030247	3.736415	3.298262	0.019698	0.005903	0.000320	-0.000337	0.000119	-0.000915	0.006716	0.012693	-0.000415	0.000438	-0.001160	-0.000127
2.562500	3.310414	3.573175	3.119585	1.931258	3.557081	1.892501	4.991760	3.578101	3.100535	3.030247	3.736086	3.298590	0.020027	0.005903	0.000977	-0.000009	0.000119	-0.000915	0.006716	0.012691	-0.000414	0.000439	-0.001160	-0.000125
2.625000	3.310743	3.572189	3.118928	1.930929	3.556752	1.891844	4.991760	3.578101	3.100206	3.029590	3.736086	3.298919	0.019370	0.005903	0.000320	-0.000009	0.000120	-0.000914	0.006718	0.012692	-0.000414	0.000439	-0.001158	-0.000126
2.687500	3.310743	3.572189	3.119257	1.930929	3.556752	1.892172	4.991760	3.577773	3.100863	3.030575	3.736415	3.298919	0.019698	0.005903	-0.000009	0.000320	0.000120	-0.000912	0.006716	0.012692	-0.000414	0.000439	-0.001157	-0.000125
2.750000	3.310743	3.571532	3.118271	1.931258	3.557081	1.892501	4.991760	3.577773	3.100206	3.030247	3.736415	3.298919	0.020027	0.005903	0.000648	-0.000337	0.000119	-0.000913	0.006716	0.012692	-0.000414	0.000439	-0.001157	-0.000128
2.812500	3.310743	3.572846	3.118928	1.930601	3.557081	1.892501	4.991760	3.578101	3.099878	3.030247	3.735758	3.299247	0.019698	0.005903	-0.000009	-0.000337	0.000120	-0.000914	0.006717	0.012692	-0.000416	0.000438	-0.001156	-0.000126
2.875000	3.310743	3.572846	3.119257	1.931258	3.556424	1.892501	4.991432	3.578430	3.100535	3.030247	3.736086	3.298590	0.019698	0.005575	0.000648	-0.000337	0.000121	-0.000913	0.006720	0.012694	-0.000414	0.000437	-0.001155	-0.000125
2.937500	3.310414	3.572518	3.118600	1.930929	3.556424	1.892172	4.991432	3.577773	3.100863	3.030575	3.736415	3.298919	0.019698	0.005575	-0.000009	-0.000009	0.000121	-0.000912	0.006719	0.012695	-0.000415	0.000437	-0.001155	-0.000126
3.000000	3.310743	3.572518	3.118600	1.930601	3.556424	1.892501	4.991432	3.578430	3.099878	3.029590	3.735758	3.299247	0.019698	0.005903	0.000648	-0.000337	0.000121	-0.000913	0.006719	0.012694	-0.000415	0.000436	-0.001155	-0.000125
3.062500	3.310743	3.572846	3.119585	1.930601	3.556424	1.892501	4.991432	3.578101	3.100863	3.030247	3.735758	3.298919	0.019698	0.005903	-0.000009	-0.000009	0.000122	-0.000912	0.006719	0.012695	-0.000415	0.000438	-0.001155	-0.000126
3.125000	3.310743	3.572189	3.118600	1.930601	3.556424	1.892501	4.991760	3.577773	3.100206	3.029590	3.735758	3.299247	0.020355	0.005575	0.000648	-0.000337	0.000120	-0.000912	0.006717	0.012694	-0.000414	0.000439	-0.001156	-0.000125
3.187500	3.310414	3.572518	3.118600	1.930929	3.556752	1.892501	4.991104	3.578101	3.100535	3.030247	3.736415	3.298590	0.020027	0.005903	0.000648	0.000648	0.000120	-0.000912	0.006720	0.012692	-0.000413	0.000437	-0.001156	-0.000127
3.250000	3.311400	3.572518	3.118928	1.930601	3.556424	1.892501	4.991760	3.577773	3.100535	3.030247	3.736086	3.298919	0.020027	0.005575	-0.000009	0.000320	0.000119	-0.000913	0.006718	0.012693	-0.000414	0.000440	-0.001156	-0.000125
3.312500	3.310414	3.572189	3.119257	1.931258	3.556424	1.892501	4.991760	3.578101	3.100535	3.030575	3.736415	3.298590	0.020027	0.005575	0.000648	-0.000009	0.000118	-0.000914	0.006717	0.012692	-0.000413	0.000440	-0.001159	-0.000127
3.375000	3.311071	3.572846	3.118928	1.930929	3.556752	1.891844	4.991432	3.578101	3.100863	3.030247	3.735758	3.298590	0.019698	0.005246	0.000648	0.000320	0.000119	-0.000915	0.006715	0.012691	-0.000413	0.000437	-0.001159	-0.000125
3.437500	3.310086	3.572189	3.118928	1.930929	3.557081	1.892501	4.991432	3.577773	3.100535	3.030575	3.736743	3.298919	0.020027	0.005903	0.000648	-0.000009	0.000119	-0.000914	0.006717	0.012691	-0.000413	0.000439	-0.001159	-0.000125
3.500000	3.310743	3.572189	3.118928	1.930601	3.556424	1.892172	4.991760	3.578101	3.100535	3.030247	3.736086	3.298590	0.020027	0.005903	-0.000009	-0.000009	0.000120	-0.000914	0.006716	0.012692	-0.000414	0.000438	-0.001159	-0.000125
3.562500	3.310743	3.572189	3.118600	1.930601	3.557081	1.892501	4.991760	3.578101	3.100535	3.029590	3.736415	3.298919	0.019698	0.005903	0.000648	-0.000009	0.000121	-0.000913	0.006718	0.012693	-0.000413	0.000439	-0.001157	-0.000125
3.625000	3.310414	3.572846	3.119585	1.930601	3.557081	1.892501	4.991104	3.577445	3.100535	3.030247	3.736415	3.299247	0.020027	0.005903	0.000320	-0.000009	0.000120	-0.000913	0.006718	0.012692	-0.000415	0.000437	-0.001158	-0.000127
3.687500	3.311400	3.572846	3.118928	1.930601	3.556095	1.892501	4.991760	3.578430	3.101192	3.030575	3.735758	3.298919	0.020027	0.006232	-0.000009	-0.000009	0.000120	-0.000912	0.006718	0.012694	-0.000415	0.000437	-0.001156	-0.000126
3.750000	3.311400	3.572189	3.119257	1.930601	3.557081	1.892501	4.992089	3.578101	3.100535	3.030247	3.736086	3.298919	0.019698	0.005575	0.000648	-0.000666	0.000121	-0.000912	0.006718	0.012693	-0.000415	0.000437	-0.001155	-0.000127
3.812500	3.310743	3.572846	3.118928	1.930929	3.557081	1.892501	4.991760	3.577773	3.100206	3.030247	3.736415	3.299576	0.019698	0.006232	0.000320	0.000320	0.000121	-0.000911	0.006718	0.012692	-0.000415	0.000436	-0.001154	-0.000125
3.875000	3.311071	3.572846	3.119585	1.930601	3.556752	1.892501	4.991760	3.578101	3.100863	3.030575	3.735758	3.298919	0.020027	0.005903	-0.000009	0.000320	0.000121	-0.000913	0.006720	0.012693	-0.000414	0.000435	-0.001154	-0.000126
3.937500	3.310414	3.572189	3.118928	1.930929	3.557081	1.892501	4.991760	3.577445	3.100206	3.030247	3.736415	3.299247	0.020027	0.005903	0.000320	-0.000337	0.000121	-0.000913	0.006718	0.012692	-0.000412	0.000437	-0.001156	-0.000126
4.000000	3.311071	3.572518	3.119257	1.930601	3.556095	1.893158	4.991760	3.578430	3.100863	3.030247	3.736086	3.298919	0.019698	0.005903	0.000320	-0.000009	0.000121	-0.000914	0.006718	0.012693	-0.000414	0.000438	-0.001157	-0.000127
4.062500	3.311071	3.572189	3.119257	1.930601	3.556752	1.892501	4.991760	3.578101	3.100206	3.029590	3.736086	3.298919	0.020027	0.005903	-0.000009	-0.000009	0.000121	-0.000914	0.006718	0.012691	-0.000415	0.000439	-0.001157	-0.000126
4.125000	3.310743	3.572189	3.119257	1.930929	3.557081	1.892501	4.991760	3.578101	3.100206	3.029918	3.736415	3.299247	0.020027	0.005903	0.000648	-0.000009	0.000119	-0.000912	0.006716	0.012690	-0.000413	0.000439	-0.001158	-0.000126
4.187500	3.310086	3.572518	3.118928	1.931258	3.557081	1.892172	4.991760	3.577773	3.100863	3.030247	3.736415	3.298590	0.019698	0.005575	0.000320	-0.000009	0.000120	-0.000914	0.006717	0.012691	-0.000414	0.000440	-0.001156	-0.000126
4.250000	3.310414	3.572518	3.119585	1.931258	3.557081	1.892172	4.991104	3.578101	3.100535	3.030247	3.736415	3.298919	0.019698	0.005903	0.000320	-0.000009	0.000120	-0.000914	0.006716	0.012691	-0.000413	0.000439	-0.001158	-0.000125
4.312500	3.310743	3.572518	3.119257	1.931258	3.556424	1.892501	4.991760	3.578430	3.100863	3.030575	3.736415	3.298919	0.019698	0.005903	0.000320	-0.000337	0.000118	-0.000914	0.006716	0.012692	-0.000415	0.000438	-0.001157	-0.000125
4.375000	3.310414	3.571861	3.118928	1.930601	3.556424	1.892829	4.991432	3.577445	3.100206	3.029918	3.735758	3.299247	0.020027	0.006232	0.000320	-0.000009	0.000120	-0.000915	0.006716	0.012692	-0.000414	0.000438	-0.001156	-0.000126
4.437500	3.310743	3.572189	3.119257	1.930929	3.556752	1.892501	4.991432	3.578101	3.100535	3.030247	3.736415	3.298590	0.019698	0.005903	0.000320	-0.000337	0.000120	-0.000914	0.006716	0.012692	-0.000415	0.000438	-0.001156	-0.000126
4.500000	3.311400	3.572518	3.118928	1.930929	3.556424	1.892501	4.991760	3.578758	3.100535	3.029918	3.735758	3.298262	0.020027	0.005575	0.000320	-0.000009	0.000120	-0.000914	0.006718	0.012693	-0.000414	0.000438	-0.001156	-0.000126
4.562500	3.311400	3.572846	3.118928	1.930929	3.556424	1.892501	4.991760	3.578101	3.100863	3.030247	3.736415	3.298919	0.019698	0.005903	0.000320	-0.000337	0.000121	-0.000912	0.006719	0.012694	-0.000415	0.000437	-0.001155	-0.000126
4.625000	3.310743	3.572518	3.118928	1.930929	3.556752	1.891844	4.991432	3.578101	3.100206	3.030575	3.736415	3.298919	0.020355	0.005575	0.000648	-0.000337	0.000120	-0.000913	0.006717	0.012693	-0.000414	0.000437	-0.001154	-0.000127
4.687500	3.310743	3.572189	3.118600	1.930601	3.556752	1.892172	4.991760	3.578101	3.100206	3.030247	3.736086	3.298919	0.019698	0.005903	0.000320	-0.000337	0.000121	-0.000914	0.006717	0.012692	-0.000415	0.000434	-0.001155	-0.000126
4.750000	3.310414	3.572189	3.118600	1.930929	3.556424	1.892501	4.991760	3.578101	3.100206	3.030247	3.736415	3.299247	0.019370	0.006232	0.000648	0.000320	0.000120	-0.000912	0.006718	0.012692	-0.000415	0.000437	-0.001156	-0.000125
4.812500	3.310743	3.572846	3.119257	1.931258	3.556424	1.892501	4.991760	3.578101	3.100863	3.030575	3.736086	3.298919	0.019698	0.005903	0.000320	-0.000009	0.000121	-0.000913	0.006717	0.012692	-0.000415	0.000437	-0.001156	-0.000127
4.875000	3.310743	3.572846	3.119257	1.930929	3.557081	1.892501	4.991104	3.578101	3.100535	3.030247	3.736086	3.298590	0.020027	0.005903	0.000648	-0.000337	0.000119	-0.000914	0.006717	0.012693	-0.000415	0.000438	-0.001159	-0.000126
4.937500	3.310743	3.572846	3.119585	1.930601	3.556424	1.891844	4.991432	3.578101	3.100863	3.030575	3.736086	3.298919	0.020027	0.005903	0.000648	-0.000337	0.000120	-0.000913	0.006717	0.012691	-0.000414	0.000440	-0.001158	-0.000125
5.000000	3.310743	3.572518	3.118271	1.930601	3.556752	1.892501	4.992089	3.578101	3.099878	3.030247	3.736743	3.298919	0.020027	0.006232	0.000320	-0.000009	0.000120	-0.000914	0.006715	0.012691	-0.000414	0.000438	-0.001157	-0.000126
5.062500	3.311071	3.572846	3.118928	1.930601	3.557081	1.892501	4.991760	3.578101	3.100206	3.029918	3.736086	3.299247	0.020027	0.005903	0.000320	-0.000337	0.000121	-0.000913	0.006716	0.012692	-0.000413	0.000439	-0.001158	-0.000125
5.125000	3.310414	3.572189	3.118600	1.930929	3.557081	1.892501	4.991760	3.578101	3.100206	3.029918	3.736415	3.299247	0.019698	0.005575	-0.000009	-0.000337	0.000121	-0.000914	0.006716	0.012692	-0.000414	0.000440	-0.001157	-0.000126
5.187500	3.310743	3.572189	3.118928	1.930929	3.557081	1.892501	4.991760	3.578101	3.099878	3.030575	3.736743	3.298919	0.020027	0.005575	0.000648	-0.000337	0.000119	-0.000914	0.006717	0.012692	-0.000414	0.000438	-0.001157	-0.000125
5.250000	3.311071	3.572846	3.119257	1.931258	3.556424	1.891516	4.991760	3.578101	3.100863	3.030575	3.736415	3.298919	0.020355	0.005575	0.000648	-0.000337	0.000120	-0.000912	0.006717	0.012693	-0.000414	0.000438	-0.001157	-0.000125
5.312500	3.310743	3.572846	3.118928	1.930601	3.556095	1.892501	4.991432	3.577773	3.100206	3.030247	3.736086	3.298590	0.019698	0.005903	0.000648	-0.000337	0.000121	-0.000913	0.006718	0.012693	-0.000414	0.000438	-0.001155	-0.000125
5.375000	3.311071	3.572189	3.118600	1.930929	3.557081	1.893158	4.991760	3.578101	3.099878	3.030247	3.735758	3.298919	0.020027	0.005903	-0.000009	-0.000337	0.000120	-0.000912	0.006719	0.012694	-0.000415	0.000436	-0.001155	-0.000125
5.437500	3.310743	3.572189	3.118928	1.931586	3.556424	1.892172	4.991104	3.578101	3.100206	3.030247	3.736743	3.298919	0.020027	0.005903	0.000648	0.000320	0.000121	-0.000913	0.006719	0.012693	-0.000416	0.000437	-0.001154	-0.000126
5.500000	3.311071	3.572846	3.119257	1.931258	3.556752	1.892501	4.991760	3.577773	3.100535	3.030247	3.736086	3.298590	0.019698	0.005903	0.000648	0.000648	0.000121	-0.000913	0.006719	0.012693	-0.000415	0.000437	-0.001157	-0.000126
5.562500	3.311071	3.572518	3.118600	1.930601	3.556095	1.892829	4.991432	3.578101	3.100535	3.029918	3.736086	3.298590	0.019698	0.005903	0.000320	-0.000337	0.000120	-0.000914	0.006717	0.012693	-0.000416	0.000435	-0.001156	-0.000125
5.625000	3.310743	3.572189	3.118271	1.930929	3.556424	1.892501	4.991760	3.578101	3.100206	3.030247	3.736086	3.299247	0.020027	0.005903	0.000320	-0.000337	0.000120	-0.000914	0.006717	0.012693	-0.000414	0.000437	-0.001157	-0.000127
5.687500	3.310743	3.572189	3.118928	1.930601	3.557081	1.892501	4.991760	3.578101	3.100206	3.030247	3.736415	3.298919	0.019698	0.005575	0.000320	-0.000337	0.000119	-0.000913	0.006718	0.012694	-0.000414	0.000437	-0.001155	-0.000126
5.750000	3.310743	3.572518	3.119585	1.931258	3.557081	1.892501	4.991760	3.578101	3.100535	3.030247	3.736086	3.298919	0.020027	0.006232	-0.000009	-0.000009	0.000119	-0.000913	0.006716	0.012693	-0.000413	0.000438	-0.001158	-0.000126
5.812500	3.310743	3.572189	3.119257	1.931258	3.556752	1.892501	4.991432	3.578101	3.100206	3.030575	3.736743	3.299247	0.019370	0.006232	-0.000009	-0.000337	0.000119	-0.000914	0.006715	0.012692	-0.000412	0.000440	-0.001159	-0.000126
5.875000	3.310743	3.572846	3.118928	1.930929	3.556095	1.892501	4.991760	3.577445	3.100863	3.030575	3.735758	3.298590	0.020355	0.005903	0.000320	-0.000337	0.000120	-0.000915	0.006717	0.012692	-0.000414	0.000439	-0.001158	-0.000125
5.937500	3.311071	3.572518	3.118928	1.930601	3.556424	1.892501	4.991760	3.578101	3.100535	3.029918	3.735758	3.298590	0.020027	0.005246	0.000320	-0.000009	0.000119	-0.000913	0.006716	0.012692	-0.000413	0.000440	-0.001158	-0.000126
6.000000	3.311071	3.573175	3.119257	1.930601	3.556752	1.892172	4.991432	3.578101	3.101192	3.030575	3.736415	3.298590	0.019698	0.005575	0.000648	-0.000009	0.000119	-0.000913	0.006716	0.012692	-0.000414	0.000439	-0.001156	-0.000125
6.062500	3.311071	3.572846	3.119257	1.931258	3.556752	1.892501	4.991760	3.578430	3.100863	3.030247	3.736415	3.298590	0.020027	0.005903	-0.000009	-0.000337	0.000120	-0.000913	0.006717	0.012692	-0.000414	0.000437	-0.001158	-0.000128
6.125000	3.311071	3.572846	3.118928	1.930929	3.556752	1.892501	4.991432	3.578430	3.100535	3.030575	3.736415	3.298919	0.019698	0.005903	-0.000009	-0.000337	0.000120	-0.000912	0.006718	0.012693	-0.000415	0.000436	-0.001155	-0.000127
6.187500	3.311071	3.571861	3.118600	1.930929	3.556424	1.892501	4.991760	3.578101	3.099878	3.030247	3.735758	3.298919	0.020027	0.005903	-0.000009	-0.000009	0.000121	-0.000913	0.006718	0.012693	-0.000414	0.000437	-0.001155	-0.000127
6.250000	3.311071	3.572846	3.118928	1.930929	3.556424	1.891844	4.991760	3.578101	3.100535	3.029918	3.736415	3.298919	0.020027	0.005903	0.000648	-0.000009	0.000121	-0.000912	0.006719	0.012695	-0.000414	0.000437	-0.001156	-0.000125
6.312500	3.311071	3.572846	3.118600	1.930601	3.556424	1.892829	4.992089	3.578430	3.100206	3.029918	3.735758	3.298919	0.019370	0.005575	0.000320	-0.000337	0.000121	-0.000914	0.006718	0.012694	-0.000415	0.000435	-0.001154	-0.000127
6.375000	3.310414	3.571861	3.118271	1.930601	3.556424	1.892829	4.991760	3.578101	3.100206	3.030247	3.737072	3.298919	0.020027	0.005575	0.000648	-0.000009	0.000121	-0.000913	0.006719	0.012692	-0.000414	0.000437	-0.001154	-0.000124
