time_s	DCDT_Right_Slab_A1	DCDT_Right_Slab_A2	DCDT_Right_Slab_A3	DCDT_Right_Slab_B1	DCDT_Right_Slab_B3	DCDT_Left_Slab_B1	DCDT_Left_Slab_B2_Bot	DCDT_Left_Slab_B3	DCDT_Left_Slab_C1	DCDT_Left_Slab_C2	DCDT_Left_Slab_C3	DCDT_Beam_B2_Top	soil_plate_pressure_ksi	agg_plate_pressure_ksi	soil_pore_water_pressure_ksi	agg_pore_water_pressure_ksi	SG_2E_top	SG_3E_top	SG_4E_top	SG_4E_bot	SG_5E_top	SG_5E_bot	SG_6E_top	SG_7E_top
0.875000	-0.000069	0.000166	0.002239	-0.006091	0.000105	-0.006457	0.003457	-0.000157	0.001991	0.002999	0.004881	0.001508	0.000000	-0.000000	0.000000	-0.000000	-0.000001	-0.000000	-0.000000	-0.000001	0.000003	0.000002	-0.000000	0.000000
0.937500	0.000189	0.000036	0.002110	-0.006350	-0.000024	-0.005681	0.002811	0.000101	0.001603	0.002870	0.004235	0.000215	-0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000001	-0.000001	0.000000	0.000001	0.000001	0.000001	-0.000000
1.000000	-0.000069	0.000036	0.001593	-0.005962	-0.000024	-0.005164	0.002164	-0.000028	0.001603	0.002740	0.003459	-0.000949	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000001	0.000000	0.000002	0.000001	0.000001	0.000000
1.062500	-0.000328	-0.000093	0.001593	-0.005703	0.000105	-0.004776	0.001776	-0.000028	0.001474	0.002740	0.003459	-0.000819	-0.000000	-0.000000	0.000000	0.000000	0.000001	-0.000001	0.000002	0.000000	0.000000	-0.000000	-0.000000	0.000000
1.125000	-0.000199	0.000036	0.001593	-0.005703	-0.000024	-0.004776	0.002035	0.000101	0.001474	0.002611	0.003459	-0.000561	-0.000000	0.000000	0.000000	-0.000000	0.000001	0.000002	0.000001	0.000000	-0.000001	-0.000000	0.000002	-0.000001
1.187500	-0.000069	0.000036	0.001980	-0.005445	0.000235	-0.005035	0.002293	-0.000028	0.001474	0.002999	0.003330	0.000991	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000001	0.000001	0.000002	-0.000001	-0.000001	0.000001	0.000001
1.250000	-0.000069	0.000036	0.001722	-0.005703	0.000105	-0.005552	0.003069	-0.000028	0.001733	0.002999	0.003718	0.002026	0.000000	-0.000000	0.000000	-0.000000	0.000001	0.000002	0.000002	0.000002	-0.000000	-0.000001	0.000001	-0.000000
1.312500	0.000060	0.000166	0.002110	-0.005833	-0.000024	-0.006069	0.003974	-0.000028	0.001991	0.002999	0.004364	0.003448	0.000000	0.000000	-0.000000	-0.000000	0.000001	0.000002	0.000000	-0.000000	0.000001	-0.000001	0.000001	-0.000001
1.375000	0.000060	0.000166	0.002110	-0.005962	-0.000153	-0.006716	0.004621	-0.000028	0.001733	0.002999	0.005399	0.004741	0.000000	0.000000	0.000000	-0.000000	0.000001	0.000002	0.000002	0.000000	0.000001	0.000001	-0.000000	0.000000
1.437500	0.000189	0.000424	0.002498	-0.006350	0.000105	-0.006974	0.004880	0.000101	0.001733	0.002999	0.005787	0.005776	0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	-0.000001
1.500000	0.000448	-0.000093	0.002110	-0.006738	-0.000153	-0.007362	0.005138	-0.000028	0.001991	0.002999	0.005916	0.006164	0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000000	0.000001	0.000000	0.000001	0.000001	0.000000	0.000000
1.562500	0.000448	-0.000093	0.002627	-0.006738	-0.000024	-0.007621	0.005268	0.000101	0.001991	0.003128	0.006045	0.006422	0.000000	0.000000	0.000000	-0.000000	-0.000001	-0.000001	-0.000001	-0.000002	0.000001	0.000001	-0.000001	0.000001
1.625000	0.000189	0.000036	0.002627	-0.006479	0.000105	-0.007621	0.005268	-0.000028	0.001991	0.003128	0.006045	0.005776	0.000000	0.000000	0.000000	-0.000000	-0.000001	-0.000000	-0.000001	-0.000000	0.000001	0.000001	-0.000001	0.000000
1.687500	0.000318	0.000295	0.002627	-0.006738	0.000235	-0.007621	0.004880	-0.000028	0.002121	0.003128	0.005787	0.004741	0.000000	0.000000	0.000000	-0.000000	0.000001	0.000001	-0.000001	-0.000001	0.000002	0.000001	-0.000001	0.000000
1.750000	0.000189	0.000166	0.002110	-0.006867	-0.000024	-0.007362	0.004621	-0.000028	0.001991	0.002999	0.005787	0.003577	0.000000	0.000000	-0.000000	0.000000	-0.000001	-0.000001	-0.000001	-0.000001	0.000000	0.000001	0.000000	-0.000001
1.812500	0.000060	0.000166	0.002368	-0.006479	-0.000024	-0.007233	0.004104	-0.000028	0.001991	0.002999	0.005528	0.002543	-0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000001	0.000000	0.000001	-0.000000	0.000001	-0.000000
1.875000	-0.000069	0.000036	0.002368	-0.006350	0.000235	-0.006457	0.003328	-0.000028	0.001862	0.003128	0.005011	0.001508	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000002	0.000001	0.000000	-0.000000	-0.000000	0.000002	-0.000001
1.937500	-0.000069	0.000166	0.002110	-0.006479	-0.000024	-0.006069	0.002940	-0.000028	0.001733	0.002870	0.004364	0.000086	0.000000	-0.000000	0.000000	0.000000	0.000002	0.000001	0.000000	0.000003	-0.000000	-0.000000	0.000000	-0.000001
2.000000	-0.000328	0.000166	0.001851	-0.005962	-0.000024	-0.005293	0.002035	-0.000157	0.001733	0.002999	0.003459	-0.000949	-0.000000	-0.000000	-0.000000	-0.000000	0.000001	0.000001	0.000001	0.000003	0.000000	0.000000	0.000002	0.000000
2.062500	0.000060	0.000166	0.001722	-0.005833	-0.000024	-0.005164	0.001905	0.000101	0.001474	0.002611	0.003200	-0.001078	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000001	0.000001	0.000001	0.000000	-0.000002	0.000002	-0.000001
2.125000	-0.000069	0.000036	0.001593	-0.005833	-0.000024	-0.004905	0.002293	0.000101	0.001474	0.002740	0.003071	-0.000561	-0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000002	0.000000	0.000000	0.000001	0.000002	-0.000000
2.187500	-0.000069	0.000036	0.001980	-0.005833	-0.000024	-0.005164	0.002293	0.000101	0.001603	0.002740	0.003200	0.000862	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000001	-0.000001	-0.000001	0.000001	-0.000001
2.250000	0.000189	0.000166	0.001593	-0.005962	-0.000153	-0.005423	0.003457	-0.000028	0.001603	0.002740	0.003718	0.002026	0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000001	0.000000	-0.000000	0.000000	0.000000	0.000000
2.312500	-0.000069	-0.000093	0.001593	-0.005962	-0.000153	-0.005940	0.003845	-0.000028	0.001991	0.002999	0.004623	0.003448	0.000000	0.000000	-0.000000	-0.000000	-0.000001	-0.000001	0.000000	0.000000	-0.000000	0.000002	-0.000000	0.000000
2.375000	0.000189	0.000036	0.001980	-0.006091	0.000105	-0.006845	0.004621	0.000101	0.001733	0.002999	0.005269	0.004612	0.000000	0.000000	0.000000	0.000000	-0.000001	0.000001	0.000001	0.000002	0.000002	0.000001	-0.000000	0.000001
2.437500	0.000189	0.000036	0.002368	-0.006350	0.000105	-0.007233	0.004621	-0.000028	0.001991	0.002999	0.005787	0.005646	0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000001	-0.000000	-0.000001	0.000001	0.000002	-0.000003	0.000002
2.500000	-0.000069	-0.000093	0.002239	-0.006738	-0.000153	-0.007362	0.005138	-0.000028	0.001991	0.003128	0.005916	0.006164	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000001	-0.000000	-0.000001	0.000002	-0.000001	-0.000001	0.000000
2.562500	0.000189	-0.000093	0.002368	-0.006738	-0.000024	-0.007492	0.005397	-0.000028	0.001991	0.002999	0.006045	0.006422	0.000000	0.000000	0.000000	-0.000000	0.000001	0.000001	-0.000001	-0.000000	0.000000	0.000000	-0.000001	-0.000000
2.625000	0.000318	0.000166	0.002368	-0.006867	-0.000024	-0.007233	0.005397	-0.000157	0.001862	0.002999	0.005787	0.005646	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000001	-0.000001	0.000001	0.000001	-0.000001	-0.000001	-0.000001
2.687500	0.000318	-0.000222	0.002498	-0.006608	-0.000153	-0.007621	0.004880	-0.000028	0.001991	0.002999	0.005916	0.004612	0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000001	0.000000	-0.000001	-0.000001	0.000000	0.000001
2.750000	0.000060	-0.000093	0.002239	-0.006479	0.000105	-0.007362	0.004492	-0.000028	0.001991	0.003128	0.005787	0.003577	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000002	0.000002	0.000000	0.000001	-0.000000	0.000000	-0.000000
2.812500	-0.000069	-0.000093	0.002239	-0.006608	-0.000024	-0.007104	0.004104	-0.000028	0.001991	0.003128	0.005916	0.002413	-0.000000	0.000000	0.000000	-0.000000	0.000001	0.000000	0.000002	0.000001	-0.000001	-0.000001	0.000000	-0.000002
2.875000	-0.000069	0.000036	0.002239	-0.006479	-0.000153	-0.006328	0.003716	-0.000028	0.001862	0.003257	0.005011	0.001508	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000002	0.000002	0.000001	0.000001	-0.000001	0.000002	-0.000001
2.937500	-0.000328	0.000036	0.002627	-0.006350	0.000105	-0.005811	0.002811	-0.000028	0.001733	0.002999	0.004235	0.000215	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000001	0.000002	-0.000001	-0.000002	0.000001	0.000001
3.000000	-0.000199	0.000166	0.001851	-0.006091	0.000105	-0.005164	0.002164	-0.000028	0.001862	0.002870	0.003718	-0.000819	0.000000	0.000000	0.000000	-0.000000	-0.000001	0.000001	0.000001	0.000002	-0.000001	-0.000001	-0.000000	0.000000
3.062500	-0.000069	0.000036	0.001851	-0.005703	0.000235	-0.005164	0.002035	-0.000028	0.001345	0.002999	0.003459	-0.001078	-0.000000	-0.000000	0.000000	0.000000	-0.000001	-0.000001	0.000000	0.000001	0.000002	0.000000	0.000001	-0.000001
3.125000	-0.000069	0.000036	0.001722	-0.005833	-0.000024	-0.004776	0.002293	-0.000028	0.001474	0.002740	0.003330	-0.000431	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000001	0.000000
3.187500	-0.000069	0.000036	0.001980	-0.005574	0.000105	-0.005035	0.002552	0.000101	0.001474	0.002870	0.003588	0.001250	-0.000000	-0.000000	-0.000000	0.000000	-0.000001	-0.000000	-0.000001	-0.000000	-0.000000	0.000001	-0.000001	0.000001
3.250000	-0.000069	0.000166	0.001722	-0.005962	-0.000024	-0.005552	0.003328	-0.000028	0.001474	0.002740	0.003718	0.001767	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000001	-0.000001	-0.000000	-0.000001	-0.000001	-0.000002	0.000001
3.312500	0.000189	-0.000093	0.001722	-0.006091	-0.000024	-0.006198	0.004104	-0.000028	0.001474	0.002611	0.004493	0.003577	0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000001	-0.000000	0.000002	0.000001	-0.000001	0.000000
3.375000	0.000189	-0.000093	0.001851	-0.006350	-0.000024	-0.006716	0.004621	-0.000028	0.001733	0.002870	0.005269	0.004612	0.000000	0.000000	-0.000000	0.000000	-0.000001	-0.000001	-0.000001	-0.000001	-0.000002	-0.000001	-0.000000	-0.000001
3.437500	0.000318	0.000166	0.002110	-0.006608	-0.000024	-0.007233	0.004880	-0.000028	0.001991	0.002740	0.005528	0.005776	0.000000	0.000000	0.000000	-0.000000	-0.000001	-0.000000	-0.000000	0.000001	0.000001	0.000000	0.000001	-0.000000
3.500000	0.000318	-0.000093	0.002239	-0.006738	-0.000153	-0.007621	0.005397	-0.000028	0.001991	0.002999	0.005916	0.006293	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	-0.000000	0.000000	0.000000	0.000001	0.000000	0.000001
3.562500	0.000318	0.000166	0.002498	-0.006867	-0.000153	-0.007492	0.005526	-0.000028	0.002121	0.002870	0.005916	0.006164	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000002	-0.000000	-0.000002	0.000002	0.000000
3.625000	0.000318	0.000036	0.002368	-0.006996	-0.000153	-0.007621	0.005268	-0.000028	0.001862	0.002999	0.006045	0.005905	0.000000	0.000000	-0.000000	-0.000000	0.000001	0.000001	0.000001	0.000002	0.000000	0.000001	0.000000	0.000000
3.687500	0.000318	0.000036	0.002368	-0.006738	-0.000024	-0.007750	0.005009	-0.000028	0.002121	0.002999	0.005916	0.004870	0.000000	0.000000	-0.000000	-0.000000	0.000001	0.000000	0.000002	0.000001	-0.000000	-0.000001	0.000000	-0.000000
3.750000	0.000318	-0.000093	0.002239	-0.006738	0.000105	-0.007621	0.004492	0.000101	0.001862	0.002999	0.005787	0.003707	0.000000	0.000000	-0.000000	0.000000	0.000002	0.000001	0.000000	0.000002	0.000001	-0.000000	0.000001	-0.000001
3.812500	0.000189	0.000166	0.002110	-0.006738	-0.000024	-0.006974	0.004362	-0.000028	0.002121	0.002999	0.005787	0.002543	0.000000	0.000000	0.000000	-0.000000	0.000001	0.000001	0.000002	0.000003	-0.000001	0.000001	0.000001	-0.000000
3.875000	0.000189	0.000166	0.002368	-0.006608	-0.000024	-0.006328	0.003845	-0.000028	0.001733	0.002999	0.005011	0.001508	-0.000000	-0.000000	0.000000	0.000000	0.000001	-0.000001	0.000000	0.000001	0.000002	-0.000001	-0.000000	-0.000001
3.937500	-0.000069	0.000036	0.002239	-0.006479	-0.000153	-0.005811	0.002940	0.000101	0.001991	0.002999	0.004235	-0.000043	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000001	-0.000000	-0.000000	-0.000000
4.000000	-0.000328	0.000036	0.001851	-0.005962	-0.000024	-0.005164	0.002293	0.000101	0.001991	0.002999	0.003718	-0.000819	-0.000000	0.000000	0.000000	-0.000000	-0.000001	-0.000001	-0.000001	0.000001	0.000001	-0.000001	-0.000001	-0.000000
4.062500	-0.000069	0.000036	0.001851	-0.005703	0.000235	-0.005164	0.001905	-0.000028	0.001603	0.002870	0.003588	-0.000949	-0.000000	0.000000	-0.000000	-0.000000	-0.000001	-0.000001	-0.000001	0.000000	0.000001	0.000001	-0.000002	-0.000001
4.125000	-0.000199	0.000166	0.001851	-0.005833	-0.000024	-0.005035	0.002035	-0.000028	0.001474	0.002999	0.003330	-0.000690	-0.000000	-0.000000	0.000000	-0.000000	-0.000002	-0.000001	-0.000001	-0.000001	-0.000001	0.000002	-0.000002	0.000001
4.187500	-0.000069	0.000166	0.001722	-0.005833	-0.000024	-0.005164	0.002681	0.000101	0.001474	0.003128	0.003459	0.000991	0.000000	0.000000	0.000000	0.000000	-0.000001	-0.000001	-0.000001	-0.000001	0.000001	0.000000	-0.000002	0.000001
4.250000	-0.000328	0.000036	0.001851	-0.005703	0.000235	-0.005681	0.003457	-0.000028	0.001474	0.002870	0.003847	0.002026	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000001	0.000001	0.000001	-0.000000	-0.000000
4.312500	0.000189	0.000036	0.001722	-0.006091	0.000235	-0.006198	0.004233	-0.000028	0.001474	0.002740	0.004752	0.003577	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	-0.000000	0.000000	0.000000	-0.000001	-0.000000	-0.000000
4.375000	0.000448	0.000166	0.001851	-0.006220	-0.000024	-0.006845	0.004621	-0.000028	0.001991	0.002999	0.005269	0.004741	0.000000	0.000000	0.000000	-0.000000	0.000001	0.000002	0.000000	0.000001	-0.000000	0.000000	0.000001	0.000001
4.437500	0.000189	0.000166	0.002368	-0.006479	-0.000024	-0.007362	0.004880	0.000231	0.002121	0.002999	0.005787	0.005517	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000001	0.000000	0.000002	0.000001	-0.000000	0.000000	0.000000
4.500000	0.000189	0.000036	0.002498	-0.006738	-0.000153	-0.007621	0.005397	-0.000028	0.002121	0.002999	0.005787	0.006164	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000001	0.000000	0.000002	-0.000000	-0.000002	0.000001	-0.000001
4.562500	-0.000069	-0.000222	0.002368	-0.006608	0.000105	-0.007750	0.005397	-0.000028	0.002250	0.003128	0.006045	0.006422	0.000000	0.000000	-0.000000	0.000000	0.000001	0.000001	0.000001	0.000001	-0.000000	-0.000001	0.000001	-0.000001
4.625000	0.000189	0.000036	0.002239	-0.006738	-0.000024	-0.007621	0.005397	-0.000028	0.001991	0.003128	0.006045	0.005646	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000001	-0.000000	0.000001	0.000000	-0.000000	0.000001	-0.000001
4.687500	0.000318	0.000166	0.002368	-0.006867	-0.000024	-0.007492	0.005009	-0.000028	0.002121	0.002999	0.005787	0.004612	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000001	0.000002	-0.000000	-0.000001	0.000000	0.000000
4.750000	0.000189	0.000295	0.002239	-0.006996	-0.000024	-0.007492	0.004880	0.000101	0.002121	0.003128	0.005916	0.003577	0.000000	-0.000000	0.000000	0.000000	-0.000001	0.000001	0.000001	0.000001	0.000001	-0.000001	-0.000001	-0.000001
4.812500	0.000060	0.000036	0.002239	-0.006608	-0.000024	-0.006974	0.004104	-0.000157	0.001991	0.003257	0.005787	0.002543	0.000000	0.000000	0.000000	0.000000	-0.000001	-0.000000	-0.000001	-0.000001	-0.000001	0.000000	-0.000001	0.000000
4.875000	-0.000069	0.000166	0.002368	-0.006350	0.000105	-0.006457	0.003586	-0.000028	0.001733	0.003128	0.005140	0.001508	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000001	0.000001	-0.000001	0.000002	0.000001	-0.000000	0.000000
4.937500	-0.000199	0.000036	0.002110	-0.006220	0.000105	-0.005681	0.003069	-0.000028	0.001862	0.002999	0.004364	0.000215	-0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000002	-0.000002	0.000002	0.000003	-0.000002	0.000000
5.000000	-0.000328	-0.000093	0.001851	-0.006091	-0.000024	-0.005423	0.002164	-0.000157	0.001603	0.002999	0.003718	-0.000819	-0.000000	0.000000	-0.000000	-0.000000	0.000001	0.000001	-0.000001	-0.000000	0.000001	0.000001	-0.000002	0.000000
5.062500	-0.000069	0.000036	0.001593	-0.005962	-0.000024	-0.004905	0.002035	-0.000028	0.001345	0.002999	0.003330	-0.000949	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000001	-0.000000	0.000000	0.000001	-0.000001	-0.000001	-0.000000
5.125000	0.000060	-0.000093	0.001593	-0.006220	-0.000024	-0.005035	0.002293	0.000101	0.001345	0.002999	0.003330	-0.000561	-0.000000	0.000000	0.000000	-0.000000	-0.000001	0.000001	-0.000001	0.000001	-0.000001	0.000000	-0.000000	-0.000001
5.187500	-0.000069	0.000166	0.001980	-0.005703	-0.000153	-0.005164	0.002552	-0.000028	0.001603	0.002999	0.003459	0.000732	0.000000	0.000000	0.000000	-0.000000	0.000001	0.000001	0.000001	0.000000	-0.000001	-0.000000	0.000002	0.000001
5.250000	0.000060	0.000166	0.001851	-0.005962	-0.000153	-0.005681	0.003586	0.000101	0.001603	0.002999	0.003976	0.001896	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	-0.000000	-0.000002	-0.000001	0.000001	0.000000
5.312500	0.000189	0.000166	0.001851	-0.006220	0.000105	-0.006328	0.004233	-0.000028	0.001733	0.002870	0.004752	0.003319	0.000000	0.000000	0.000000	-0.000000	0.000001	0.000002	0.000002	0.000001	0.000000	0.000001	0.000001	0.000000
5.375000	0.000189	-0.000351	0.001851	-0.006350	0.000105	-0.006974	0.004492	-0.000028	0.001733	0.002999	0.005399	0.004741	0.000000	0.000000	0.000000	-0.000000	0.000001	0.000000	0.000001	0.000001	-0.000000	-0.000001	0.000001	-0.000001
5.437500	0.000318	0.000036	0.002110	-0.006608	-0.000024	-0.007362	0.005009	-0.000028	0.001862	0.002999	0.005787	0.005776	0.000000	0.000000	0.000000	-0.000000	0.000001	0.000001	0.000002	0.000001	0.000000	-0.000001	0.000002	-0.000000
5.500000	0.000189	-0.000093	0.001980	-0.006867	0.000105	-0.007362	0.005397	-0.000028	0.001991	0.002999	0.005916	0.006422	0.000000	0.000000	0.000000	-0.000000	0.000001	0.000000	0.000001	0.000002	0.000001	0.000001	0.000000	0.000000
5.562500	0.000448	0.000295	0.002368	-0.006867	-0.000024	-0.007621	0.005655	-0.000028	0.002121	0.002999	0.006045	0.006293	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000003	-0.000001	-0.000001	0.000002
5.625000	0.000189	0.000036	0.002498	-0.006738	-0.000024	-0.007880	0.005397	-0.000028	0.002250	0.003128	0.006304	0.005646	0.000000	0.000000	0.000000	-0.000000	-0.000001	-0.000000	0.000000	-0.000001	0.000001	-0.000000	-0.000001	0.000000
5.687500	0.000060	0.000036	0.002110	-0.006867	0.000105	-0.007621	0.005009	-0.000028	0.001991	0.002999	0.006045	0.004741	0.000000	0.000000	0.000000	0.000000	-0.000001	-0.000000	-0.000000	-0.000001	0.000003	0.000001	-0.000001	-0.000000
5.750000	0.000318	0.000036	0.002239	-0.006996	-0.000153	-0.007492	0.004750	-0.000028	0.002121	0.002999	0.005787	0.003707	0.000000	0.000000	0.000000	0.000000	-0.000002	0.000001	-0.000001	-0.000002	0.000002	0.000001	-0.000003	-0.000000
5.812500	-0.000069	0.000036	0.002110	-0.006608	0.000105	-0.007104	0.004233	-0.000028	0.002250	0.003128	0.005787	0.002413	-0.000000	0.000000	0.000000	-0.000000	-0.000002	-0.000001	-0.000002	-0.000000	0.000000	-0.000000	-0.000002	-0.000001
5.875000	-0.000199	0.000166	0.002368	-0.006350	0.000105	-0.006586	0.003845	-0.000028	0.001991	0.003257	0.005269	0.001508	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000001	-0.000001	0.000000	0.000000
5.937500	-0.000328	-0.000093	0.002110	-0.006350	-0.000024	-0.005681	0.002940	-0.000028	0.001733	0.002999	0.004364	0.000086	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	0.000001	0.000001	0.000001	0.000002	0.000001	0.000000	0.000001
6.000000	-0.000069	0.000036	0.001851	-0.006220	-0.000024	-0.005423	0.002423	-0.000028	0.001603	0.002870	0.003459	-0.000819	-0.000000	0.000000	0.000000	0.000000	-0.000001	0.000001	0.000001	0.000000	0.000000	0.000000	-0.000000	0.000001
6.062500	-0.000199	0.000166	0.001722	-0.005962	-0.000024	-0.005164	0.002293	-0.000028	0.001733	0.002999	0.003330	-0.001078	-0.000000	-0.000000	0.000000	-0.000000	0.000001	0.000002	0.000002	0.000003	-0.000000	-0.000000	0.000001	-0.000000
6.125000	-0.000199	0.000166	0.002110	-0.005833	0.000105	-0.005035	0.002293	-0.000028	0.001733	0.002999	0.003588	-0.000561	-0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000002	0.000001	0.000001	0.000000	-0.000001	0.000001	0.000001
