time_s	DCDT_Right_Slab_A1	DCDT_Right_Slab_A2	DCDT_Right_Slab_A3	DCDT_Right_Slab_B1	DCDT_Right_Slab_B3	DCDT_Left_Slab_B1	DCDT_Left_Slab_B2_Bot	DCDT_Left_Slab_B3	DCDT_Left_Slab_C1	DCDT_Left_Slab_C2	DCDT_Left_Slab_C3	DCDT_Beam_B2_Top	volt_ch17	volt_ch18	volt_ch19	volt_ch20	SG_2E_top	SG_3E_top	SG_4E_top	SG_4E_bot	SG_5E_top	SG_5E_bot	SG_6E_top	SG_7E_top
28.010	0.202314	0.554408	-0.623399	-1.353205	0.286725	-1.384736	1.697075	0.281470	3.133051	3.061121	3.772544	3.314684	0.020683	0.005903	0.000648	-0.000009	0.000145	-0.000883	0.006742	0.012595	-0.000389	0.000411	-0.001130	-0.000094
29.010	0.202971	0.554080	-0.623399	-1.357803	0.286396	-1.385393	1.697403	0.281141	3.132394	3.061121	3.772873	3.314684	0.021012	0.005903	0.000320	0.000648	0.000143	-0.000884	0.006740	0.012593	-0.000390	0.000414	-0.001132	-0.000094
30.010	0.202971	0.554080	-0.623399	-1.358132	0.286068	-1.385721	1.697403	0.280813	3.133380	3.061449	3.773201	3.314356	0.021340	0.005903	0.000320	-0.000009	0.000143	-0.000884	0.006739	0.012591	-0.000390	0.000415	-0.001133	-0.000095
31.010	0.202314	0.554080	-0.624384	-1.357803	0.286396	-1.386050	1.697731	0.281470	3.132723	3.061121	3.772216	3.314356	0.020683	0.006232	0.000320	0.000320	0.000144	-0.000885	0.006741	0.012593	-0.000391	0.000412	-0.001128	-0.000095
32.010	0.202642	0.554080	-0.623727	-1.358132	0.286725	-1.385721	1.697403	0.280813	3.132723	3.061121	3.772216	3.314356	0.020683	0.006560	0.000648	-0.000009	0.000146	-0.000883	0.006741	0.012594	-0.000390	0.000411	-0.001130	-0.000096
33.010	0.202971	0.553423	-0.623399	-1.358132	0.286396	-1.386050	1.697403	0.281141	3.132394	3.060792	3.772216	3.314356	0.020683	0.006232	-0.000009	0.000320	0.000144	-0.000884	0.006740	0.012593	-0.000391	0.000413	-0.001130	-0.000096
34.010	0.202314	0.554408	-0.623070	-1.358132	0.286068	-1.386706	1.697075	0.281141	3.133051	3.061778	3.772873	3.314684	0.021012	0.005903	0.000648	-0.000009	0.000143	-0.000885	0.006738	0.012592	-0.000389	0.000413	-0.001133	-0.000095
35.009	0.202314	0.553751	-0.623727	-1.357803	0.286396	-1.386050	1.697075	0.280156	3.132066	3.061449	3.773201	3.315013	0.021012	0.005903	0.000648	-0.000009	0.000143	-0.000885	0.006739	0.012593	-0.000389	0.000412	-0.001130	-0.000095
36.010	0.202971	0.553751	-0.623399	-1.358132	0.286396	-1.386706	1.697403	0.279827	3.133380	3.061778	3.772544	3.314356	0.021012	0.006232	0.000648	-0.000009	0.000145	-0.000883	0.006740	0.012593	-0.000391	0.000410	-0.001129	-0.000095
37.010	0.202971	0.553751	-0.624056	-1.358132	0.286068	-1.386706	1.696746	0.279170	3.132394	3.061778	3.772544	3.314684	0.020683	0.006232	0.000648	0.000320	0.000144	-0.000883	0.006740	0.012593	-0.000389	0.000414	-0.001131	-0.000093
38.010	0.202642	0.554080	-0.623727	-1.358132	0.285739	-1.387692	1.695432	0.278185	3.133051	3.061778	3.772544	3.314356	0.020683	0.005903	0.000320	-0.000009	0.000144	-0.000885	0.006740	0.012592	-0.000387	0.000414	-0.001132	-0.000094
39.009	0.202314	0.554080	-0.623399	-1.358132	0.285739	-1.387035	1.696089	0.279170	3.132723	3.061449	3.773201	3.315013	0.021012	0.006560	0.000320	0.000320	0.000144	-0.000884	0.006740	0.012593	-0.000391	0.000414	-0.001130	-0.000093
40.010	0.202314	0.554080	-0.623399	-1.358132	0.285739	-1.387692	1.696418	0.279170	3.132723	3.061778	3.773201	3.314356	0.021012	0.005903	0.000648	0.000648	0.000143	-0.000883	0.006739	0.012594	-0.000389	0.000409	-0.001129	-0.000095
41.010	0.202971	0.554080	-0.623727	-1.357803	0.285739	-1.387363	1.696746	0.279827	3.133051	3.061778	3.772873	3.314684	0.020683	0.005903	0.000648	-0.000009	0.000144	-0.000883	0.006740	0.012593	-0.000390	0.000412	-0.001130	-0.000094
42.010	0.202642	0.554080	-0.623727	-1.358460	0.286725	-1.386378	1.697731	0.280484	3.132066	3.061778	3.772544	3.314684	0.021340	0.005903	0.000648	-0.000009	0.000143	-0.000885	0.006738	0.012592	-0.000388	0.000414	-0.001133	-0.000095
43.010	0.202642	0.553751	-0.623399	-1.357803	0.286396	-1.387363	1.696418	0.279170	3.132723	3.061778	3.772873	3.315013	0.021012	0.005903	0.000648	-0.000009	0.000144	-0.000884	0.006739	0.012592	-0.000390	0.000412	-0.001130	-0.000095
44.009	0.202314	0.553751	-0.623727	-1.357475	0.285739	-1.387363	1.696746	0.278842	3.133051	3.061778	3.772873	3.314356	0.021012	0.005903	0.000977	-0.000009	0.000146	-0.000883	0.006741	0.012593	-0.000389	0.000412	-0.001128	-0.000095
45.010	0.202314	0.554080	-0.623399	-1.357803	0.286396	-1.386378	1.697403	0.280484	3.132723	3.061778	3.772873	3.314684	0.021012	0.005903	0.000648	-0.000009	0.000144	-0.000885	0.006740	0.012592	-0.000390	0.000412	-0.001131	-0.000094
46.010	0.202314	0.553751	-0.623399	-1.357803	0.286396	-1.387035	1.696746	0.279827	3.132723	3.061121	3.772544	3.314356	0.021012	0.005903	0.000320	-0.000009	0.000143	-0.000884	0.006738	0.012591	-0.000389	0.000413	-0.001133	-0.000095
47.010	0.202642	0.553751	-0.623727	-1.357803	0.285739	-1.387692	1.696089	0.278514	3.132723	3.061778	3.772873	3.314027	0.021012	0.006232	-0.000009	0.000648	0.000145	-0.000884	0.006741	0.012593	-0.000389	0.000412	-0.001130	-0.000095
48.009	0.202314	0.553751	-0.623399	-1.357803	0.286396	-1.387035	1.697075	0.279827	3.132723	3.061778	3.772873	3.314684	0.021012	0.006232	0.000320	0.000648	0.000144	-0.000884	0.006741	0.012593	-0.000390	0.000412	-0.001127	-0.000095
49.010	0.202314	0.553751	-0.624056	-1.357803	0.286396	-1.386378	1.697731	0.280813	3.133051	3.061778	3.773201	3.314684	0.021012	0.006232	0.000320	-0.000009	0.000145	-0.000884	0.006740	0.012592	-0.000391	0.000411	-0.001129	-0.000095
50.010	0.202642	0.553751	-0.623399	-1.357803	0.286068	-1.386706	1.697403	0.280484	3.132066	3.061449	3.772544	3.314684	0.021012	0.006560	0.000648	0.000320	0.000144	-0.000884	0.006739	0.012592	-0.000388	0.000415	-0.001131	-0.000094
51.009	0.202314	0.554080	-0.623399	-1.358132	0.287053	-1.386378	1.698388	0.280813	3.132394	3.061449	3.772873	3.314684	0.020683	0.006232	0.000320	-0.000337	0.000142	-0.000884	0.006740	0.012591	-0.000389	0.000412	-0.001130	-0.000096
52.009	0.202314	0.554080	-0.623399	-1.357475	0.286068	-1.386706	1.698717	0.281470	3.132394	3.061449	3.771887	3.314027	0.020355	0.006232	0.000977	-0.000337	0.000145	-0.000883	0.006740	0.012594	-0.000391	0.000411	-0.001128	-0.000095
53.009	0.202314	0.553751	-0.623727	-1.358132	0.286068	-1.387035	1.698388	0.281141	3.132723	3.061449	3.772873	3.314356	0.020355	0.005903	0.000648	-0.000337	0.000145	-0.000884	0.006742	0.012593	-0.000389	0.000411	-0.001130	-0.000096
54.010	0.202314	0.554080	-0.623399	-1.358460	0.287053	-1.388020	1.698388	0.281470	3.132723	3.061778	3.772544	3.314356	0.021012	0.005903	0.000320	-0.000009	0.000143	-0.000884	0.006738	0.012592	-0.000389	0.000413	-0.001133	-0.000094
55.010	0.202314	0.553751	-0.623727	-1.358132	0.286396	-1.388020	1.698717	0.281470	3.132394	3.061449	3.772544	3.314684	0.020683	0.006232	0.000977	-0.000009	0.000144	-0.000885	0.006739	0.012591	-0.000388	0.000413	-0.001131	-0.000094
56.009	0.202314	0.553751	-0.624056	-1.357803	0.286725	-1.389006	1.698388	0.281470	3.132723	3.060792	3.773201	3.314684	0.021340	0.005903	0.000648	-0.000009	0.000145	-0.000884	0.006742	0.012595	-0.000390	0.000411	-0.001129	-0.000094
57.010	0.202642	0.553751	-0.623399	-1.358132	0.286396	-1.389334	1.698717	0.281141	3.132723	3.061449	3.772544	3.314684	0.021012	0.005903	0.000320	0.000320	0.000145	-0.000883	0.006741	0.012593	-0.000391	0.000411	-0.001130	-0.000095
58.010	0.202642	0.553423	-0.623399	-1.357803	0.285739	-1.389991	1.697731	0.280813	3.132394	3.061778	3.772873	3.314356	0.020683	0.005903	0.000320	-0.000009	0.000144	-0.000886	0.006738	0.012592	-0.000389	0.000413	-0.001132	-0.000095
59.009	0.202642	0.554080	-0.623727	-1.358132	0.286396	-1.390648	1.698060	0.281141	3.132066	3.061449	3.772873	3.314684	0.021012	0.005903	0.000648	0.000320	0.000144	-0.000885	0.006739	0.012591	-0.000389	0.000414	-0.001133	-0.000095
60.010	0.202642	0.553751	-0.623399	-1.357803	0.287053	-1.390319	1.699374	0.282455	3.132394	3.061449	3.772873	3.314684	0.020355	0.006232	0.000320	-0.000009	0.000146	-0.000884	0.006742	0.012592	-0.000390	0.000411	-0.001129	-0.000096
61.010	0.202642	0.553751	-0.623727	-1.358460	0.287053	-1.390648	1.699045	0.282126	3.132723	3.061449	3.772216	3.314684	0.021012	0.005903	0.000648	0.000320	0.000145	-0.000883	0.006740	0.012594	-0.000389	0.000411	-0.001128	-0.000094
62.009	0.202642	0.554080	-0.623399	-1.357475	0.286396	-1.391633	1.698717	0.281798	3.133051	3.062106	3.773201	3.314356	0.020683	0.005575	0.000320	0.000320	0.000145	-0.000885	0.006739	0.012594	-0.000391	0.000414	-0.001132	-0.000096
63.010	0.202314	0.553751	-0.623399	-1.358132	0.287053	-1.390976	1.700031	0.283440	3.132723	3.061449	3.772544	3.314684	0.021012	0.005903	0.000320	-0.000009	0.000144	-0.000885	0.006738	0.012591	-0.000390	0.000415	-0.001133	-0.000096
64.010	0.202642	0.553423	-0.623399	-1.358132	0.286725	-1.390976	1.699702	0.283112	3.132066	3.061778	3.773201	3.314684	0.020683	0.006232	0.000320	0.000320	0.000145	-0.000884	0.006741	0.012594	-0.000389	0.000412	-0.001130	-0.000094
65.009	0.202314	0.554080	-0.623399	-1.358132	0.287053	-1.391633	1.699374	0.281798	3.132723	3.061121	3.773201	3.314356	0.021012	0.005903	0.000648	-0.000337	0.000146	-0.000883	0.006742	0.012593	-0.000390	0.000411	-0.001129	-0.000095
66.009	0.202642	0.553751	-0.623727	-1.358132	0.287710	-1.390319	1.701673	0.285082	3.132066	3.061449	3.773201	3.315013	0.021012	0.005903	0.000648	-0.000009	0.000142	-0.000886	0.006741	0.012591	-0.000389	0.000412	-0.001132	-0.000094
67.009	0.202971	0.554080	-0.624384	-1.357803	0.287053	-1.391305	1.700688	0.283440	3.133051	3.061778	3.772544	3.314356	0.021012	0.005903	0.000320	-0.000009	0.000144	-0.000883	0.006739	0.012591	-0.000389	0.000415	-0.001133	-0.000094
68.010	0.202971	0.554080	-0.623399	-1.357803	0.287053	-1.391962	1.699702	0.283769	3.132394	3.061778	3.773201	3.315013	0.020683	0.005903	0.000320	-0.000009	0.000143	-0.000884	0.006739	0.012594	-0.000389	0.000411	-0.001131	-0.000097
69.009	0.202971	0.553751	-0.623727	-1.357803	0.287053	-1.391962	1.699702	0.282455	3.132723	3.061121	3.772873	3.314356	0.021012	0.005903	0.000648	-0.000009	0.000145	-0.000883	0.006741	0.012593	-0.000391	0.000411	-0.001129	-0.000096
70.010	0.202314	0.553751	-0.623399	-1.357803	0.287053	-1.392290	1.700359	0.282783	3.132394	3.061449	3.772544	3.314684	0.020683	0.005903	0.000320	-0.000009	0.000144	-0.000885	0.006738	0.012592	-0.000389	0.000412	-0.001131	-0.000094
71.009	0.202642	0.553751	-0.623727	-1.358132	0.286725	-1.393275	1.699045	0.282126	3.132066	3.061778	3.773201	3.314684	0.021340	0.005903	0.000648	0.000320	0.000144	-0.000886	0.006738	0.012590	-0.000388	0.000414	-0.001133	-0.000095
72.009	0.202314	0.553751	-0.623070	-1.358132	0.287382	-1.392290	1.699374	0.282783	3.132066	3.061121	3.772544	3.314684	0.021012	0.005903	0.000320	-0.000337	0.000145	-0.000884	0.006741	0.012592	-0.000389	0.000414	-0.001130	-0.000095
73.009	0.202642	0.553751	-0.623070	-1.357803	0.287053	-1.393275	1.699374	0.282126	3.132723	3.061778	3.773201	3.314684	0.020683	0.005903	0.000320	-0.000009	0.000145	-0.000882	0.006741	0.012594	-0.000390	0.000412	-0.001130	-0.000094
74.009	0.202314	0.553751	-0.623399	-1.358132	0.287053	-1.392947	1.700031	0.282126	3.132723	3.061778	3.772216	3.314356	0.020355	0.005903	0.000320	0.000320	0.000144	-0.000885	0.006740	0.012592	-0.000389	0.000412	-0.001132	-0.000096
75.009	0.202314	0.553751	-0.623399	-1.358460	0.286725	-1.392618	1.700031	0.282783	3.132066	3.061778	3.773201	3.314684	0.020683	0.006232	0.000648	0.000320	0.000144	-0.000884	0.006739	0.012590	-0.000390	0.000414	-0.001133	-0.000094
76.009	0.202314	0.553751	-0.623399	-1.358132	0.287053	-1.392290	1.699374	0.282783	3.132066	3.061121	3.772544	3.314684	0.021012	0.005903	0.000320	-0.000009	0.000144	-0.000884	0.006739	0.012593	-0.000391	0.000412	-0.001131	-0.000095
77.009	0.202642	0.553751	-0.623399	-1.357803	0.287382	-1.392618	1.701016	0.283440	3.132394	3.061778	3.773201	3.315013	0.020683	0.005903	0.000648	-0.000009	0.000144	-0.000882	0.006742	0.012593	-0.000392	0.000411	-0.001129	-0.000095
78.009	0.202314	0.553751	-0.623727	-1.358132	0.287382	-1.392618	1.700031	0.283769	3.132723	3.061121	3.772216	3.314684	0.020683	0.005903	0.000648	-0.000337	0.000143	-0.000884	0.006741	0.012592	-0.000389	0.000412	-0.001131	-0.000095
79.009	0.202314	0.553751	-0.623399	-1.357803	0.286068	-1.393604	1.699374	0.282455	3.133380	3.061778	3.772873	3.314356	0.021012	0.006232	0.000648	0.000320	0.000144	-0.000885	0.006739	0.012592	-0.000389	0.000414	-0.001132	-0.000094
80.009	0.202314	0.554080	-0.623070	-1.358460	0.287053	-1.393275	1.699374	0.282455	3.132723	3.061121	3.772544	3.314356	0.021012	0.006232	0.000648	-0.000337	0.000144	-0.000885	0.006740	0.012593	-0.000389	0.000412	-0.001129	-0.000094
81.009	0.202314	0.553751	-0.623399	-1.357803	0.286725	-1.393932	1.699374	0.282455	3.132723	3.061449	3.772544	3.314684	0.020683	0.006232	0.000648	0.000648	0.000146	-0.000884	0.006740	0.012594	-0.000391	0.000409	-0.001128	-0.000095
82.009	0.202642	0.554408	-0.623399	-1.357803	0.286725	-1.393932	1.698717	0.282126	3.132723	3.061778	3.772544	3.314356	0.020355	0.005903	-0.000009	-0.000009	0.000144	-0.000885	0.006740	0.012593	-0.000390	0.000414	-0.001131	-0.000095
83.009	0.202971	0.553751	-0.623727	-1.357803	0.287053	-1.393275	1.699374	0.282126	3.132066	3.061449	3.772544	3.314684	0.020683	0.005903	0.000648	-0.000009	0.000143	-0.000885	0.006738	0.012592	-0.000388	0.000415	-0.001132	-0.000094
84.009	0.202314	0.553423	-0.624056	-1.357803	0.286725	-1.394589	1.698717	0.281141	3.132394	3.061449	3.772873	3.314356	0.020355	0.005903	0.000648	-0.000009	0.000143	-0.000884	0.006739	0.012593	-0.000391	0.000412	-0.001131	-0.000096
85.009	0.202314	0.553423	-0.623727	-1.357803	0.286068	-1.394589	1.698388	0.281141	3.132723	3.061778	3.773201	3.315341	0.020683	0.005903	0.000320	-0.000009	0.000146	-0.000882	0.006741	0.012593	-0.000390	0.000411	-0.001129	-0.000095
86.009	0.202314	0.553751	-0.623727	-1.358132	0.286725	-1.394589	1.699045	0.281141	3.132723	3.061778	3.772544	3.314356	0.021012	0.005903	0.000648	-0.000009	0.000145	-0.000883	0.006740	0.012593	-0.000391	0.000411	-0.001132	-0.000096
87.009	0.202642	0.553423	-0.623399	-1.358460	0.286725	-1.394261	1.698717	0.281470	3.132723	3.061778	3.772873	3.314356	0.020355	0.005903	0.000648	-0.000009	0.000144	-0.000885	0.006740	0.012589	-0.000389	0.000414	-0.001132	-0.000095
88.009	0.202642	0.553751	-0.623399	-1.357803	0.286396	-1.394261	1.698717	0.281141	3.132066	3.061449	3.772544	3.314684	0.021012	0.006232	0.000648	0.000320	0.000144	-0.000883	0.006740	0.012592	-0.000390	0.000412	-0.001132	-0.000094
89.009	0.202642	0.553751	-0.623727	-1.358460	0.286396	-1.395246	1.697075	0.279170	3.132394	3.061121	3.772544	3.315013	0.020683	0.005903	0.000977	0.000320	0.000145	-0.000883	0.006741	0.012593	-0.000390	0.000411	-0.001129	-0.000094
90.009	0.202314	0.553751	-0.623399	-1.357803	0.286396	-1.395246	1.697403	0.280156	3.132723	3.061449	3.773201	3.314356	0.021012	0.005903	0.000648	0.000320	0.000145	-0.000883	0.006740	0.012591	-0.000389	0.000411	-0.001130	-0.000095
91.009	0.202971	0.553751	-0.623399	-1.358132	0.285739	-1.396231	1.696418	0.278185	3.132394	3.061778	3.771887	3.314027	0.021340	0.006232	0.000648	-0.000337	0.000143	-0.000885	0.006739	0.012591	-0.000390	0.000414	-0.001133	-0.000096
92.009	0.202642	0.553751	-0.623727	-1.357803	0.286068	-1.395246	1.697075	0.279499	3.132394	3.061449	3.773530	3.315013	0.021012	0.006232	0.000320	-0.000009	0.000145	-0.000884	0.006740	0.012592	-0.000389	0.000413	-0.001132	-0.000094
93.009	0.202314	0.554080	-0.623399	-1.358132	0.285739	-1.395903	1.697731	0.279170	3.133051	3.061449	3.772544	3.313699	0.021012	0.005903	0.000977	-0.000009	0.000145	-0.000882	0.006741	0.012593	-0.000389	0.000412	-0.001129	-0.000094
94.009	0.202642	0.553094	-0.623399	-1.358132	0.286068	-1.395246	1.698388	0.280484	3.132066	3.061449	3.772216	3.314684	0.020683	0.006560	0.000648	-0.000337	0.000145	-0.000883	0.006741	0.012593	-0.000391	0.000411	-0.001129	-0.000095
95.009	0.202314	0.553751	-0.624056	-1.358132	0.285739	-1.395246	1.697731	0.280484	3.132394	3.061449	3.772544	3.314684	0.020683	0.006232	0.000977	0.000648	0.000143	-0.000884	0.006739	0.012593	-0.000388	0.000415	-0.001133	-0.000096
96.009	0.202642	0.553423	-0.624056	-1.357803	0.286068	-1.395246	1.697731	0.279170	3.132394	3.061449	3.772544	3.314684	0.020683	0.005903	0.000648	-0.000009	0.000143	-0.000885	0.006740	0.012591	-0.000390	0.000413	-0.001132	-0.000095
97.009	0.202971	0.553751	-0.623727	-1.357803	0.286068	-1.395246	1.698060	0.280156	3.133051	3.061778	3.772544	3.314356	0.020683	0.005903	0.000648	0.000320	0.000145	-0.000885	0.006741	0.012593	-0.000388	0.000412	-0.001128	-0.000094
98.009	0.202642	0.553751	-0.623727	-1.357803	0.285739	-1.396231	1.696089	0.277528	3.132723	3.061778	3.773201	3.314356	0.021340	0.006232	0.000648	-0.000337	0.000146	-0.000883	0.006741	0.012593	-0.000389	0.000411	-0.001128	-0.000094
99.053	0.202642	0.553423	-0.623399	-1.357475	0.286396	-1.395575	1.697403	0.279170	3.132066	3.061449	3.772544	3.314684	0.021012	0.005575	0.000648	0.000320	0.000145	-0.000885	0.006740	0.012592	-0.000389	0.000415	-0.001130	-0.000094
100.359	0.206584	0.555065	-0.615516	-1.346965	0.317599	-1.345979	1.752582	0.355041	3.127468	3.059479	3.764662	3.303845	0.020027	0.005903	0.000977	-0.000009	0.000140	-0.000889	0.006727	0.012607	-0.000400	0.000419	-0.001138	-0.000099
101.359	0.206255	0.555065	-0.615516	-1.346965	0.297563	-1.383750	1.700688	0.291980	3.127468	3.059150	3.764662	3.303517	0.020683	0.005903	0.000320	-0.000009	0.000139	-0.000890	0.006727	0.012605	-0.000398	0.000421	-0.001140	-0.000100
