time_s	DCDT_Right_Slab_A1	DCDT_Right_Slab_A2	DCDT_Right_Slab_A3	DCDT_Right_Slab_B1	DCDT_Right_Slab_B3	DCDT_Left_Slab_B1	DCDT_Left_Slab_B2_Bot	DCDT_Left_Slab_B3	DCDT_Left_Slab_C1	DCDT_Left_Slab_C2	DCDT_Left_Slab_C3	DCDT_Beam_B2_Top	soil_plate_pressure_kPa	agg_plate_pressure_kPa	soil_pore_water_pressure_kPa	agg_pore_water_pressure_kPa
27.562500	1.584303	1.557148	1.527665	1.464044	1.453440	1.451371	1.977541	1.561803	1.571501	1.549001	1.430164	1.327879	0.958148	-1.320160	0.402049	0.925660
27.625000	1.584303	1.556889	1.527794	1.464044	1.453440	1.451500	1.977411	1.561803	1.571501	1.549130	1.430035	1.327491	0.958148	-1.319334	0.401391	0.925991
27.687500	1.584303	1.557148	1.527535	1.463914	1.453440	1.451630	1.977411	1.561803	1.571372	1.549130	1.430035	1.326586	0.957489	-1.320987	0.401720	0.925660
27.750000	1.584303	1.557277	1.527665	1.464044	1.453440	1.451630	1.976894	1.561932	1.571501	1.549001	1.429906	1.325552	0.957489	-1.321814	0.401391	0.925330
27.812500	1.584045	1.556889	1.527277	1.464173	1.453699	1.451759	1.976248	1.561803	1.571243	1.549001	1.429906	1.324258	0.957489	-1.322641	0.401720	0.925330
27.875000	1.584303	1.557277	1.527406	1.464173	1.453440	1.452664	1.975860	1.561803	1.571372	1.549001	1.429130	1.323224	0.957159	-1.321814	0.401391	0.925991
27.937500	1.583915	1.557018	1.527277	1.464561	1.453569	1.453440	1.975213	1.561932	1.570855	1.548872	1.428354	1.322060	0.956829	-1.321814	0.401720	0.925660
28.000000	1.583915	1.556889	1.527277	1.464432	1.453699	1.453828	1.974825	1.561932	1.570596	1.548743	1.427707	1.321284	0.957489	-1.322641	0.401391	0.925991
28.062500	1.583786	1.557277	1.527535	1.464820	1.453440	1.453957	1.974437	1.561803	1.570725	1.548872	1.427578	1.320508	0.956829	-1.322641	0.401391	0.926322
28.125000	1.583657	1.557148	1.527665	1.464690	1.453699	1.453828	1.974825	1.561803	1.570596	1.548872	1.427837	1.321284	0.956829	-1.322641	0.401391	0.925991
28.187500	1.584045	1.557148	1.527406	1.464820	1.453569	1.453699	1.975084	1.561932	1.570596	1.548743	1.427707	1.322965	0.956500	-1.322641	0.401720	0.925660
28.250000	1.584174	1.557148	1.527535	1.464690	1.453569	1.453440	1.975860	1.561803	1.570725	1.549001	1.428354	1.323871	0.956829	-1.322641	0.401720	0.925660
28.312500	1.584045	1.557148	1.527665	1.464561	1.453699	1.452794	1.976377	1.561803	1.570855	1.549130	1.428871	1.325293	0.957159	-1.320987	0.401391	0.926322
28.375000	1.584174	1.557018	1.527406	1.464432	1.453699	1.452147	1.976765	1.561803	1.570984	1.549130	1.429776	1.326457	0.957818	-1.320987	0.401720	0.925991
28.437500	1.584432	1.557018	1.527406	1.464302	1.453569	1.451630	1.977541	1.561803	1.571113	1.548872	1.429776	1.327362	0.957818	-1.320987	0.401391	0.925330
28.500000	1.584045	1.557148	1.527665	1.464044	1.453699	1.451630	1.977411	1.561932	1.571372	1.549389	1.430164	1.327750	0.957818	-1.320987	0.401720	0.925330
28.562500	1.584432	1.557018	1.527535	1.463914	1.453699	1.451630	1.977670	1.561803	1.571372	1.549001	1.430164	1.328009	0.958478	-1.320160	0.401391	0.925660
28.625000	1.584432	1.557148	1.527665	1.463785	1.453699	1.451500	1.977670	1.561803	1.571372	1.549130	1.430164	1.327362	0.958478	-1.319334	0.402049	0.925660
28.687500	1.584303	1.557148	1.527794	1.464302	1.453569	1.451500	1.977411	1.561932	1.571501	1.549130	1.430423	1.326586	0.957489	-1.320987	0.401391	0.925991
28.750000	1.584432	1.557148	1.527406	1.463785	1.453440	1.451630	1.976765	1.561932	1.571372	1.548872	1.429906	1.325422	0.957489	-1.322641	0.401391	0.925660
28.812500	1.584303	1.557277	1.527277	1.464044	1.453440	1.452018	1.976636	1.561803	1.571501	1.549130	1.429906	1.324129	0.957489	-1.322641	0.401720	0.925330
28.875000	1.584045	1.556889	1.527406	1.464432	1.453569	1.452664	1.975860	1.561803	1.570984	1.549001	1.429388	1.323353	0.957159	-1.321814	0.401720	0.925991
28.937500	1.584303	1.557148	1.527406	1.464432	1.453699	1.453182	1.975213	1.561932	1.571113	1.549001	1.428354	1.321931	0.956829	-1.322641	0.401720	0.925330
29.000000	1.583786	1.557018	1.527406	1.464690	1.453569	1.453699	1.974696	1.561544	1.570725	1.549001	1.427966	1.321155	0.956829	-1.320987	0.401391	0.925330
29.062500	1.583915	1.557148	1.527406	1.464561	1.453311	1.453957	1.974567	1.561932	1.570725	1.549001	1.427449	1.320508	0.957159	-1.321814	0.401391	0.925991
29.125000	1.583786	1.556889	1.527406	1.464561	1.453699	1.453957	1.974825	1.561803	1.570467	1.548872	1.427837	1.321284	0.956829	-1.322641	0.401391	0.925991
29.187500	1.584045	1.557148	1.527148	1.464561	1.453569	1.453699	1.975084	1.561803	1.570725	1.548872	1.427578	1.322836	0.956829	-1.322641	0.401720	0.925330
29.250000	1.584045	1.556889	1.527277	1.464561	1.453699	1.453311	1.975860	1.561932	1.570596	1.549001	1.428354	1.323871	0.956829	-1.322641	0.401720	0.925330
29.312500	1.584303	1.557277	1.527148	1.464561	1.453311	1.452794	1.976377	1.561932	1.570855	1.548872	1.428742	1.325164	0.956829	-1.321814	0.401391	0.925991
29.375000	1.584045	1.556889	1.527535	1.464432	1.453699	1.452406	1.976765	1.561674	1.570855	1.549001	1.429518	1.326457	0.957818	-1.320987	0.401720	0.925660
29.437500	1.584303	1.556631	1.527406	1.464044	1.453569	1.451759	1.977153	1.561803	1.571113	1.548872	1.430035	1.327491	0.958807	-1.321814	0.401391	0.925660
29.500000	1.584562	1.557148	1.527406	1.464044	1.453440	1.451630	1.977670	1.561932	1.571243	1.549130	1.430164	1.328009	0.958148	-1.319334	0.401720	0.925330
29.562500	1.584174	1.556889	1.527665	1.464173	1.453699	1.451500	1.977411	1.561803	1.571501	1.549260	1.430164	1.328009	0.957818	-1.320987	0.402049	0.925991
29.625000	1.584562	1.557148	1.527535	1.463785	1.453440	1.451371	1.977541	1.561932	1.571372	1.549130	1.430423	1.327491	0.958148	-1.320160	0.402049	0.925660
29.687500	1.584303	1.557148	1.527665	1.464044	1.453440	1.451630	1.977411	1.562062	1.571372	1.549130	1.430293	1.326457	0.957489	-1.321814	0.401720	0.925660
29.750000	1.584045	1.557148	1.527665	1.464044	1.453569	1.451630	1.976636	1.561803	1.571372	1.549260	1.430164	1.325552	0.957159	-1.321814	0.401391	0.925330
29.812500	1.584432	1.557018	1.527148	1.463914	1.453699	1.451888	1.976377	1.562062	1.571501	1.549001	1.429647	1.324388	0.956829	-1.322641	0.401720	0.925660
29.875000	1.584303	1.557148	1.527406	1.464302	1.453440	1.452535	1.975730	1.561932	1.571372	1.548872	1.429388	1.323224	0.956829	-1.322641	0.401720	0.925330
29.937500	1.584045	1.557018	1.527277	1.464561	1.453569	1.453440	1.975213	1.561803	1.570855	1.548743	1.428612	1.322060	0.956829	-1.322641	0.401720	0.925660
30.000000	1.584174	1.556889	1.527148	1.464432	1.453699	1.453828	1.975084	1.562062	1.570596	1.548743	1.427578	1.321026	0.956829	-1.322641	0.401391	0.925330
30.062500	1.583786	1.557018	1.527665	1.464690	1.453699	1.453699	1.974437	1.561803	1.570596	1.548872	1.427837	1.320767	0.956500	-1.322641	0.401720	0.925660
30.125000	1.583786	1.557018	1.527277	1.464690	1.453569	1.453957	1.974955	1.561803	1.570338	1.549001	1.427578	1.321155	0.956829	-1.322641	0.401720	0.925660
30.187500	1.584174	1.557148	1.527277	1.464561	1.453440	1.453828	1.975342	1.562062	1.570596	1.548872	1.427578	1.322836	0.956829	-1.321814	0.401720	0.925660
30.250000	1.584045	1.557148	1.527406	1.464561	1.453699	1.453311	1.975730	1.561932	1.570725	1.549001	1.428224	1.323612	0.956829	-1.321814	0.401720	0.925660
30.312500	1.584174	1.556889	1.527406	1.464432	1.453440	1.452664	1.976377	1.561803	1.570725	1.549130	1.429000	1.325293	0.956829	-1.322641	0.401391	0.925330
30.375000	1.584562	1.557148	1.527665	1.464432	1.453440	1.452147	1.976894	1.561932	1.571243	1.548872	1.429518	1.326198	0.957159	-1.320987	0.401720	0.925991
30.437500	1.584303	1.557018	1.527665	1.464302	1.453440	1.451759	1.977282	1.561932	1.571113	1.549001	1.429906	1.327621	0.957489	-1.320987	0.401391	0.925660
30.500000	1.584303	1.557148	1.527665	1.463914	1.453440	1.451630	1.977541	1.561803	1.571243	1.548872	1.430035	1.327750	0.958148	-1.320160	0.401391	0.925991
30.562500	1.584174	1.557148	1.527665	1.464173	1.453569	1.451371	1.977411	1.561803	1.571372	1.549130	1.430423	1.327879	0.958807	-1.319334	0.401720	0.925991
30.625000	1.584432	1.557148	1.527406	1.463914	1.453440	1.451371	1.977541	1.562062	1.571243	1.549130	1.430035	1.327621	0.958478	-1.320160	0.401720	0.925660
30.687500	1.584303	1.557148	1.527665	1.464044	1.453440	1.451630	1.977282	1.561932	1.571372	1.549130	1.430164	1.326457	0.957489	-1.321814	0.401391	0.925991
30.750000	1.584303	1.556889	1.527406	1.464044	1.453440	1.451630	1.976894	1.561803	1.571243	1.549001	1.430035	1.325422	0.956829	-1.321814	0.402049	0.925660
30.812500	1.584303	1.557018	1.527406	1.464044	1.453569	1.452147	1.976506	1.561803	1.571243	1.549001	1.429906	1.324388	0.957159	-1.322641	0.402049	0.925660
30.875000	1.584303	1.557018	1.527277	1.464173	1.453311	1.452535	1.975730	1.561803	1.571113	1.548872	1.429130	1.323224	0.956829	-1.321814	0.401720	0.925660
30.937500	1.584174	1.557148	1.527406	1.464302	1.453569	1.453311	1.975342	1.561932	1.571113	1.548872	1.428483	1.321802	0.956829	-1.322641	0.401720	0.925660
31.000000	1.583786	1.557018	1.527406	1.464561	1.453569	1.453699	1.974825	1.562062	1.570725	1.549001	1.427837	1.321026	0.956829	-1.321814	0.401720	0.925991
31.062500	1.584045	1.557018	1.527148	1.464561	1.453440	1.453957	1.974567	1.561932	1.570467	1.548613	1.427837	1.320896	0.956500	-1.322641	0.401063	0.925330
31.125000	1.584045	1.557148	1.527665	1.464690	1.453699	1.453699	1.974825	1.561932	1.570596	1.548872	1.427707	1.321155	0.956829	-1.322641	0.401391	0.925991
31.187500	1.583786	1.556889	1.527277	1.464690	1.453699	1.453699	1.975342	1.561803	1.570596	1.548743	1.427837	1.322965	0.957159	-1.322641	0.401720	0.925660
31.250000	1.584045	1.557018	1.527148	1.464561	1.453440	1.453311	1.975730	1.561803	1.570596	1.548743	1.428095	1.323871	0.956829	-1.321814	0.402049	0.925660
31.312500	1.584303	1.557148	1.527148	1.464302	1.453440	1.452794	1.976248	1.561932	1.570596	1.548872	1.429000	1.325293	0.957489	-1.321814	0.401720	0.925991
31.375000	1.584174	1.557018	1.527665	1.464432	1.453569	1.452147	1.976894	1.561803	1.571113	1.549001	1.429518	1.326457	0.958478	-1.320987	0.401391	0.925991
31.437500	1.584562	1.557018	1.527406	1.464044	1.453569	1.451759	1.977411	1.561803	1.571113	1.549130	1.430035	1.327491	0.958148	-1.319334	0.401391	0.925660
31.500000	1.584432	1.557148	1.527406	1.464044	1.453440	1.451371	1.977670	1.561932	1.571501	1.549260	1.430164	1.327750	0.958148	-1.319334	0.401720	0.925330
31.562500	1.584303	1.556889	1.527665	1.464044	1.453569	1.451371	1.977411	1.561803	1.571372	1.549001	1.430293	1.328009	0.958478	-1.319334	0.401720	0.925660
31.625000	1.584432	1.557148	1.527406	1.464044	1.453569	1.451500	1.977411	1.561803	1.571243	1.549001	1.430035	1.327491	0.958478	-1.320160	0.401720	0.925660
31.687500	1.584303	1.557277	1.527665	1.464044	1.453440	1.451630	1.977282	1.561803	1.571501	1.549001	1.430035	1.326327	0.957818	-1.319334	0.402049	0.925660
31.750000	1.584303	1.557018	1.527665	1.463914	1.453440	1.451371	1.977024	1.561803	1.571372	1.549001	1.429906	1.325422	0.957489	-1.320987	0.401720	0.925991
31.812500	1.584174	1.556889	1.527406	1.463914	1.453569	1.452018	1.976377	1.561932	1.571113	1.549001	1.429906	1.324388	0.957489	-1.322641	0.401720	0.925660
31.875000	1.584045	1.557148	1.527535	1.464173	1.453440	1.452535	1.975730	1.561932	1.571243	1.549260	1.429259	1.323353	0.957159	-1.321814	0.401391	0.925330
31.937500	1.584174	1.557148	1.527406	1.464302	1.453440	1.453311	1.975342	1.561803	1.571113	1.548872	1.428483	1.321931	0.957159	-1.321814	0.401720	0.925991
32.000000	1.583915	1.557018	1.527406	1.464561	1.453828	1.453699	1.974825	1.561803	1.570855	1.548872	1.427966	1.321026	0.957159	-1.321814	0.401391	0.925991
32.062500	1.584045	1.557148	1.527277	1.464561	1.453699	1.453957	1.974437	1.561932	1.570725	1.548872	1.427578	1.320638	0.957159	-1.321814	0.401720	0.925660
32.125000	1.583786	1.557018	1.527406	1.464690	1.453440	1.453957	1.974696	1.561932	1.570725	1.549001	1.427837	1.321284	0.956829	-1.322641	0.401063	0.925660
32.187500	1.584045	1.557018	1.527406	1.464690	1.453699	1.453828	1.975213	1.561932	1.570467	1.548872	1.427837	1.322965	0.956829	-1.322641	0.401720	0.925991
32.250000	1.584174	1.557018	1.527535	1.464820	1.453440	1.453440	1.975860	1.561803	1.570855	1.548872	1.427966	1.323612	0.956829	-1.320987	0.401720	0.925660
32.312500	1.584174	1.556889	1.527406	1.464561	1.453569	1.452794	1.976377	1.561932	1.570725	1.549001	1.429130	1.325164	0.957159	-1.322641	0.401391	0.925991
32.375000	1.584303	1.557148	1.527535	1.464302	1.453569	1.451888	1.977024	1.561932	1.571243	1.549001	1.429647	1.326327	0.958148	-1.320987	0.401720	0.925660
32.437500	1.584303	1.557018	1.527535	1.464302	1.453699	1.451888	1.977282	1.561803	1.571372	1.549130	1.430164	1.327621	0.958478	-1.320160	0.401391	0.925991
32.500000	1.584562	1.557148	1.527665	1.464044	1.453440	1.451630	1.977541	1.562062	1.571631	1.549130	1.430164	1.327750	0.958807	-1.320160	0.401391	0.925991
32.562500	1.584174	1.556889	1.527148	1.464044	1.453569	1.451371	1.977541	1.561803	1.571113	1.548872	1.430035	1.328138	0.958478	-1.320160	0.401391	0.925330
32.625000	1.584303	1.557018	1.527277	1.464173	1.453440	1.451242	1.977282	1.561803	1.571631	1.549389	1.430035	1.327491	0.958148	-1.320160	0.401720	0.925660
32.687500	1.584303	1.556889	1.527148	1.463914	1.453569	1.451630	1.977282	1.561803	1.571243	1.549130	1.430423	1.326715	0.957818	-1.320987	0.402049	0.925991
32.750000	1.584045	1.556889	1.527665	1.464044	1.453311	1.451500	1.976765	1.561803	1.571372	1.549001	1.430164	1.325422	0.957489	-1.323467	0.401720	0.925660
32.812500	1.584045	1.556889	1.527277	1.464044	1.453569	1.452018	1.976118	1.561674	1.571113	1.548872	1.430035	1.324258	0.957159	-1.321814	0.401720	0.925660
32.875000	1.584174	1.557018	1.527277	1.464044	1.453569	1.452535	1.975730	1.561803	1.571113	1.548872	1.429259	1.323353	0.957159	-1.321814	0.401720	0.925660
32.937500	1.584045	1.557148	1.527535	1.464173	1.453440	1.453182	1.975213	1.561803	1.571113	1.549130	1.428354	1.321802	0.957159	-1.322641	0.401391	0.925991
33.000000	1.583915	1.556889	1.527277	1.464561	1.453569	1.453699	1.974955	1.561674	1.570596	1.548872	1.427837	1.321026	0.956500	-1.321814	0.401720	0.925991
33.062500	1.584174	1.557148	1.527406	1.464561	1.453569	1.453699	1.974567	1.561932	1.570596	1.548743	1.427578	1.320638	0.956829	-1.322641	0.401391	0.925660
33.125000	1.583915	1.557018	1.527148	1.464690	1.453569	1.453828	1.974696	1.561803	1.570596	1.548872	1.427578	1.321155	0.956500	-1.321814	0.401720	0.926322
33.187500	1.583915	1.557018	1.527277	1.464561	1.453440	1.453699	1.975213	1.561803	1.570596	1.548743	1.427837	1.322836	0.956829	-1.321814	0.401720	0.925660
33.250000	1.584045	1.557018	1.527406	1.464302	1.453699	1.453182	1.975860	1.561932	1.570596	1.548872	1.428095	1.323483	0.957489	-1.322641	0.401391	0.925660
33.312500	1.584045	1.556889	1.527535	1.464690	1.453699	1.452664	1.976377	1.561803	1.571113	1.549001	1.429000	1.325293	0.957159	-1.323467	0.401720	0.925660
33.375000	1.584174	1.556760	1.527665	1.464432	1.453569	1.452147	1.976894	1.561803	1.570855	1.549001	1.429647	1.326457	0.957159	-1.321814	0.401391	0.925330
33.437500	1.584303	1.557148	1.527665	1.464173	1.453440	1.451759	1.977282	1.561932	1.571372	1.549130	1.430035	1.327233	0.957818	-1.320987	0.401391	0.925660
33.500000	1.584174	1.557018	1.527665	1.464173	1.453569	1.451500	1.977411	1.561803	1.571372	1.549130	1.430423	1.328009	0.958478	-1.320160	0.401720	0.925991
33.562500	1.584432	1.557148	1.527665	1.464173	1.453440	1.451371	1.977411	1.561932	1.571372	1.549130	1.430035	1.328009	0.958478	-1.319334	0.402049	0.926322
33.625000	1.584303	1.557018	1.527665	1.464044	1.453440	1.451371	1.977411	1.561803	1.571501	1.549130	1.430423	1.327233	0.957818	-1.320160	0.401391	0.925660
33.687500	1.584562	1.557018	1.527406	1.463785	1.453569	1.451630	1.977282	1.561932	1.571372	1.548872	1.430293	1.326457	0.958148	-1.320160	0.401720	0.925660
33.750000	1.584174	1.557148	1.527406	1.464044	1.453182	1.451371	1.976765	1.561803	1.571372	1.549001	1.430164	1.325293	0.957489	-1.323467	0.401720	0.925991
33.812500	1.584174	1.557148	1.527277	1.464044	1.453440	1.451888	1.976248	1.561932	1.571243	1.549001	1.429906	1.324258	0.957159	-1.322641	0.402049	0.925660
33.875000	1.584045	1.557148	1.527406	1.464302	1.453569	1.452535	1.975730	1.561803	1.571372	1.549130	1.429388	1.323095	0.956500	-1.322641	0.401391	0.925660
33.937500	1.584045	1.556760	1.527148	1.464432	1.453828	1.453311	1.975342	1.561803	1.570855	1.548743	1.428483	1.321802	0.956829	-1.322641	0.401391	0.925330
34.000000	1.583786	1.557018	1.527665	1.464690	1.453569	1.453569	1.974696	1.561803	1.570855	1.549130	1.427837	1.320896	0.956829	-1.322641	0.401720	0.925660
34.062500	1.583915	1.557018	1.527277	1.464690	1.453699	1.453957	1.974567	1.561803	1.570596	1.548613	1.427707	1.320767	0.956829	-1.322641	0.401720	0.925660
34.125000	1.584045	1.557148	1.527406	1.464561	1.453569	1.453828	1.974825	1.561674	1.570596	1.549001	1.427578	1.321026	0.956500	-1.321814	0.401720	0.925660
34.187500	1.584174	1.556889	1.527277	1.464690	1.453699	1.453828	1.975342	1.561932	1.570596	1.548872	1.427966	1.322836	0.956500	-1.320987	0.401391	0.925991
34.250000	1.583786	1.556889	1.527535	1.464561	1.453699	1.453182	1.975860	1.561803	1.570855	1.548872	1.428224	1.323612	0.957159	-1.322641	0.402049	0.925991
34.312500	1.584432	1.557277	1.527406	1.464561	1.453569	1.452664	1.976377	1.561803	1.570855	1.549001	1.428871	1.325164	0.957489	-1.322641	0.401720	0.925660
34.375000	1.584045	1.557148	1.527665	1.464432	1.453569	1.452018	1.976894	1.561803	1.571113	1.549001	1.429647	1.326457	0.958148	-1.320987	0.401720	0.925991
34.437500	1.584562	1.557277	1.527665	1.464044	1.453440	1.451759	1.977282	1.561803	1.571243	1.549130	1.429906	1.327233	0.958148	-1.320987	0.401391	0.925991
34.500000	1.584303	1.556889	1.527406	1.463914	1.453569	1.451500	1.977411	1.561803	1.571113	1.549001	1.430035	1.327879	0.958478	-1.320160	0.401391	0.925660
34.562500	1.584432	1.557148	1.527406	1.463914	1.453440	1.451371	1.977799	1.561803	1.571113	1.549130	1.430035	1.328009	0.958478	-1.319334	0.401391	0.925660
34.625000	1.584303	1.557018	1.527794	1.463914	1.453699	1.451242	1.977541	1.561932	1.571372	1.549260	1.430164	1.327362	0.958478	-1.320987	0.401720	0.925660
34.687500	1.584303	1.556889	1.527406	1.464044	1.453440	1.451500	1.977411	1.561932	1.571243	1.549260	1.430164	1.326586	0.957818	-1.322641	0.401391	0.925660
34.750000	1.584303	1.556889	1.527277	1.463914	1.453699	1.451630	1.977024	1.561803	1.571243	1.549001	1.430035	1.325552	0.957489	-1.322641	0.401720	0.925991
34.812500	1.584174	1.556889	1.527535	1.464044	1.453440	1.452018	1.976248	1.561803	1.571113	1.549001	1.430035	1.324129	0.956829	-1.321814	0.401391	0.925660
34.875000	1.584303	1.557148	1.527406	1.464173	1.453311	1.452535	1.975860	1.561932	1.571372	1.549130	1.429388	1.323224	0.956829	-1.322641	0.401720	0.925330
34.937500	1.583915	1.557018	1.527277	1.464173	1.453569	1.453182	1.975342	1.561803	1.570984	1.548743	1.428354	1.322060	0.956500	-1.322641	0.401391	0.925991
35.000000	1.583915	1.556889	1.527277	1.464432	1.453440	1.453699	1.974696	1.561803	1.570467	1.548872	1.427837	1.320767	0.957159	-1.321814	0.401720	0.925660
35.062500	1.584174	1.556889	1.527535	1.464561	1.453440	1.453957	1.974567	1.561803	1.570596	1.548743	1.427449	1.320767	0.956829	-1.321814	0.401391	0.925660
35.125000	1.584174	1.557148	1.527535	1.464690	1.453569	1.453828	1.974825	1.561674	1.570467	1.549001	1.427837	1.321155	0.956500	-1.320987	0.401720	0.925991
35.187500	1.584174	1.557148	1.527018	1.464690	1.453569	1.453699	1.975084	1.561803	1.570467	1.548743	1.427707	1.322836	0.957159	-1.322641	0.401720	0.926322
35.250000	1.583915	1.556889	1.527406	1.464561	1.453440	1.453182	1.975860	1.561803	1.570725	1.549001	1.428095	1.323612	0.957159	-1.323467	0.401391	0.925330
35.312500	1.584303	1.557148	1.527535	1.464302	1.453440	1.452535	1.976377	1.561803	1.570725	1.548743	1.428871	1.325164	0.956500	-1.320987	0.401720	0.925991
35.375000	1.584303	1.557018	1.527535	1.464302	1.453569	1.452018	1.977153	1.561803	1.570984	1.549001	1.429776	1.326457	0.957159	-1.320987	0.402049	0.925660
35.437500	1.584562	1.557148	1.527277	1.464044	1.453440	1.451759	1.977411	1.561932	1.571113	1.549130	1.429906	1.327233	0.958148	-1.320160	0.401391	0.925660
35.500000	1.584174	1.557148	1.527277	1.464044	1.453440	1.451371	1.977411	1.561803	1.571372	1.549001	1.430164	1.327750	0.958148	-1.319334	0.401720	0.925991
35.562500	1.584432	1.557018	1.527277	1.463785	1.453440	1.451371	1.977670	1.561932	1.571243	1.548872	1.430164	1.328138	0.958478	-1.319334	0.402049	0.925330
35.625000	1.584174	1.557018	1.527406	1.463914	1.453569	1.451371	1.977670	1.561803	1.571243	1.549001	1.430164	1.327491	0.958148	-1.320160	0.401391	0.925660
35.687500	1.584303	1.557148	1.527665	1.463914	1.453440	1.451500	1.977153	1.561932	1.571501	1.549001	1.430164	1.326457	0.957489	-1.321814	0.402049	0.925660
35.750000	1.584045	1.556760	1.527406	1.464044	1.453182	1.451630	1.976765	1.561803	1.571372	1.549130	1.430164	1.325422	0.957489	-1.320987	0.401391	0.925660
35.812500	1.584432	1.557277	1.527406	1.463785	1.453440	1.452018	1.976377	1.561803	1.571243	1.549001	1.429906	1.324129	0.956829	-1.321814	0.401720	0.925660
35.875000	1.584045	1.557018	1.527277	1.464173	1.453440	1.452535	1.975860	1.561674	1.571113	1.549130	1.429388	1.323224	0.956829	-1.321814	0.401720	0.925991
35.937500	1.584174	1.557148	1.527406	1.464432	1.453440	1.453182	1.975342	1.561803	1.571113	1.548872	1.428224	1.321543	0.956829	-1.322641	0.401391	0.925660
36.000000	1.583786	1.556889	1.527148	1.464561	1.453699	1.453569	1.974825	1.561803	1.570596	1.548872	1.427837	1.321026	0.956500	-1.322641	0.402049	0.925991
36.062500	1.583786	1.557148	1.527406	1.464432	1.453440	1.453828	1.974308	1.561803	1.570725	1.548872	1.427707	1.320508	0.956500	-1.323467	0.402049	0.925660
36.125000	1.584045	1.557018	1.527277	1.464561	1.453569	1.453957	1.974955	1.561803	1.570338	1.548743	1.427707	1.321284	0.956829	-1.322641	0.401391	0.925991
36.187500	1.583786	1.556889	1.527277	1.464561	1.453569	1.453569	1.975213	1.561803	1.570725	1.548872	1.427578	1.322836	0.956500	-1.322641	0.401391	0.925991
36.250000	1.584174	1.557018	1.527148	1.464432	1.453440	1.453182	1.975860	1.561803	1.570596	1.548872	1.427966	1.323483	0.957159	-1.320987	0.401391	0.925991
36.312500	1.584174	1.556889	1.527406	1.464302	1.453440	1.452664	1.976636	1.561803	1.570596	1.548872	1.429000	1.325293	0.957818	-1.321814	0.401720	0.925660
36.375000	1.584303	1.557018	1.527406	1.464173	1.453569	1.452147	1.976894	1.561803	1.571113	1.549130	1.429647	1.326198	0.957489	-1.320987	0.401720	0.925660
36.437500	1.584174	1.556889	1.527665	1.464044	1.453699	1.451630	1.977282	1.561803	1.571113	1.549130	1.430035	1.327362	0.958478	-1.320987	0.401391	0.925330
36.500000	1.584303	1.556889	1.527665	1.464044	1.453440	1.451371	1.977541	1.561803	1.571372	1.549260	1.430164	1.327879	0.958148	-1.320987	0.401720	0.925330
36.562500	1.584303	1.557148	1.527535	1.464044	1.453311	1.451371	1.977411	1.561803	1.571501	1.549001	1.430035	1.327879	0.958148	-1.320160	0.401720	0.925660
36.625000	1.584303	1.556889	1.527406	1.463785	1.453569	1.451371	1.977411	1.561803	1.571243	1.549001	1.430164	1.327491	0.958148	-1.320987	0.401063	0.925991
36.687500	1.584303	1.556760	1.527535	1.464044	1.453440	1.451242	1.977411	1.561674	1.571372	1.549389	1.430164	1.326457	0.958148	-1.320987	0.401391	0.925991
36.750000	1.584174	1.557018	1.527277	1.464044	1.453311	1.451371	1.976636	1.561803	1.571372	1.549130	1.430035	1.325422	0.957159	-1.322641	0.401391	0.925991
36.812500	1.584045	1.556889	1.527277	1.464044	1.453311	1.451759	1.976377	1.561803	1.571372	1.549001	1.429647	1.324258	0.956829	-1.322641	0.401063	0.925660
36.875000	1.584045	1.556760	1.527277	1.464044	1.453569	1.452535	1.975860	1.561544	1.570984	1.549001	1.429388	1.323224	0.956829	-1.322641	0.401720	0.925991
36.937500	1.584045	1.557148	1.527665	1.464561	1.453828	1.453182	1.975213	1.561803	1.570855	1.548872	1.428612	1.321802	0.956829	-1.322641	0.401720	0.925991
37.000000	1.584045	1.557148	1.527277	1.464432	1.453569	1.453569	1.974825	1.562062	1.570855	1.548743	1.427837	1.320896	0.957159	-1.320987	0.401720	0.925660
37.062500	1.583786	1.556889	1.527277	1.464690	1.453440	1.453699	1.974567	1.561803	1.570596	1.548743	1.427449	1.320767	0.956829	-1.322641	0.402377	0.925330
37.125000	1.583786	1.557018	1.527406	1.464561	1.453569	1.453828	1.974825	1.561932	1.570596	1.549001	1.427707	1.321284	0.956829	-1.320987	0.401720	0.925991
37.187500	1.584045	1.557148	1.527406	1.464561	1.453311	1.453440	1.975084	1.562062	1.570596	1.548872	1.427578	1.322707	0.956829	-1.321814	0.401720	0.925991
37.250000	1.584045	1.557148	1.527406	1.464690	1.453440	1.453182	1.975730	1.562062	1.570596	1.548872	1.427966	1.323612	0.957489	-1.321814	0.402049	0.925991
37.312500	1.584174	1.557148	1.527148	1.464302	1.453699	1.452664	1.976506	1.561803	1.570596	1.548743	1.428871	1.325422	0.957489	-1.321814	0.401720	0.925660
37.375000	1.584303	1.557148	1.527406	1.464173	1.453440	1.451888	1.977024	1.561932	1.571113	1.549001	1.429647	1.326327	0.957818	-1.322641	0.402049	0.925660
37.437500	1.584303	1.556889	1.527406	1.464044	1.453569	1.451630	1.977411	1.561803	1.571113	1.549130	1.430035	1.327491	0.958148	-1.320160	0.402049	0.925330
