time_s	DCDT_Right_Slab_A1	DCDT_Right_Slab_A2	DCDT_Right_Slab_A3	DCDT_Right_Slab_B1	DCDT_Right_Slab_B3	DCDT_Left_Slab_B1	DCDT_Left_Slab_B2_Bot	DCDT_Left_Slab_B3	DCDT_Left_Slab_C1	DCDT_Left_Slab_C2	DCDT_Left_Slab_C3	DCDT_Beam_B2_Top	soil_plate_pressure	agg_plate_pressure	soil_pore_water_pressure	agg_pore_water_pressure	SG_2E_top	SG_3E_top	SG_4E_top	SG_4E_bot	SG_5E_top	SG_5E_bot	SG_6E_top	SG_7E_top
0.000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.011	-0.000328	0.000328	-0.000328	0.000000	0.644411	1.140364	1.429071	1.580481	-0.000328	0.000000	-0.000328	0.000000	-0.000330	0.000827	0.000000	0.000331	-0.000002	-0.000000	-0.000001	-0.000001	0.000002	0.000002	-0.000001	-0.000001
2.010	-0.000328	-0.000328	0.000000	0.000000	0.644411	1.140693	1.429728	1.581138	-0.000328	-0.000328	0.000000	0.000000	0.000000	0.000827	-0.000329	0.000000	-0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.010	-0.000328	-0.000328	-0.000328	0.000328	0.644739	1.141678	1.431699	1.582123	-0.000328	-0.000328	0.000000	0.000657	-0.000330	0.001653	0.000000	0.000000	0.000001	0.000001	0.000002	0.000001	0.000001	-0.000001	0.000002	-0.000000
4.010	-0.000328	-0.000657	0.000328	0.000000	0.644739	1.141678	1.431042	1.582452	0.000328	0.000000	-0.000328	0.000328	0.000000	0.002480	0.000000	0.000331	0.000000	0.000001	-0.000000	-0.000000	0.000001	-0.000001	-0.000002	0.000001
5.010	0.000000	0.000328	0.000000	0.000328	0.644411	1.140693	1.429728	1.581138	0.000328	-0.000657	-0.000328	0.000328	0.000330	0.000827	0.000329	0.000331	-0.000001	-0.000002	-0.000001	-0.000001	-0.000000	0.000001	-0.000003	-0.000000
6.010	0.000328	0.000000	-0.000328	0.000000	0.644411	1.141021	1.430385	1.581466	0.000328	0.000000	-0.000328	0.000328	0.000000	0.000827	0.000000	0.000331	0.000001	0.000000	-0.000001	0.000001	0.000000	0.000002	0.000001	0.000000
7.010	-0.000328	0.000328	0.000000	-0.000328	0.644411	1.141021	1.429728	1.581466	0.000328	-0.000328	-0.000657	0.000000	-0.000659	0.002480	-0.000329	-0.000331	0.000001	0.000001	0.000001	0.000002	-0.000000	-0.000002	0.000003	0.000001
8.010	0.000000	-0.000328	-0.000328	0.000000	0.644411	1.140036	1.429728	1.580153	0.000000	0.000000	0.000000	0.000328	0.000330	0.001653	-0.000329	0.000331	0.000001	0.000001	-0.000001	-0.000001	-0.000000	-0.000001	0.000003	-0.000000
9.010	-0.000328	0.000328	-0.000328	0.000328	0.644411	1.140693	1.429400	1.580153	0.000000	-0.000328	0.000000	0.000985	0.000000	0.000827	0.000000	0.000331	-0.000001	0.000002	-0.000001	0.000001	0.000001	0.000003	-0.000001	-0.000000
10.010	0.000328	0.000328	0.000000	0.000000	0.644411	1.140693	1.429728	1.580809	0.000000	-0.000657	-0.000328	0.000657	0.000330	0.000827	-0.000329	0.000000	-0.000003	0.000000	-0.000000	-0.000000	0.000000	0.000002	-0.000000	-0.000001
11.010	0.000000	0.000000	0.000000	0.000000	0.643754	1.140036	1.429400	1.580153	0.000000	-0.000328	-0.000657	0.000328	0.000000	0.000827	0.000000	0.000000	-0.000001	0.000003	0.000002	0.000001	-0.000000	-0.000002	0.000001	-0.000001
12.010	0.000657	0.000328	-0.000328	0.000000	0.644411	1.140364	1.428743	1.579496	0.000328	0.000000	0.000000	0.000657	0.000000	0.000827	0.000000	0.000000	0.000000	0.000001	0.000000	0.000001	-0.000000	0.000000	0.000002	-0.000001
13.010	0.000000	0.000328	-0.000328	0.000328	0.644411	1.140364	1.429400	1.580153	0.000657	0.000000	-0.000328	0.000000	0.000330	0.000827	0.000000	0.000331	-0.000002	-0.000000	-0.000001	0.000001	0.000000	0.000002	-0.000001	0.000000
14.010	0.000000	0.000328	-0.000328	0.000000	0.644411	1.140364	1.429728	1.580481	0.000328	0.000000	0.000000	0.000657	0.000000	0.000827	0.000000	0.000000	-0.000001	0.000000	-0.000002	0.000001	0.000001	0.000002	-0.000001	-0.000001
15.010	-0.000328	0.000328	-0.000985	0.000000	0.644411	1.141021	1.429728	1.580481	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000001	0.000001	-0.000000	0.000000	0.000002	0.000001
16.010	-0.000328	0.000000	-0.000328	0.000000	0.643754	1.140364	1.429071	1.579496	-0.000328	-0.000328	0.000000	0.000328	0.000000	0.000827	0.000000	0.000331	-0.000000	0.000000	0.000000	-0.000001	-0.000001	-0.000002	0.000002	-0.000001
17.010	-0.000328	-0.000328	-0.000657	0.000000	0.644411	1.140693	1.429400	1.580153	0.000328	0.000000	0.000000	0.000657	-0.000330	0.000827	0.000000	-0.000331	-0.000002	-0.000001	-0.000001	-0.000001	-0.000000	0.000001	-0.000001	-0.000002
18.010	-0.000328	0.000000	-0.000328	0.000328	0.644082	1.140364	1.430057	1.581138	0.000000	0.000000	-0.000657	0.000328	0.000000	0.000827	0.000000	0.000662	-0.000002	-0.000000	-0.000001	-0.000001	0.000000	0.000002	-0.000002	-0.000001
19.010	0.000328	0.000328	-0.000328	0.000000	0.643754	1.140693	1.429728	1.580153	-0.000328	-0.000328	-0.000328	0.000328	0.000330	0.000827	0.000000	0.000000	0.000002	0.000001	0.000000	0.000001	0.000001	-0.000001	0.000002	-0.000000
20.010	0.000328	0.000000	-0.000328	0.000328	0.644411	1.140364	1.429728	1.580481	0.000328	0.000000	0.000000	0.000328	0.000000	0.000827	0.000000	-0.000331	0.000001	0.000002	-0.000000	0.000001	-0.000000	-0.000001	0.000003	0.000000
21.010	0.000000	0.000657	-0.000328	0.000000	0.644411	1.140364	1.429728	1.580153	0.000328	0.000000	0.000000	0.000657	-0.000330	0.001653	-0.000329	0.000331	-0.000000	0.000001	-0.000001	-0.000001	-0.000000	-0.000000	0.000001	0.000000
22.010	-0.000328	0.000000	-0.000328	-0.000328	0.644411	1.140364	1.429728	1.580153	0.000328	-0.000328	-0.000657	0.000000	0.000330	0.000827	0.000000	0.000000	-0.000001	0.000000	-0.000002	-0.000001	-0.000000	0.000002	-0.000002	-0.000001
23.010	0.000328	0.000328	-0.000328	0.000000	0.644411	1.140693	1.429071	1.580153	0.000657	-0.000328	0.000000	0.000657	0.000000	0.000827	0.000000	0.000000	0.000000	0.000001	-0.000001	0.000000	0.000001	-0.000001	0.000001	-0.000001
24.010	-0.000328	0.000328	-0.000328	0.000000	0.644411	1.140693	1.429728	1.580481	-0.000328	-0.000328	-0.000657	0.000328	0.000000	0.000000	0.000329	0.000000	0.000001	0.000003	0.000001	0.000002	0.000000	0.000000	0.000004	0.000001
25.010	0.000000	0.000000	-0.000328	0.000000	0.643754	1.140364	1.429071	1.579824	-0.000328	-0.000328	0.000000	0.000328	-0.000659	0.000827	0.000000	0.000331	-0.000001	0.000001	-0.000000	0.000000	0.000001	0.000002	-0.000000	0.000000
26.010	-0.003941	-0.001642	-0.008868	-0.011496	0.631930	1.127883	1.426444	1.566686	0.004270	0.000985	0.008211	0.011496	0.000330	0.001653	0.000000	-0.000331	-0.000002	0.000000	-0.000001	-0.000000	0.000000	0.000003	-0.000002	-0.000001
27.010	-0.003613	-0.001642	-0.008540	-0.010839	0.631930	1.127883	1.426444	1.566358	0.004270	0.001642	0.007883	0.011824	0.000659	0.000827	0.000000	0.000000	0.000000	0.000002	-0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000
28.010	-0.004270	-0.001642	-0.008540	-0.012809	0.632258	1.127883	1.426115	1.566686	0.004927	0.001642	0.007883	0.011824	0.000330	0.000827	0.000000	0.000000	0.000000	0.000002	0.000001	0.000002	0.000001	-0.000002	0.000001	0.000000
29.010	-0.003613	-0.001971	-0.008540	-0.017408	0.631930	1.127226	1.426444	1.566358	0.004270	0.001642	0.008211	0.011824	0.000659	0.000827	-0.000329	0.000662	-0.000002	0.000001	-0.000001	0.000000	-0.000001	0.000002	-0.000001	0.000001
30.010	-0.003613	-0.001971	-0.008540	-0.017736	0.631601	1.126898	1.426444	1.566029	0.005255	0.001971	0.008540	0.011496	0.000989	0.000827	-0.000329	0.000000	-0.000002	0.000001	-0.000002	-0.000001	-0.000000	0.000003	-0.000002	-0.000001
31.010	-0.004270	-0.001971	-0.009525	-0.017408	0.631930	1.126569	1.426772	1.566686	0.004598	0.001642	0.007554	0.011496	0.000330	0.001653	-0.000329	0.000331	-0.000000	-0.000000	0.000000	0.000001	-0.000001	-0.000000	0.000002	-0.000001
32.010	-0.003941	-0.001971	-0.008868	-0.017736	0.632258	1.126898	1.426444	1.566029	0.004598	0.001642	0.007554	0.011496	0.000330	0.002480	0.000000	0.000000	0.000002	0.000002	0.000001	0.000001	-0.000001	-0.000001	0.000001	-0.000001
33.010	-0.003613	-0.002628	-0.008540	-0.017736	0.631930	1.126569	1.426444	1.566358	0.004270	0.001314	0.007554	0.011496	0.000330	0.001653	-0.000657	0.000331	-0.000001	0.000001	-0.000000	0.000000	-0.000001	0.000001	0.000001	-0.000001
34.010	-0.004270	-0.001642	-0.008211	-0.017736	0.631601	1.125912	1.426115	1.566358	0.004927	0.002299	0.008211	0.011824	0.000659	0.000827	0.000000	0.000000	-0.000002	-0.000001	-0.000002	-0.000001	0.000000	0.000001	-0.000002	-0.000001
35.009	-0.004270	-0.002299	-0.008868	-0.017408	0.631930	1.126569	1.426115	1.565372	0.003941	0.001971	0.008540	0.012153	0.000659	0.000827	0.000000	0.000000	-0.000001	0.000000	-0.000001	0.000001	0.000000	-0.000000	0.000000	-0.000000
36.010	-0.003613	-0.002299	-0.008540	-0.017736	0.631930	1.125912	1.426444	1.565044	0.005255	0.002299	0.007883	0.011496	0.000659	0.001653	0.000000	0.000000	0.000001	0.000001	0.000000	0.000001	-0.000001	-0.000002	0.000002	-0.000001
37.010	-0.003613	-0.002299	-0.009196	-0.017736	0.631601	1.125912	1.425787	1.564387	0.004270	0.002299	0.007883	0.011824	0.000330	0.001653	0.000000	0.000331	-0.000001	0.000002	-0.000000	0.000001	0.000000	0.000002	-0.000001	0.000001
38.010	-0.003941	-0.001971	-0.008868	-0.017736	0.631273	1.124927	1.424473	1.563402	0.004927	0.002299	0.007883	0.011496	0.000330	0.000827	-0.000329	0.000000	-0.000001	0.000000	-0.000000	-0.000001	0.000003	0.000002	-0.000001	0.000000
39.009	-0.004270	-0.001971	-0.008540	-0.017736	0.631273	1.125584	1.425130	1.564387	0.004598	0.001971	0.008540	0.012153	0.000659	0.002480	-0.000329	0.000331	-0.000001	0.000001	-0.000000	0.000001	-0.000001	0.000001	0.000001	0.000002
40.010	-0.004270	-0.001971	-0.008540	-0.017736	0.631273	1.124927	1.425458	1.564387	0.004598	0.002299	0.008540	0.011496	0.000659	0.000827	0.000000	0.000662	-0.000002	0.000002	-0.000001	0.000001	0.000000	-0.000003	0.000002	-0.000000
41.010	-0.003613	-0.001971	-0.008868	-0.017408	0.631273	1.125256	1.425787	1.565044	0.004927	0.002299	0.008211	0.011824	0.000330	0.000827	0.000000	0.000000	-0.000001	0.000002	-0.000000	0.000001	-0.000000	-0.000000	0.000001	0.000001
42.010	-0.003941	-0.001971	-0.008868	-0.018065	0.632258	1.126241	1.426772	1.565701	0.003941	0.002299	0.007883	0.011824	0.000989	0.000827	0.000000	0.000000	-0.000002	-0.000000	-0.000002	-0.000000	0.000001	0.000002	-0.000002	-0.000001
43.010	-0.003941	-0.002299	-0.008540	-0.017408	0.631930	1.125256	1.425458	1.564387	0.004598	0.002299	0.008211	0.012153	0.000659	0.000827	0.000000	0.000000	-0.000001	0.000001	-0.000001	-0.000001	0.000000	-0.000001	0.000000	-0.000001
44.009	-0.004270	-0.002299	-0.008868	-0.017079	0.631273	1.125256	1.425787	1.564059	0.004927	0.002299	0.008211	0.011496	0.000659	0.000827	0.000329	0.000000	0.000001	0.000002	0.000001	0.000001	0.000001	-0.000001	0.000003	-0.000000
45.010	-0.004270	-0.001971	-0.008540	-0.017408	0.631930	1.126241	1.426444	1.565701	0.004598	0.002299	0.008211	0.011824	0.000659	0.000827	0.000000	0.000000	-0.000001	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000
46.010	-0.004270	-0.002299	-0.008540	-0.017408	0.631930	1.125584	1.425787	1.565044	0.004598	0.001642	0.007883	0.011496	0.000659	0.000827	-0.000329	0.000000	-0.000002	0.000001	-0.000002	-0.000001	0.000000	0.000001	-0.000002	-0.000000
47.010	-0.003941	-0.002299	-0.008868	-0.017408	0.631273	1.124927	1.425130	1.563730	0.004598	0.002299	0.008211	0.011167	0.000659	0.001653	-0.000657	0.000662	-0.000000	0.000001	0.000000	0.000001	0.000001	-0.000000	0.000001	-0.000000
48.009	-0.004270	-0.002299	-0.008540	-0.017408	0.631930	1.125584	1.426115	1.565044	0.004598	0.002299	0.008211	0.011824	0.000659	0.001653	-0.000329	0.000662	-0.000001	0.000000	0.000001	0.000000	-0.000000	-0.000001	0.000004	-0.000000
49.010	-0.004270	-0.002299	-0.009196	-0.017408	0.631930	1.126241	1.426772	1.566029	0.004927	0.002299	0.008540	0.011824	0.000659	0.001653	-0.000329	0.000000	-0.000000	0.000001	0.000000	-0.000001	-0.000002	-0.000001	0.000002	-0.000001
50.010	-0.003941	-0.002299	-0.008540	-0.017408	0.631601	1.125912	1.426444	1.565701	0.003941	0.001971	0.007883	0.011824	0.000659	0.002480	0.000000	0.000331	-0.000001	0.000000	-0.000001	-0.000000	0.000001	0.000003	-0.000000	0.000001
51.009	-0.004270	-0.001971	-0.008540	-0.017736	0.632587	1.126241	1.427429	1.566029	0.004270	0.001971	0.008211	0.011824	0.000330	0.001653	-0.000329	-0.000331	-0.000002	0.000001	-0.000001	-0.000001	0.000001	-0.000000	0.000001	-0.000001
52.009	-0.004270	-0.001971	-0.008540	-0.017079	0.631601	1.125912	1.427758	1.566686	0.004270	0.001971	0.007226	0.011167	0.000000	0.001653	0.000329	-0.000331	-0.000000	0.000002	-0.000000	0.000001	-0.000001	-0.000001	0.000002	-0.000000
53.009	-0.004270	-0.002299	-0.008868	-0.017736	0.631601	1.125584	1.427429	1.566358	0.004598	0.001971	0.008211	0.011496	0.000000	0.000827	0.000000	-0.000331	-0.000000	0.000001	0.000002	0.000000	0.000001	-0.000001	0.000001	-0.000001
54.010	-0.004270	-0.001971	-0.008540	-0.018065	0.632587	1.124599	1.427429	1.566686	0.004598	0.002299	0.007883	0.011496	0.000659	0.000827	-0.000329	0.000000	-0.000002	0.000001	-0.000002	-0.000000	0.000000	0.000001	-0.000002	0.000001
55.010	-0.004270	-0.002299	-0.008868	-0.017736	0.631930	1.124599	1.427758	1.566686	0.004270	0.001971	0.007883	0.011824	0.000330	0.001653	0.000329	0.000000	-0.000000	0.000000	-0.000001	-0.000002	0.000001	0.000001	-0.000000	0.000000
56.009	-0.004270	-0.002299	-0.009196	-0.017408	0.632258	1.123613	1.427429	1.566686	0.004598	0.001314	0.008540	0.011824	0.000989	0.000827	0.000000	0.000000	0.000001	0.000001	0.000001	0.000002	-0.000000	-0.000001	0.000002	0.000000
57.010	-0.003941	-0.002299	-0.008540	-0.017736	0.631930	1.123285	1.427758	1.566358	0.004598	0.001971	0.007883	0.011824	0.000659	0.000827	-0.000329	0.000331	-0.000000	0.000002	0.000001	0.000000	-0.000002	-0.000001	0.000001	-0.000000
58.010	-0.003941	-0.002628	-0.008540	-0.017408	0.631273	1.122628	1.426772	1.566029	0.004270	0.002299	0.008211	0.011496	0.000330	0.000827	-0.000329	0.000000	-0.000001	-0.000001	-0.000002	-0.000001	0.000000	0.000001	-0.000001	-0.000000
59.009	-0.003941	-0.001971	-0.008868	-0.017736	0.631930	1.121971	1.427101	1.566358	0.003941	0.001971	0.008211	0.011824	0.000659	0.000827	0.000000	0.000331	-0.000001	0.000000	-0.000001	-0.000002	0.000001	0.000002	-0.000002	-0.000000
60.010	-0.003941	-0.002299	-0.008540	-0.017408	0.632587	1.122300	1.428414	1.567672	0.004270	0.001971	0.008211	0.011824	0.000000	0.001653	-0.000329	0.000000	0.000001	0.000001	0.000001	-0.000000	-0.000001	-0.000001	0.000002	-0.000001
61.010	-0.003941	-0.002299	-0.008868	-0.018065	0.632587	1.121971	1.428086	1.567343	0.004598	0.001971	0.007554	0.011824	0.000659	0.000827	0.000000	0.000331	0.000001	0.000002	-0.000000	0.000001	0.000000	-0.000001	0.000003	0.000001
62.009	-0.003941	-0.001971	-0.008540	-0.017079	0.631930	1.120986	1.427758	1.567015	0.004927	0.002628	0.008540	0.011496	0.000330	0.000000	-0.000329	0.000331	0.000000	-0.000000	-0.000001	0.000001	-0.000001	0.000002	-0.000001	-0.000002
63.010	-0.004270	-0.002299	-0.008540	-0.017736	0.632587	1.121643	1.429071	1.568657	0.004598	0.001971	0.007883	0.011824	0.000659	0.000827	-0.000329	0.000000	-0.000001	-0.000000	-0.000002	-0.000001	-0.000000	0.000003	-0.000002	-0.000001
64.010	-0.003941	-0.002628	-0.008540	-0.017736	0.632258	1.121643	1.428743	1.568329	0.003941	0.002299	0.008540	0.011824	0.000330	0.001653	-0.000329	0.000331	-0.000000	0.000001	0.000001	0.000001	0.000000	-0.000000	0.000001	0.000000
65.009	-0.004270	-0.001971	-0.008540	-0.017736	0.632587	1.120986	1.428414	1.567015	0.004598	0.001642	0.008540	0.011496	0.000659	0.000827	0.000000	-0.000331	0.000001	0.000002	0.000001	0.000001	-0.000000	-0.000002	0.000002	-0.000001
66.009	-0.003941	-0.002299	-0.008868	-0.017736	0.633244	1.122300	1.430714	1.570299	0.003941	0.001971	0.008540	0.012153	0.000659	0.000827	0.000000	0.000000	-0.000002	-0.000001	0.000000	-0.000001	0.000001	-0.000000	-0.000001	0.000000
67.009	-0.003613	-0.001971	-0.009525	-0.017408	0.632587	1.121314	1.429728	1.568657	0.004927	0.002299	0.007883	0.011496	0.000659	0.000827	-0.000329	0.000000	-0.000001	0.000001	-0.000001	-0.000001	0.000001	0.000003	-0.000002	0.000001
68.010	-0.003613	-0.001971	-0.008540	-0.017408	0.632587	1.120657	1.428743	1.568985	0.004270	0.002299	0.008540	0.012153	0.000330	0.000827	-0.000329	0.000000	-0.000002	0.000000	-0.000001	0.000001	0.000001	-0.000001	-0.000000	-0.000002
69.009	-0.003613	-0.002299	-0.008868	-0.017408	0.632587	1.120657	1.428743	1.567672	0.004598	0.001642	0.008211	0.011496	0.000659	0.000827	0.000000	0.000000	-0.000000	0.000002	0.000001	0.000001	-0.000001	-0.000001	0.000002	-0.000001
70.010	-0.004270	-0.002299	-0.008540	-0.017408	0.632587	1.120329	1.429400	1.568000	0.004270	0.001971	0.007883	0.011824	0.000330	0.000827	-0.000329	0.000000	-0.000001	0.000000	-0.000002	-0.000001	0.000000	0.000000	-0.000000	0.000000
71.009	-0.003941	-0.002299	-0.008868	-0.017736	0.632258	1.119344	1.428086	1.567343	0.003941	0.002299	0.008540	0.011824	0.000989	0.000827	0.000000	0.000331	-0.000001	-0.000001	-0.000002	-0.000002	0.000001	0.000002	-0.000002	-0.000001
72.009	-0.004270	-0.002299	-0.008211	-0.017736	0.632915	1.120329	1.428414	1.568000	0.003941	0.001642	0.007883	0.011824	0.000659	0.000827	-0.000329	-0.000331	-0.000000	0.000000	0.000001	-0.000001	0.000001	0.000002	0.000001	-0.000000
73.009	-0.003941	-0.002299	-0.008211	-0.017408	0.632587	1.119344	1.428414	1.567343	0.004598	0.002299	0.008540	0.011824	0.000330	0.000827	-0.000329	0.000000	-0.000000	0.000003	0.000001	0.000001	-0.000000	-0.000001	0.000001	0.000000
74.009	-0.004270	-0.002299	-0.008540	-0.017736	0.632587	1.119672	1.429071	1.567343	0.004598	0.002299	0.007554	0.011496	0.000000	0.000827	-0.000329	0.000331	-0.000001	0.000000	-0.000001	-0.000001	0.000000	0.000000	-0.000001	-0.000002
75.009	-0.004270	-0.002299	-0.008540	-0.018065	0.632258	1.120000	1.429071	1.568000	0.003941	0.002299	0.008540	0.011824	0.000330	0.001653	0.000000	0.000331	-0.000001	0.000001	-0.000002	-0.000003	-0.000000	0.000002	-0.000002	0.000001
76.009	-0.004270	-0.002299	-0.008540	-0.017736	0.632587	1.120329	1.428414	1.568000	0.003941	0.001642	0.007883	0.011824	0.000659	0.000827	-0.000329	0.000000	-0.000001	0.000001	-0.000001	0.000000	-0.000001	-0.000000	0.000000	-0.000001
77.009	-0.003941	-0.002299	-0.008540	-0.017408	0.632915	1.120000	1.430057	1.568657	0.004270	0.002299	0.008540	0.012153	0.000330	0.000827	0.000000	0.000000	-0.000001	0.000003	0.000001	0.000000	-0.000002	-0.000002	0.000002	-0.000001
78.009	-0.004270	-0.002299	-0.008868	-0.017736	0.632915	1.120000	1.429071	1.568985	0.004598	0.001642	0.007554	0.011824	0.000330	0.000827	0.000000	-0.000331	-0.000002	0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000001
79.009	-0.004270	-0.002299	-0.008540	-0.017408	0.631601	1.119015	1.428414	1.567672	0.005255	0.002299	0.008211	0.011496	0.000659	0.001653	0.000000	0.000331	-0.000000	-0.000000	-0.000002	-0.000000	0.000001	0.000002	-0.000002	0.000000
80.009	-0.004270	-0.001971	-0.008211	-0.018065	0.632587	1.119344	1.428414	1.567672	0.004598	0.001642	0.007883	0.011496	0.000659	0.001653	0.000000	-0.000331	-0.000001	-0.000000	-0.000001	-0.000000	0.000001	0.000000	0.000002	0.000001
81.009	-0.004270	-0.002299	-0.008540	-0.017408	0.632258	1.118687	1.428414	1.567672	0.004598	0.001971	0.007883	0.011824	0.000330	0.001653	0.000000	0.000662	0.000001	0.000001	-0.000000	0.000001	-0.000001	-0.000003	0.000003	-0.000000
82.009	-0.003941	-0.001642	-0.008540	-0.017408	0.632258	1.118687	1.427758	1.567343	0.004598	0.002299	0.007883	0.011496	0.000000	0.000827	-0.000657	0.000000	-0.000001	-0.000000	-0.000000	0.000001	-0.000000	0.000002	-0.000000	-0.000000
83.009	-0.003613	-0.002299	-0.008868	-0.017408	0.632587	1.119344	1.428414	1.567343	0.003941	0.001971	0.007883	0.011824	0.000330	0.000827	0.000000	0.000000	-0.000002	-0.000000	-0.000002	-0.000000	0.000001	0.000002	-0.000001	0.000000
84.009	-0.004270	-0.002628	-0.009196	-0.017408	0.632258	1.118030	1.427758	1.566358	0.004270	0.001971	0.008211	0.011496	0.000000	0.000827	0.000000	0.000000	-0.000001	0.000001	-0.000002	0.000000	-0.000001	0.000000	-0.000000	-0.000002
85.009	-0.004270	-0.002628	-0.008868	-0.017408	0.631601	1.118030	1.427429	1.566358	0.004598	0.002299	0.008540	0.012481	0.000330	0.000827	-0.000329	0.000000	0.000001	0.000002	0.000001	0.000000	-0.000000	-0.000001	0.000002	-0.000001
86.009	-0.004270	-0.002299	-0.008868	-0.017736	0.632258	1.118030	1.428086	1.566358	0.004598	0.002299	0.007883	0.011496	0.000659	0.000827	0.000000	0.000000	0.000000	0.000002	-0.000000	0.000000	-0.000001	-0.000001	-0.000001	-0.000001
87.009	-0.003941	-0.002628	-0.008540	-0.018065	0.632258	1.118358	1.427758	1.566686	0.004598	0.002299	0.008211	0.011496	0.000000	0.000827	0.000000	0.000000	-0.000001	0.000000	-0.000001	-0.000003	0.000000	0.000001	-0.000001	-0.000001
88.009	-0.003941	-0.002299	-0.008540	-0.017408	0.631930	1.118358	1.427758	1.566358	0.003941	0.001971	0.007883	0.011824	0.000659	0.001653	0.000000	0.000331	-0.000001	0.000001	-0.000000	-0.000000	-0.000000	0.000000	-0.000001	0.000001
89.009	-0.003941	-0.002299	-0.008868	-0.018065	0.631930	1.117373	1.426115	1.564387	0.004270	0.001642	0.007883	0.012153	0.000330	0.000827	0.000329	0.000331	0.000001	0.000002	0.000000	0.000001	-0.000000	-0.000001	0.000002	0.000000
90.009	-0.004270	-0.002299	-0.008540	-0.017408	0.631930	1.117373	1.426444	1.565372	0.004598	0.001971	0.008540	0.011496	0.000659	0.000827	0.000000	0.000331	0.000000	0.000002	0.000000	-0.000001	0.000000	-0.000002	0.000001	-0.000000
91.009	-0.003613	-0.002299	-0.008540	-0.017736	0.631273	1.116388	1.425458	1.563402	0.004270	0.002299	0.007226	0.011167	0.000989	0.001653	0.000000	-0.000331	-0.000001	-0.000000	-0.000001	-0.000002	0.000000	0.000002	-0.000002	-0.000002
92.009	-0.003941	-0.002299	-0.008868	-0.017408	0.631601	1.117373	1.426115	1.564716	0.004270	0.001971	0.008868	0.012153	0.000659	0.001653	-0.000329	0.000000	-0.000000	0.000001	-0.000000	-0.000001	0.000000	0.000001	-0.000002	0.000000
93.009	-0.004270	-0.001971	-0.008540	-0.017736	0.631273	1.116716	1.426772	1.564387	0.004927	0.001971	0.007883	0.010839	0.000659	0.000827	0.000329	0.000000	-0.000000	0.000003	0.000001	0.000001	0.000000	-0.000000	0.000002	0.000000
94.009	-0.003941	-0.002956	-0.008540	-0.017736	0.631601	1.117373	1.427429	1.565701	0.003941	0.001971	0.007554	0.011824	0.000330	0.002480	0.000000	-0.000331	0.000000	0.000002	0.000000	0.000000	-0.000001	-0.000001	0.000002	-0.000000
95.009	-0.004270	-0.002299	-0.009196	-0.017736	0.631273	1.117373	1.426772	1.565701	0.004270	0.001971	0.007883	0.011824	0.000330	0.001653	0.000329	0.000662	-0.000002	0.000001	-0.000001	-0.000000	0.000001	0.000002	-0.000002	-0.000001
96.009	-0.003941	-0.002628	-0.009196	-0.017408	0.631601	1.117373	1.426772	1.564387	0.004270	0.001971	0.007883	0.011824	0.000330	0.000827	0.000000	0.000000	-0.000001	0.000000	-0.000000	-0.000002	0.000000	0.000000	-0.000001	-0.000001
97.009	-0.003613	-0.002299	-0.008868	-0.017408	0.631601	1.117373	1.427101	1.565372	0.004927	0.002299	0.007883	0.011496	0.000330	0.000827	0.000000	0.000331	0.000000	0.000000	0.000001	-0.000000	0.000002	-0.000001	0.000003	0.000000
98.009	-0.003941	-0.002299	-0.008868	-0.017408	0.631273	1.116388	1.425130	1.562745	0.004598	0.002299	0.008540	0.011496	0.000989	0.001653	0.000000	-0.000331	0.000001	0.000002	0.000001	0.000000	0.000001	-0.000001	0.000002	0.000000
99.053	-0.003941	-0.002628	-0.008540	-0.017079	0.631930	1.117044	1.426444	1.564387	0.003941	0.001971	0.007883	0.011824	0.000659	0.000000	0.000000	0.000331	0.000001	-0.000001	0.000000	-0.000001	0.000001	0.000002	0.000001	0.000001
100.359	0.000000	-0.000985	-0.000657	-0.006569	0.663132	1.166640	1.481623	1.640258	-0.000657	0.000000	0.000000	0.000985	-0.000330	0.000827	0.000329	0.000000	-0.000005	-0.000004	-0.000013	0.000014	-0.000010	0.000007	-0.000007	-0.000004
101.359	-0.000328	-0.000985	-0.000657	-0.006569	0.643097	1.128868	1.429728	1.577197	-0.000657	-0.000328	0.000000	0.000657	0.000330	0.000827	-0.000329	0.000000	-0.000005	-0.000005	-0.000013	0.000012	-0.000008	0.000009	-0.000009	-0.000005
102.359	0.000000	-0.000657	-0.000657	-0.006569	0.642769	1.127883	1.427429	1.574897	0.000000	0.000000	0.000328	0.000657	0.000000	0.000000	0.000000	0.000000	-0.000005	-0.000006	-0.000013	0.000011	-0.000007	0.000008	-0.000008	-0.000004
