time_s	DCDT_Right_Slab_A1	DCDT_Right_Slab_A2	DCDT_Right_Slab_A3	DCDT_Right_Slab_B1	DCDT_Right_Slab_B3	DCDT_Left_Slab_B1	DCDT_Left_Slab_B2_Bot	DCDT_Left_Slab_B3	DCDT_Left_Slab_C1	DCDT_Left_Slab_C2	DCDT_Left_Slab_C3	DCDT_Beam_B2_Top	soil_plate_pressure	agg_plate_pressure	soil_pore_water_pressure	agg_pore_water_pressure	SG_2E_top	SG_3E_top	SG_4E_top	SG_4E_bot	SG_5E_top	SG_5E_bot	SG_6E_top	SG_7E_top
235.697	-0.003941	-0.002956	-0.009196	-0.020692	0.629959	1.117044	1.430385	1.567343	0.004270	0.002956	0.008540	0.014452	0.000989	0.002480	0.000000	0.000000	-0.000022	-0.000026	-0.000096	0.000083	-0.000061	0.000058	-0.000054	-0.000026
236.697	-0.003613	-0.003613	-0.008868	-0.021349	0.630288	1.117701	1.431699	1.568985	0.003941	0.003941	0.008211	0.014452	0.000989	0.002480	0.000329	0.000000	-0.000020	-0.000026	-0.000090	0.000079	-0.000058	0.000056	-0.000054	-0.000023
237.696	-0.003941	-0.003613	-0.008868	-0.020035	0.630288	1.117701	1.431370	1.568329	0.003941	0.002956	0.007883	0.014452	0.000659	0.000827	0.000000	0.000331	-0.000019	-0.000023	-0.000084	0.000074	-0.000054	0.000050	-0.000048	-0.000020
238.697	-0.004270	-0.003613	-0.009196	-0.021021	0.630945	1.117373	1.431042	1.568329	0.003941	0.003284	0.008211	0.015109	0.001319	0.003307	-0.000329	-0.000331	-0.000019	-0.000022	-0.000078	0.000070	-0.000053	0.000045	-0.000045	-0.000021
239.697	-0.003613	-0.003284	-0.008868	-0.021021	0.630288	1.118030	1.432027	1.568657	0.003941	0.003613	0.008211	0.014780	0.001319	0.001653	-0.000329	0.000000	-0.000020	-0.000022	-0.000076	0.000064	-0.000050	0.000045	-0.000045	-0.000021
240.697	-0.004270	-0.003941	-0.008868	-0.021021	0.629959	1.117044	1.431042	1.567672	0.003284	0.003613	0.008540	0.015109	0.000659	0.002480	-0.000329	0.000331	-0.000018	-0.000022	-0.000069	0.000059	-0.000045	0.000043	-0.000043	-0.000019
241.696	-0.004598	-0.003284	-0.009196	-0.021021	0.629959	1.117373	1.431042	1.568000	0.004270	0.003613	0.008868	0.015109	0.001319	0.001653	-0.000329	0.000000	-0.000017	-0.000018	-0.000062	0.000056	-0.000041	0.000037	-0.000038	-0.000018
242.698	-0.003613	-0.003941	-0.008868	-0.021021	0.630288	1.116716	1.430385	1.567015	0.003941	0.003613	0.008540	0.014780	0.000659	0.002480	0.000000	0.000331	-0.000015	-0.000017	-0.000057	0.000052	-0.000038	0.000034	-0.000034	-0.000016
243.696	-0.003941	-0.004270	-0.009196	-0.020692	0.629302	1.117044	1.429400	1.568000	0.004598	0.003613	0.007883	0.015109	0.001319	0.002480	-0.000657	0.000331	-0.000015	-0.000017	-0.000053	0.000047	-0.000035	0.000032	-0.000032	-0.000016
244.697	-0.003941	-0.003284	-0.008540	-0.020692	0.630288	1.116716	1.430385	1.567343	0.003613	0.002956	0.008211	0.014780	0.001319	0.002480	-0.000657	-0.000331	-0.000015	-0.000016	-0.000048	0.000042	-0.000030	0.000032	-0.000030	-0.000014
245.697	-0.003941	-0.003613	-0.008868	-0.021021	0.630288	1.117044	1.430714	1.567343	0.004270	0.003284	0.008211	0.014780	0.001648	0.002480	0.000000	0.000662	-0.000013	-0.000015	-0.000042	0.000038	-0.000028	0.000025	-0.000025	-0.000013
246.697	-0.003941	-0.003613	-0.009196	-0.020692	0.629959	1.117373	1.431370	1.568329	0.004270	0.003284	0.008211	0.015109	0.000989	0.001653	0.000000	0.000000	-0.000011	-0.000012	-0.000037	0.000036	-0.000026	0.000023	-0.000023	-0.000013
247.697	-0.004270	-0.003284	-0.009196	-0.021021	0.630288	1.117701	1.430714	1.567672	0.003613	0.002956	0.008540	0.015437	0.000989	0.002480	0.000000	-0.000331	-0.000012	-0.000014	-0.000034	0.000030	-0.000023	0.000023	-0.000021	-0.000012
248.698	-0.004270	-0.003941	-0.009196	-0.020692	0.630288	1.118030	1.431370	1.568000	0.003941	0.003284	0.008540	0.015109	0.000989	0.002480	-0.000657	0.000000	-0.000011	-0.000013	-0.000031	0.000026	-0.000020	0.000020	-0.000020	-0.000011
249.697	-0.003941	-0.003941	-0.008868	-0.021021	0.629631	1.117373	1.430385	1.567015	0.003941	0.003613	0.008540	0.014780	0.001319	0.001653	0.000000	0.000000	-0.000009	-0.000010	-0.000027	0.000023	-0.000018	0.000017	-0.000016	-0.000010
250.696	-0.003941	-0.003613	-0.009196	-0.020364	0.630616	1.117701	1.430714	1.568000	0.004270	0.003613	0.008540	0.014452	0.000989	0.001653	-0.000329	-0.000331	-0.000008	-0.000010	-0.000021	0.000022	-0.000017	0.000014	-0.000012	-0.000010
251.696	-0.003941	-0.004270	-0.008868	-0.020364	0.629959	1.117373	1.431370	1.568000	0.003941	0.003284	0.009197	0.015109	0.000659	0.001653	-0.000657	0.000331	-0.000009	-0.000009	-0.000021	0.000018	-0.000015	0.000014	-0.000012	-0.000010
252.697	-0.004270	-0.003613	-0.008540	-0.021021	0.630616	1.117701	1.431699	1.568329	0.003941	0.002956	0.008211	0.015109	0.001319	0.002480	0.000000	0.000000	-0.000010	-0.000010	-0.000021	0.000017	-0.000012	0.000012	-0.000013	-0.000010
253.696	-0.003941	-0.004270	-0.008868	-0.020692	0.629302	1.116059	1.429728	1.566029	0.004598	0.003613	0.008868	0.015109	0.001319	0.001653	0.000000	-0.000331	-0.000005	-0.000009	-0.000016	0.000016	-0.000011	0.000010	-0.000010	-0.000008
254.696	-0.004270	-0.003941	-0.008868	-0.021021	0.630288	1.117044	1.430385	1.566029	0.003941	0.002628	0.007883	0.015109	0.000659	0.001653	0.000000	0.000000	-0.000005	-0.000009	-0.000014	0.000015	-0.000010	0.000009	-0.000007	-0.000006
255.697	-0.003941	-0.003941	-0.008540	-0.021021	0.629631	1.116716	1.431042	1.567343	0.004270	0.003941	0.008540	0.014452	0.000659	0.002480	0.000000	0.000331	-0.000007	-0.000007	-0.000013	0.000013	-0.000010	0.000010	-0.000008	-0.000007
256.696	-0.004270	-0.004270	-0.009196	-0.020692	0.629959	1.116388	1.429071	1.566029	0.003613	0.003613	0.008540	0.015109	0.000989	0.002480	0.000000	-0.000331	-0.000007	-0.000009	-0.000012	0.000011	-0.000008	0.000012	-0.000010	-0.000006
257.701	-0.003941	-0.003613	-0.009196	-0.021021	0.629302	1.115731	1.428414	1.564387	0.003613	0.002956	0.008211	0.014780	0.000659	0.003307	-0.000329	0.000000	-0.000006	-0.000006	-0.000011	0.000013	-0.000009	0.000010	-0.000006	-0.000007
258.696	-0.004270	-0.003613	-0.009196	-0.021349	0.629959	1.117044	1.430057	1.566029	0.003613	0.002956	0.008211	0.014780	0.001319	0.001653	0.000329	0.000000	-0.000005	-0.000007	-0.000010	0.000013	-0.000008	0.000007	-0.000005	-0.000007
259.697	-0.004270	-0.004270	-0.008868	-0.021349	0.629959	1.116716	1.430057	1.566358	0.003284	0.002956	0.008540	0.015109	0.001319	0.002480	0.000329	0.000331	-0.000006	-0.000008	-0.000011	0.000013	-0.000008	0.000009	-0.000008	-0.000008
260.698	-0.003613	-0.003613	-0.008540	-0.020692	0.629302	1.117044	1.430057	1.566029	0.003941	0.003613	0.008540	0.014780	0.000989	0.001653	0.000000	0.000331	-0.000007	-0.000009	-0.000014	0.000010	-0.000008	0.000010	-0.000010	-0.000007
261.693	-0.004270	-0.003613	-0.008540	-0.021021	0.629631	1.117701	1.431042	1.568000	0.003941	0.003613	0.008540	0.014123	0.001319	0.002480	0.000000	0.000000	-0.000006	-0.000007	-0.000011	0.000011	-0.000009	0.000008	-0.000008	-0.000008
262.696	-0.004270	-0.003941	-0.008540	-0.020692	0.627989	1.116388	1.428743	1.565044	0.003941	0.003613	0.008211	0.014452	0.000989	0.001653	0.000000	0.000000	-0.000004	-0.000006	-0.000011	0.000013	-0.000008	0.000006	-0.000006	-0.000008
263.696	-0.003941	-0.003613	-0.008868	-0.020692	0.628645	1.116716	1.429728	1.566029	0.004270	0.003613	0.008211	0.014780	0.000989	0.002480	0.000000	0.000000	-0.000005	-0.000008	-0.000013	0.000015	-0.000011	0.000009	-0.000010	-0.000007
264.697	-0.003941	-0.003284	-0.008540	-0.021021	0.628974	1.116388	1.430057	1.565701	0.004270	0.003284	0.008211	0.014452	0.000989	0.003307	-0.000329	-0.000331	-0.000009	-0.000008	-0.000018	0.000018	-0.000011	0.000014	-0.000013	-0.000008
265.695	-0.003941	-0.003941	-0.008868	-0.020692	0.629302	1.116388	1.429728	1.565701	0.003613	0.002956	0.008540	0.014780	0.000659	0.003307	0.000000	0.000000	-0.000009	-0.000010	-0.000020	0.000018	-0.000015	0.000015	-0.000014	-0.000010
266.696	-0.004270	-0.003284	-0.009196	-0.021021	0.629631	1.116716	1.430385	1.567015	0.003941	0.002628	0.008211	0.014780	0.001319	0.002480	-0.000329	0.000000	-0.000008	-0.000007	-0.000023	0.000024	-0.000019	0.000013	-0.000013	-0.000011
267.696	-0.004270	-0.003941	-0.009196	-0.020692	0.628974	1.117044	1.430057	1.565701	0.003941	0.002628	0.008211	0.015109	0.001319	0.002480	0.000000	0.000000	-0.000009	-0.000010	-0.000028	0.000027	-0.000021	0.000019	-0.000019	-0.000011
268.696	-0.003941	-0.003613	-0.008868	-0.021021	0.628974	1.116716	1.429400	1.565372	0.003941	0.003613	0.008540	0.014452	0.001319	0.001653	0.000000	0.000000	-0.000011	-0.000011	-0.000034	0.000031	-0.000021	0.000023	-0.000022	-0.000013
269.697	-0.003613	-0.003613	-0.008540	-0.021021	0.629302	1.116716	1.430385	1.566029	0.003613	0.002956	0.008211	0.015109	0.000989	0.001653	-0.000329	-0.000331	-0.000012	-0.000012	-0.000040	0.000034	-0.000026	0.000026	-0.000024	-0.000013
270.696	-0.004270	-0.004270	-0.008540	-0.021021	0.628974	1.117044	1.430714	1.566686	0.003613	0.002956	0.008211	0.015109	0.000989	0.001653	0.000000	0.000331	-0.000012	-0.000013	-0.000042	0.000039	-0.000031	0.000025	-0.000024	-0.000014
271.696	-0.003613	-0.003941	-0.009196	-0.020692	0.628974	1.116716	1.430385	1.566686	0.003613	0.003613	0.008868	0.015109	0.001319	0.003307	0.000000	0.000331	-0.000013	-0.000012	-0.000050	0.000045	-0.000035	0.000029	-0.000028	-0.000016
272.696	-0.003941	-0.003941	-0.008540	-0.020692	0.628974	1.116716	1.431370	1.567015	0.003613	0.003284	0.008540	0.014452	0.001319	0.002480	0.000000	-0.000662	-0.000014	-0.000016	-0.000055	0.000047	-0.000035	0.000035	-0.000034	-0.000017
273.696	-0.004270	-0.003613	-0.008540	-0.021021	0.628974	1.117044	1.430714	1.567015	0.004270	0.002956	0.007883	0.014452	0.000659	0.001653	-0.000657	-0.000331	-0.000016	-0.000016	-0.000061	0.000054	-0.000040	0.000037	-0.000038	-0.000017
274.697	-0.004270	-0.003941	-0.009196	-0.020692	0.629302	1.117373	1.431042	1.567672	0.003284	0.003613	0.008211	0.015437	0.000989	0.001653	0.000000	0.000000	-0.000015	-0.000016	-0.000067	0.000059	-0.000044	0.000037	-0.000037	-0.000018
275.697	-0.003941	-0.003284	-0.008540	-0.020692	0.629631	1.117373	1.430714	1.567343	0.003613	0.002956	0.008211	0.014452	0.001319	0.001653	-0.000329	0.000000	-0.000016	-0.000017	-0.000072	0.000065	-0.000049	0.000042	-0.000040	-0.000018
276.696	-0.003941	-0.003941	-0.008868	-0.021021	0.629302	1.116716	1.430714	1.566686	0.003613	0.003284	0.008868	0.015437	0.001319	0.002480	-0.000329	0.000000	-0.000018	-0.000021	-0.000079	0.000069	-0.000051	0.000050	-0.000045	-0.000020
277.696	-0.003941	-0.003941	-0.008540	-0.021349	0.629302	1.117044	1.431042	1.567343	0.003941	0.003613	0.008211	0.015109	0.000989	0.002480	-0.000329	0.000000	-0.000021	-0.000023	-0.000084	0.000073	-0.000054	0.000051	-0.000050	-0.000021
278.696	-0.003613	-0.004270	-0.009196	-0.021021	0.628974	1.117373	1.431370	1.567672	0.003613	0.003284	0.008211	0.014452	0.000659	0.002480	0.000000	0.000331	-0.000019	-0.000022	-0.000089	0.000079	-0.000058	0.000052	-0.000048	-0.000022
279.696	-0.004270	-0.003941	-0.009525	-0.021021	0.629631	1.117373	1.431042	1.567343	0.003941	0.003284	0.007554	0.014452	0.000989	0.002480	0.000329	-0.000331	-0.000019	-0.000023	-0.000094	0.000085	-0.000062	0.000056	-0.000051	-0.000023
280.697	-0.003613	-0.003941	-0.008868	-0.020692	0.629959	1.118358	1.432027	1.567672	0.002956	0.003613	0.008540	0.015437	0.000659	0.001653	-0.000329	0.000000	-0.000020	-0.000025	-0.000102	0.000087	-0.000064	0.000061	-0.000056	-0.000024
281.696	-0.004270	-0.002956	-0.009196	-0.021021	0.629959	1.117373	1.432356	1.567343	0.003284	0.003284	0.008211	0.014780	0.000989	0.001653	-0.000329	0.000331	-0.000023	-0.000027	-0.000106	0.000092	-0.000067	0.000065	-0.000059	-0.000024
282.696	-0.003613	-0.004270	-0.009525	-0.020364	0.629631	1.117044	1.431699	1.567015	0.004270	0.003613	0.008540	0.015109	0.000989	0.001653	0.000000	0.000000	-0.000023	-0.000028	-0.000110	0.000097	-0.000072	0.000063	-0.000059	-0.000026
283.696	-0.004270	-0.003613	-0.009196	-0.020692	0.629631	1.117701	1.431370	1.566686	0.003284	0.003284	0.008540	0.015109	0.000989	0.002480	-0.000329	0.000331	-0.000023	-0.000028	-0.000113	0.000101	-0.000074	0.000067	-0.000058	-0.000026
284.696	-0.003941	-0.003613	-0.008540	-0.020692	0.629959	1.117701	1.431370	1.567015	0.003284	0.003613	0.007554	0.014452	0.000989	0.001653	0.000329	0.000331	-0.000026	-0.000032	-0.000120	0.000103	-0.000075	0.000070	-0.000065	-0.000029
285.696	-0.003941	-0.003613	-0.008868	-0.021021	0.629631	1.117701	1.431699	1.567672	0.003284	0.002956	0.008211	0.015109	0.000659	0.002480	0.000000	0.000000	-0.000026	-0.000033	-0.000124	0.000106	-0.000078	0.000073	-0.000068	-0.000029
286.696	-0.003941	-0.003613	-0.008540	-0.021021	0.629959	1.117701	1.431042	1.567015	0.003284	0.003613	0.008211	0.014780	0.000989	0.002480	-0.000329	-0.000331	-0.000025	-0.000034	-0.000126	0.000109	-0.000081	0.000073	-0.000066	-0.000029
287.697	-0.003941	-0.002956	-0.009196	-0.020692	0.629631	1.118030	1.433013	1.568329	0.003941	0.003284	0.008868	0.014452	0.000659	0.001653	-0.000657	0.000000	-0.000026	-0.000034	-0.000130	0.000112	-0.000083	0.000072	-0.000067	-0.000030
288.696	-0.003941	-0.003613	-0.008868	-0.020692	0.629959	1.118030	1.432356	1.568657	0.003941	0.003613	0.008211	0.014780	0.001319	0.002480	0.000000	0.000331	-0.000028	-0.000036	-0.000132	0.000114	-0.000083	0.000077	-0.000070	-0.000030
289.696	-0.003613	-0.003284	-0.008868	-0.021021	0.629959	1.120329	1.434983	1.571613	0.003941	0.002956	0.008211	0.014780	0.000989	0.003307	0.000000	0.000000	-0.000028	-0.000038	-0.000136	0.000116	-0.000084	0.000079	-0.000071	-0.000030
290.696	-0.003613	-0.003613	-0.008868	-0.021021	0.629959	1.118687	1.433341	1.569642	0.003613	0.002956	0.007883	0.014452	0.001319	0.003307	0.000000	-0.000331	-0.000027	-0.000036	-0.000135	0.000119	-0.000086	0.000078	-0.000070	-0.000031
291.696	-0.004270	-0.003941	-0.008540	-0.020692	0.629631	1.118687	1.433013	1.568657	0.003613	0.002956	0.008211	0.015109	0.000989	0.002480	0.000000	0.000000	-0.000027	-0.000037	-0.000136	0.000121	-0.000085	0.000080	-0.000069	-0.000030
292.696	-0.004270	-0.003613	-0.008868	-0.020692	0.629959	1.118030	1.432356	1.567343	0.003284	0.002956	0.008540	0.015109	0.000989	0.002480	0.000329	0.000000	-0.000028	-0.000039	-0.000140	0.000120	-0.000090	0.000082	-0.000074	-0.000031
293.695	-0.003284	-0.003941	-0.008868	-0.020692	0.629631	1.118030	1.432684	1.568657	0.003613	0.003613	0.008868	0.014452	0.000989	0.001653	-0.000657	0.000000	-0.000030	-0.000039	-0.000142	0.000121	-0.000088	0.000083	-0.000076	-0.000032
294.697	-0.003613	-0.003941	-0.009196	-0.021021	0.630288	1.119015	1.433998	1.569642	0.003613	0.003613	0.008540	0.015109	0.001319	0.001653	0.000000	0.000000	-0.000029	-0.000038	-0.000141	0.000122	-0.000089	0.000083	-0.000073	-0.000030
295.696	-0.003613	-0.003284	-0.009196	-0.021349	0.630945	1.119015	1.433998	1.569642	0.003941	0.002956	0.008540	0.015109	0.001319	0.002480	0.000000	0.000000	-0.000029	-0.000038	-0.000140	0.000123	-0.000090	0.000081	-0.000071	-0.000030
296.696	-0.003941	-0.003613	-0.008868	-0.021349	0.628645	1.118030	1.432356	1.568657	0.003941	0.003284	0.008211	0.014452	0.001319	0.002480	0.000000	0.000000	-0.000029	-0.000039	-0.000142	0.000122	-0.000091	0.000082	-0.000074	-0.000032
297.700	-0.003613	-0.003613	-0.008868	-0.020364	0.629302	1.118358	1.431699	1.568000	0.003941	0.003284	0.008540	0.015109	0.001319	0.000827	-0.000329	0.000000	-0.000031	-0.000039	-0.000144	0.000120	-0.000090	0.000084	-0.000076	-0.000032
298.699	-0.003613	-0.003613	-0.009196	-0.020692	0.630288	1.117701	1.431699	1.566686	0.003941	0.003613	0.008211	0.015109	0.001319	0.001653	0.000000	0.000000	-0.000031	-0.000040	-0.000142	0.000122	-0.000089	0.000083	-0.000074	-0.000032
299.744	-0.003284	-0.003284	-0.008540	-0.020692	0.629302	1.117044	1.431370	1.566358	0.003941	0.003613	0.008540	0.014452	0.000659	0.001653	-0.000329	0.000331	-0.000029	-0.000039	-0.000141	0.000123	-0.000090	0.000080	-0.000071	-0.000032
301.035	-0.003284	-0.001971	-0.008540	-0.015765	0.572153	1.007672	1.276343	1.377830	0.002956	0.001642	0.008211	0.009854	0.000330	0.000827	0.000000	-0.000331	-0.000028	-0.000038	-0.000131	0.000112	-0.000083	0.000079	-0.000070	-0.000032
302.039	-0.003284	-0.002299	-0.008540	-0.016094	0.632915	1.120000	1.432027	1.567672	0.003284	0.001314	0.007883	0.009854	0.000659	0.000827	-0.000329	0.000000	-0.000029	-0.000037	-0.000129	0.000109	-0.000081	0.000077	-0.000070	-0.000031
303.040	-0.003284	-0.002299	-0.008540	-0.016422	0.634886	1.123285	1.436297	1.573584	0.003284	0.001642	0.008540	0.010182	0.000659	0.000827	0.000000	0.000000	-0.000026	-0.000033	-0.000124	0.000108	-0.000079	0.000073	-0.000066	-0.000031
304.040	-0.002628	-0.001971	-0.008540	-0.015765	0.633901	1.121314	1.433670	1.568985	0.003284	0.001314	0.008211	0.009854	0.000330	0.000827	0.000000	0.000000	-0.000025	-0.000033	-0.000119	0.000104	-0.000078	0.000070	-0.000064	-0.000031
305.039	-0.002956	-0.002299	-0.008540	-0.016094	0.632915	1.120986	1.432356	1.567343	0.003284	0.001314	0.008211	0.009854	0.000330	0.001653	0.000000	0.000331	-0.000026	-0.000033	-0.000117	0.000100	-0.000074	0.000070	-0.000066	-0.000030
306.039	-0.003284	-0.001971	-0.008540	-0.015765	0.634229	1.121314	1.433670	1.568985	0.002956	0.001642	0.008211	0.009854	0.000000	0.001653	0.000000	-0.000331	-0.000025	-0.000033	-0.000112	0.000096	-0.000070	0.000068	-0.000064	-0.000029
307.038	-0.003613	-0.001971	-0.008540	-0.016094	0.632915	1.120000	1.432356	1.567343	0.003284	0.001971	0.007883	0.009854	0.000000	0.000000	-0.000657	0.000000	-0.000024	-0.000030	-0.000106	0.000092	-0.000070	0.000063	-0.000061	-0.000029
308.039	-0.002956	-0.001642	-0.008868	-0.015765	0.634229	1.121971	1.434655	1.570628	0.003284	0.001314	0.007883	0.009525	0.000659	0.000827	0.000000	0.000000	-0.000022	-0.000030	-0.000101	0.000091	-0.000067	0.000060	-0.000056	-0.000028
309.040	-0.002956	-0.001971	-0.008540	-0.015765	0.633244	1.120000	1.431370	1.566358	0.003284	0.001642	0.007883	0.009525	0.000330	0.000827	0.000329	0.000331	-0.000023	-0.000029	-0.000097	0.000085	-0.000064	0.000061	-0.000056	-0.000027
310.039	-0.003284	-0.002299	-0.008868	-0.015765	0.633901	1.120329	1.431370	1.565701	0.002628	0.000985	0.007883	0.010182	0.000330	0.000827	-0.000329	0.000000	-0.000022	-0.000029	-0.000094	0.000080	-0.000060	0.000059	-0.000056	-0.000026
311.039	-0.003613	-0.002628	-0.008540	-0.016094	0.632915	1.119344	1.430385	1.565044	0.002956	0.001642	0.008211	0.009854	0.000330	0.000827	-0.000657	-0.000331	-0.000020	-0.000025	-0.000087	0.000077	-0.000057	0.000053	-0.000050	-0.000023
312.039	-0.003284	-0.002299	-0.008540	-0.016094	0.632258	1.119015	1.429728	1.564716	0.002628	0.001314	0.007883	0.009854	0.000330	0.000000	0.000000	0.000000	-0.000019	-0.000024	-0.000081	0.000073	-0.000054	0.000047	-0.000046	-0.000024
313.039	-0.003613	-0.001642	-0.008868	-0.015765	0.633244	1.119672	1.430057	1.564059	0.003284	0.001971	0.007883	0.009525	0.000330	0.000827	-0.000329	-0.000331	-0.000019	-0.000024	-0.000078	0.000067	-0.000050	0.000048	-0.000045	-0.000023
314.039	-0.003284	-0.002299	-0.008868	-0.015765	0.632587	1.119015	1.429728	1.564716	0.002956	0.001642	0.008211	0.010182	0.000659	0.000827	-0.000657	0.000000	-0.000021	-0.000023	-0.000072	0.000062	-0.000046	0.000047	-0.000044	-0.000022
315.039	-0.003613	-0.002299	-0.008540	-0.016094	0.632587	1.118687	1.429400	1.564387	0.003284	0.001642	0.008211	0.009854	0.000330	0.000827	-0.000329	0.000331	-0.000018	-0.000021	-0.000066	0.000058	-0.000045	0.000040	-0.000039	-0.000022
316.038	-0.002628	-0.002628	-0.008540	-0.015437	0.632258	1.118358	1.429071	1.563073	0.002628	0.001314	0.008211	0.009854	0.000330	0.000827	0.000000	0.000000	-0.000015	-0.000019	-0.000059	0.000054	-0.000041	0.000037	-0.000034	-0.000020
317.038	-0.003613	-0.001971	-0.008211	-0.016094	0.631601	1.117373	1.427758	1.561760	0.003284	0.000985	0.008211	0.010182	0.000330	0.001653	0.000000	0.000000	-0.000017	-0.000019	-0.000056	0.000049	-0.000037	0.000035	-0.000034	-0.000019
318.039	-0.002956	-0.002299	-0.008540	-0.015765	0.631601	1.117044	1.427429	1.561103	0.002956	0.001971	0.007883	0.009854	0.000330	0.001653	0.000000	0.000331	-0.000017	-0.000019	-0.000052	0.000043	-0.000033	0.000033	-0.000033	-0.000019
319.039	-0.002956	-0.001971	-0.008540	-0.016094	0.631930	1.118687	1.428743	1.563073	0.002956	0.001971	0.007883	0.009854	0.000659	0.000000	0.000000	-0.000331	-0.000015	-0.000017	-0.000046	0.000040	-0.000030	0.000029	-0.000027	-0.000017
320.040	-0.002956	-0.002299	-0.008868	-0.016094	0.631930	1.118030	1.428743	1.561760	0.002628	0.000985	0.007883	0.009854	0.000659	0.001653	0.000000	0.000331	-0.000012	-0.000014	-0.000040	0.000037	-0.000027	0.000025	-0.000023	-0.000015
321.035	-0.003284	-0.001971	-0.008868	-0.015765	0.632258	1.118687	1.429071	1.563073	0.003284	0.001642	0.007883	0.009854	0.000659	0.001653	0.000000	0.000331	-0.000013	-0.000015	-0.000036	0.000032	-0.000025	0.000023	-0.000023	-0.000014
322.039	-0.003284	-0.002956	-0.009196	-0.015765	0.631601	1.117373	1.428414	1.561431	0.002628	0.001642	0.007554	0.009854	0.000000	0.000827	-0.000657	0.000000	-0.000013	-0.000015	-0.000034	0.000028	-0.000023	0.000023	-0.000024	-0.000013
323.039	-0.002956	-0.001642	-0.008540	-0.015765	0.632258	1.118030	1.428743	1.562745	0.002299	0.001314	0.008211	0.010182	0.000330	0.000827	0.000000	0.000000	-0.000011	-0.000013	-0.000031	0.000025	-0.000020	0.000018	-0.000020	-0.000015
324.039	-0.002956	-0.002299	-0.008540	-0.016422	0.632258	1.119015	1.430057	1.564387	0.002628	0.001314	0.008211	0.009854	0.000330	0.000000	0.000000	0.000000	-0.000008	-0.000013	-0.000027	0.000024	-0.000019	0.000016	-0.000015	-0.000013
325.037	-0.003284	-0.001971	-0.008540	-0.016094	0.632587	1.119015	1.429728	1.563730	0.003284	0.001314	0.008211	0.009854	0.000000	0.000000	0.000000	0.000331	-0.000010	-0.000011	-0.000023	0.000019	-0.000015	0.000015	-0.000015	-0.000012
326.038	-0.003284	-0.002299	-0.008540	-0.016094	0.633572	1.119344	1.431042	1.564387	0.002299	0.001642	0.008211	0.010510	0.000000	0.000827	-0.000329	0.000000	-0.000010	-0.000012	-0.000021	0.000018	-0.000014	0.000015	-0.000017	-0.000012
327.039	-0.002956	-0.001642	-0.008540	-0.015765	0.633244	1.119672	1.431370	1.565701	0.002299	0.001642	0.007554	0.009854	0.000330	0.001653	0.000329	-0.000662	-0.000009	-0.000011	-0.000020	0.000018	-0.000014	0.000012	-0.000011	-0.000011
328.039	-0.003613	-0.002299	-0.008540	-0.016094	0.632915	1.120329	1.432027	1.566029	0.002628	0.001971	0.008211	0.009854	0.000000	0.000827	-0.000329	0.000000	-0.000007	-0.000010	-0.000017	0.000017	-0.000013	0.000010	-0.000008	-0.000011
329.039	-0.003613	-0.001971	-0.008211	-0.016094	0.632587	1.119672	1.431370	1.565701	0.002628	0.001314	0.008211	0.009854	0.000000	0.000827	-0.000657	0.000000	-0.000008	-0.000009	-0.000015	0.000016	-0.000011	0.000011	-0.000011	-0.000010
330.038	-0.002956	-0.001971	-0.008540	-0.015765	0.632587	1.119015	1.430385	1.564716	0.002956	0.001314	0.007554	0.009854	0.000659	0.000827	-0.000329	0.000000	-0.000008	-0.000011	-0.000017	0.000014	-0.000011	0.000012	-0.000011	-0.000010
331.042	-0.003284	-0.002299	-0.009196	-0.016094	0.633244	1.120000	1.431699	1.566029	0.002956	0.001642	0.007883	0.009854	0.000330	0.001653	0.000000	0.000000	-0.000007	-0.000010	-0.000014	0.000014	-0.000011	0.000011	-0.000010	-0.000011
332.036	-0.002956	-0.001642	-0.008211	-0.016094	0.633572	1.121314	1.433341	1.567343	0.003284	0.001642	0.007883	0.009854	0.000330	0.000000	0.000000	0.000000	-0.000007	-0.000008	-0.000013	0.000015	-0.000011	0.000009	-0.000007	-0.000009
333.039	-0.002956	-0.001971	-0.008540	-0.016094	0.633244	1.120986	1.433670	1.568000	0.002628	0.001642	0.008211	0.009854	0.000000	0.001653	0.000000	-0.000331	-0.000008	-0.000009	-0.000015	0.000015	-0.000010	0.000011	-0.000009	-0.000009
334.039	-0.002299	-0.002299	-0.008211	-0.016094	0.633901	1.121643	1.434655	1.570299	0.002628	0.001642	0.008211	0.009854	0.000659	0.000827	0.000000	0.000331	-0.000008	-0.000011	-0.000017	0.000013	-0.000010	0.000012	-0.000011	-0.000010
335.039	-0.003284	-0.001971	-0.008540	-0.015765	0.633572	1.120657	1.432027	1.567015	0.002956	0.001314	0.008211	0.009854	0.000330	0.000000	-0.000329	0.000000	-0.000008	-0.000010	-0.000016	0.000014	-0.000011	0.000010	-0.000010	-0.000009
336.039	-0.003284	-0.001642	-0.008540	-0.016094	0.633244	1.120329	1.432356	1.567015	0.003284	0.001314	0.007883	0.009854	0.000659	0.001653	-0.000329	0.000000	-0.000007	-0.000008	-0.000014	0.000015	-0.000011	0.000009	-0.000007	-0.000010
