time_s	DCDT_Right_Slab_A1	DCDT_Right_Slab_A2	DCDT_Right_Slab_A3	DCDT_Right_Slab_B1	DCDT_Right_Slab_B3	DCDT_Left_Slab_B1	DCDT_Left_Slab_B2_Bot	DCDT_Left_Slab_B3	DCDT_Left_Slab_C1	DCDT_Left_Slab_C2	DCDT_Left_Slab_C3	DCDT_Beam_B2_Top	soil_plate_pressure_kPa	agg_plate_pressure_kPa	soil_pore_water_pressure_kPa	agg_pore_water_pressure_kPa
2.437500	1.303439	1.406242	1.227663	0.760465	1.400423	0.745078	1.965256	1.408699	1.220551	1.193008	1.471026	1.299043	0.952873	0.000000	0.401720	0.925991
2.500000	1.303439	1.406630	1.227922	0.760078	1.400164	0.745078	1.965256	1.408699	1.220681	1.193008	1.471026	1.298526	0.952873	0.000000	0.401720	0.925660
2.562500	1.303310	1.406759	1.228181	0.760336	1.400423	0.745078	1.965256	1.408699	1.220681	1.193008	1.470897	1.298655	0.953203	0.000000	0.402377	0.925991
2.625000	1.303439	1.406371	1.227922	0.760207	1.400293	0.744819	1.965256	1.408699	1.220551	1.192749	1.470897	1.298784	0.952543	0.000000	0.401720	0.925991
2.687500	1.303439	1.406371	1.228051	0.760207	1.400293	0.744948	1.965256	1.408569	1.220810	1.193137	1.471026	1.298784	0.952873	0.000000	0.401391	0.926322
2.750000	1.303439	1.406112	1.227663	0.760336	1.400423	0.745078	1.965256	1.408569	1.220551	1.193008	1.471026	1.298784	0.953203	0.000000	0.402049	0.925660
2.812500	1.303439	1.406630	1.227922	0.760078	1.400423	0.745078	1.965256	1.408699	1.220422	1.193008	1.470768	1.298914	0.952873	0.000000	0.401391	0.925660
2.875000	1.303439	1.406630	1.228051	0.760336	1.400164	0.745078	1.965127	1.408828	1.220681	1.193008	1.470897	1.298655	0.952873	0.000000	0.402049	0.925660
2.937500	1.303310	1.406500	1.227793	0.760207	1.400164	0.744948	1.965127	1.408569	1.220810	1.193137	1.471026	1.298784	0.952873	0.000000	0.401391	0.925991
3.000000	1.303439	1.406500	1.227793	0.760078	1.400164	0.745078	1.965127	1.408828	1.220422	1.192749	1.470768	1.298914	0.952873	0.000000	0.402049	0.925660
3.062500	1.303439	1.406630	1.228181	0.760078	1.400164	0.745078	1.965127	1.408699	1.220810	1.193008	1.470768	1.298784	0.952873	0.000000	0.401391	0.925991
3.125000	1.303439	1.406371	1.227793	0.760078	1.400164	0.745078	1.965256	1.408569	1.220551	1.192749	1.470768	1.298914	0.953532	0.000000	0.402049	0.925660
3.187500	1.303310	1.406500	1.227793	0.760207	1.400293	0.745078	1.964997	1.408699	1.220681	1.193008	1.471026	1.298655	0.953203	0.000000	0.402049	0.926653
3.250000	1.303698	1.406500	1.227922	0.760078	1.400164	0.745078	1.965256	1.408569	1.220681	1.193008	1.470897	1.298784	0.953203	0.000000	0.401391	0.926322
3.312500	1.303310	1.406371	1.228051	0.760336	1.400164	0.745078	1.965256	1.408699	1.220681	1.193137	1.471026	1.298655	0.953203	0.000000	0.402049	0.925991
3.375000	1.303569	1.406630	1.227922	0.760207	1.400293	0.744819	1.965127	1.408699	1.220810	1.193008	1.470768	1.298655	0.952873	0.000000	0.402049	0.926322
3.437500	1.303181	1.406371	1.227922	0.760207	1.400423	0.745078	1.965127	1.408569	1.220681	1.193137	1.471156	1.298784	0.953203	0.000000	0.402049	0.925991
3.500000	1.303439	1.406371	1.227922	0.760078	1.400164	0.744948	1.965256	1.408699	1.220681	1.193008	1.470897	1.298655	0.953203	0.000000	0.401391	0.925991
3.562500	1.303439	1.406371	1.227793	0.760078	1.400423	0.745078	1.965256	1.408699	1.220681	1.192749	1.471026	1.298784	0.952873	0.000000	0.402049	0.925991
3.625000	1.303310	1.406630	1.228181	0.760078	1.400423	0.745078	1.964997	1.408440	1.220681	1.193008	1.471026	1.298914	0.953203	0.000000	0.401720	0.925991
3.687500	1.303698	1.406630	1.227922	0.760078	1.400035	0.745078	1.965256	1.408828	1.220939	1.193137	1.470768	1.298784	0.953203	0.000000	0.401391	0.925991
3.750000	1.303698	1.406371	1.228051	0.760078	1.400423	0.745078	1.965385	1.408699	1.220681	1.193008	1.470897	1.298784	0.952873	0.000000	0.402049	0.925330
3.812500	1.303439	1.406630	1.227922	0.760207	1.400423	0.745078	1.965256	1.408569	1.220551	1.193008	1.471026	1.299043	0.952873	0.000000	0.401720	0.926322
3.875000	1.303569	1.406630	1.228181	0.760078	1.400293	0.745078	1.965256	1.408699	1.220810	1.193137	1.470768	1.298784	0.953203	0.000000	0.401391	0.926322
3.937500	1.303310	1.406371	1.227922	0.760207	1.400423	0.745078	1.965256	1.408440	1.220551	1.193008	1.471026	1.298914	0.953203	0.000000	0.401720	0.925660
4.000000	1.303569	1.406500	1.228051	0.760078	1.400035	0.745336	1.965256	1.408828	1.220810	1.193008	1.470897	1.298784	0.952873	0.000000	0.401720	0.925991
4.062500	1.303569	1.406371	1.228051	0.760078	1.400293	0.745078	1.965256	1.408699	1.220551	1.192749	1.470897	1.298784	0.953203	0.000000	0.401391	0.925991
4.125000	1.303439	1.406371	1.228051	0.760207	1.400423	0.745078	1.965256	1.408699	1.220551	1.192879	1.471026	1.298914	0.953203	0.000000	0.402049	0.925991
4.187500	1.303181	1.406500	1.227922	0.760336	1.400423	0.744948	1.965256	1.408569	1.220810	1.193008	1.471026	1.298655	0.952873	0.000000	0.401720	0.925991
4.250000	1.303310	1.406500	1.228181	0.760336	1.400423	0.744948	1.964997	1.408699	1.220681	1.193008	1.471026	1.298784	0.952873	0.000000	0.401720	0.925991
4.312500	1.303439	1.406500	1.228051	0.760336	1.400164	0.745078	1.965256	1.408828	1.220810	1.193137	1.471026	1.298784	0.952873	0.000000	0.401720	0.925660
4.375000	1.303310	1.406242	1.227922	0.760078	1.400164	0.745207	1.965127	1.408440	1.220551	1.192879	1.470768	1.298914	0.953203	0.000000	0.401720	0.925991
4.437500	1.303439	1.406371	1.228051	0.760207	1.400293	0.745078	1.965127	1.408699	1.220681	1.193008	1.471026	1.298655	0.952873	0.000000	0.401720	0.925660
4.500000	1.303698	1.406500	1.227922	0.760207	1.400164	0.745078	1.965256	1.408957	1.220681	1.192879	1.470768	1.298526	0.953203	0.000000	0.401720	0.925991
4.562500	1.303698	1.406630	1.227922	0.760207	1.400164	0.745078	1.965256	1.408699	1.220810	1.193008	1.471026	1.298784	0.952873	0.000000	0.401720	0.925660
4.625000	1.303439	1.406500	1.227922	0.760207	1.400293	0.744819	1.965127	1.408699	1.220551	1.193137	1.471026	1.298784	0.953532	0.000000	0.402049	0.925660
4.687500	1.303439	1.406371	1.227793	0.760078	1.400293	0.744948	1.965256	1.408699	1.220551	1.193008	1.470897	1.298784	0.952873	0.000000	0.401720	0.925660
4.750000	1.303310	1.406371	1.227793	0.760207	1.400164	0.745078	1.965256	1.408699	1.220551	1.193008	1.471026	1.298914	0.952543	0.000000	0.402049	0.926322
4.812500	1.303439	1.406630	1.228051	0.760336	1.400164	0.745078	1.965256	1.408699	1.220810	1.193137	1.470897	1.298784	0.952873	0.000000	0.401720	0.925991
4.875000	1.303439	1.406630	1.228051	0.760207	1.400423	0.745078	1.964997	1.408699	1.220681	1.193008	1.470897	1.298655	0.953203	0.000000	0.402049	0.925660
4.937500	1.303439	1.406630	1.228181	0.760078	1.400164	0.744819	1.965127	1.408699	1.220810	1.193137	1.470897	1.298784	0.953203	0.000000	0.402049	0.925660
5.000000	1.303439	1.406500	1.227663	0.760078	1.400293	0.745078	1.965385	1.408699	1.220422	1.193008	1.471156	1.298784	0.953203	0.000000	0.401720	0.925991
5.062500	1.303569	1.406630	1.227922	0.760078	1.400423	0.745078	1.965256	1.408699	1.220551	1.192879	1.470897	1.298914	0.953203	0.000000	0.401720	0.925660
5.125000	1.303310	1.406371	1.227793	0.760207	1.400423	0.745078	1.965256	1.408699	1.220551	1.192879	1.471026	1.298914	0.952873	0.000000	0.401391	0.925660
5.187500	1.303439	1.406371	1.227922	0.760207	1.400423	0.745078	1.965256	1.408699	1.220422	1.193137	1.471156	1.298784	0.953203	0.000000	0.402049	0.925660
5.250000	1.303569	1.406630	1.228051	0.760336	1.400164	0.744690	1.965256	1.408699	1.220810	1.193137	1.471026	1.298784	0.953532	0.000000	0.402049	0.925660
5.312500	1.303439	1.406630	1.227922	0.760078	1.400035	0.745078	1.965127	1.408569	1.220551	1.193008	1.470897	1.298655	0.952873	0.000000	0.402049	0.925660
5.375000	1.303569	1.406371	1.227793	0.760207	1.400423	0.745336	1.965256	1.408699	1.220422	1.193008	1.470768	1.298784	0.953203	0.000000	0.401391	0.925660
5.437500	1.303439	1.406371	1.227922	0.760465	1.400164	0.744948	1.964997	1.408699	1.220551	1.193008	1.471156	1.298784	0.953203	0.000000	0.402049	0.926322
5.500000	1.303569	1.406630	1.228051	0.760336	1.400293	0.745078	1.965256	1.408569	1.220681	1.193008	1.470897	1.298655	0.952873	0.000000	0.402049	0.926653
5.562500	1.303569	1.406500	1.227793	0.760078	1.400035	0.745207	1.965127	1.408699	1.220681	1.192879	1.470897	1.298655	0.952873	0.000000	0.401720	0.925660
5.625000	1.303439	1.406371	1.227663	0.760207	1.400164	0.745078	1.965256	1.408699	1.220551	1.193008	1.470897	1.298914	0.953203	0.000000	0.401720	0.925660
5.687500	1.303439	1.406371	1.227922	0.760078	1.400423	0.745078	1.965256	1.408699	1.220551	1.193008	1.471026	1.298784	0.952873	0.000000	0.401720	0.925660
5.750000	1.303439	1.406500	1.228181	0.760336	1.400423	0.745078	1.965256	1.408699	1.220681	1.193008	1.470897	1.298784	0.953203	0.000000	0.401391	0.925991
5.812500	1.303439	1.406371	1.228051	0.760336	1.400293	0.745078	1.965127	1.408699	1.220551	1.193137	1.471156	1.298914	0.952543	0.000000	0.401391	0.925660
5.875000	1.303439	1.406630	1.227922	0.760207	1.400035	0.745078	1.965256	1.408440	1.220810	1.193137	1.470768	1.298655	0.953532	0.000000	0.401720	0.925660
5.937500	1.303569	1.406500	1.227922	0.760078	1.400164	0.745078	1.965256	1.408699	1.220681	1.192879	1.470768	1.298655	0.953203	0.000000	0.401720	0.925991
6.000000	1.303569	1.406759	1.228051	0.760078	1.400293	0.744948	1.965127	1.408699	1.220939	1.193137	1.471026	1.298655	0.952873	0.000000	0.402049	0.925991
6.062500	1.303569	1.406630	1.228051	0.760336	1.400293	0.745078	1.965256	1.408828	1.220810	1.193008	1.471026	1.298655	0.953203	0.000000	0.401391	0.925660
6.125000	1.303569	1.406630	1.227922	0.760207	1.400293	0.745078	1.965127	1.408828	1.220681	1.193137	1.471026	1.298784	0.952873	0.000000	0.401391	0.925660
6.187500	1.303569	1.406242	1.227793	0.760207	1.400164	0.745078	1.965256	1.408699	1.220422	1.193008	1.470768	1.298784	0.953203	0.000000	0.401391	0.925991
6.250000	1.303569	1.406630	1.227922	0.760207	1.400164	0.744819	1.965256	1.408699	1.220681	1.192879	1.471026	1.298784	0.953203	0.000000	0.402049	0.925991
6.312500	1.303569	1.406630	1.227793	0.760078	1.400164	0.745207	1.965385	1.408828	1.220551	1.192879	1.470768	1.298784	0.952543	0.000000	0.401720	0.925660
6.375000	1.303310	1.406242	1.227663	0.760078	1.400164	0.745207	1.965256	1.408699	1.220551	1.193008	1.471285	1.298784	0.953203	0.000000	0.402049	0.925991
6.437500	1.303569	1.406371	1.227793	0.760207	1.400164	0.745078	1.965385	1.408828	1.220551	1.192749	1.470897	1.298655	0.952873	0.000000	0.401720	0.925660
6.500000	1.303439	1.406242	1.227793	0.760207	1.400423	0.744948	1.965256	1.408699	1.220551	1.193008	1.470768	1.298784	0.953203	0.000000	0.402049	0.925991
6.562500	1.303569	1.406630	1.227922	0.760078	1.400164	0.745078	1.965385	1.408569	1.220681	1.192879	1.470768	1.298784	0.952873	0.000000	0.402049	0.925991
6.625000	1.303569	1.406630	1.228051	0.760207	1.400164	0.745078	1.965256	1.408699	1.220810	1.193008	1.470768	1.298655	0.953203	0.000000	0.401720	0.925991
6.687500	1.303310	1.406371	1.227922	0.760336	1.400423	0.745078	1.965127	1.408569	1.220681	1.193008	1.471156	1.298784	0.953203	0.000000	0.401391	0.925660
6.750000	1.303310	1.406371	1.227793	0.760336	1.400293	0.744948	1.965256	1.408699	1.220810	1.193008	1.471026	1.298784	0.952873	0.000000	0.402049	0.925991
6.812500	1.303181	1.406371	1.227922	0.760336	1.400293	0.745078	1.965256	1.408699	1.220551	1.193008	1.470897	1.298914	0.952873	0.000000	0.401720	0.925660
6.875000	1.303439	1.406371	1.227922	0.760207	1.400164	0.744948	1.964997	1.408569	1.220681	1.193008	1.471026	1.298655	0.952543	0.000000	0.402049	0.925660
6.937500	1.303310	1.406500	1.227922	0.760078	1.400164	0.745078	1.965127	1.408569	1.220681	1.193008	1.470768	1.298784	0.952873	0.000000	0.401720	0.925660
7.000000	1.303439	1.406500	1.227922	0.760207	1.400293	0.745078	1.965256	1.408699	1.220551	1.193008	1.470897	1.298655	0.952873	0.000000	0.401720	0.925660
7.062500	1.303698	1.406759	1.228051	0.759948	1.400293	0.745207	1.965256	1.408828	1.220681	1.193008	1.470768	1.298784	0.952873	0.000000	0.402049	0.925660
7.125000	1.303310	1.406371	1.227793	0.760207	1.400293	0.745078	1.965256	1.408699	1.220551	1.192879	1.470768	1.298784	0.953203	0.000000	0.402049	0.925330
7.187500	1.303439	1.406630	1.227922	0.760336	1.400035	0.744948	1.965127	1.408699	1.220681	1.193008	1.470768	1.298655	0.952873	0.000000	0.401720	0.925991
7.250000	1.303439	1.406500	1.227922	0.760336	1.400293	0.744819	1.965256	1.408699	1.220551	1.193137	1.471026	1.299043	0.953532	0.000000	0.402049	0.925991
7.312500	1.303439	1.406630	1.228051	0.760078	1.400164	0.745078	1.965256	1.408699	1.220422	1.192879	1.471026	1.298784	0.952873	0.000000	0.402049	0.925660
7.375000	1.303439	1.406371	1.227922	0.760207	1.400423	0.745078	1.965256	1.408569	1.220551	1.193008	1.470897	1.298784	0.953203	0.000000	0.402049	0.925991
7.437500	1.303569	1.406630	1.227922	0.760207	1.400164	0.745078	1.965256	1.408699	1.220681	1.192879	1.471026	1.298914	0.952543	0.000000	0.401391	0.925991
7.500000	1.303439	1.406759	1.228051	0.760078	1.400164	0.744948	1.965127	1.408699	1.220939	1.193008	1.471026	1.298784	0.953203	0.000000	0.402049	0.925660
7.562500	1.303569	1.406630	1.228051	0.760078	1.400423	0.745078	1.965256	1.408699	1.220810	1.192879	1.471026	1.298655	0.952873	0.000000	0.402049	0.925991
7.625000	1.303439	1.406371	1.227793	0.760207	1.400164	0.745078	1.964997	1.408699	1.220422	1.192879	1.470897	1.298784	0.953532	0.000000	0.401720	0.925660
7.687500	1.303698	1.406242	1.227793	0.760207	1.400164	0.745078	1.965127	1.408699	1.220422	1.193008	1.471156	1.298784	0.952873	0.000000	0.401720	0.925991
7.750000	1.303439	1.406630	1.227793	0.760078	1.400164	0.745078	1.965256	1.408699	1.220681	1.193008	1.470897	1.298655	0.952873	0.000000	0.401391	0.925660
7.812500	1.303439	1.406759	1.228181	0.760207	1.400164	0.745078	1.965256	1.408699	1.220681	1.192749	1.470897	1.298526	0.953203	0.000000	0.402049	0.925660
7.875000	1.303439	1.406371	1.227922	0.760078	1.400164	0.745078	1.965256	1.408699	1.220810	1.193008	1.470768	1.298526	0.953203	0.000000	0.401391	0.925991
7.937500	1.303310	1.406630	1.228051	0.760207	1.400164	0.745207	1.965256	1.408569	1.220810	1.193137	1.470897	1.298784	0.953532	0.000000	0.401720	0.925991
8.000000	1.303310	1.406242	1.227793	0.760078	1.400423	0.745207	1.965256	1.408699	1.220551	1.192879	1.471156	1.298784	0.952873	0.000000	0.401720	0.926322
8.062500	1.303310	1.406371	1.227922	0.760078	1.400423	0.745078	1.965256	1.408699	1.220551	1.193008	1.471156	1.298784	0.953532	0.000000	0.401391	0.925991
8.125000	1.303439	1.406630	1.227793	0.760207	1.400293	0.745078	1.965256	1.408957	1.220681	1.193008	1.470897	1.298655	0.952873	0.000000	0.401720	0.925660
8.187500	1.303827	1.406630	1.227793	0.760078	1.400293	0.745078	1.965385	1.408828	1.220810	1.192879	1.470897	1.298655	0.953532	0.000000	0.402049	0.925330
8.250000	1.303439	1.406500	1.227922	0.760207	1.400423	0.745078	1.965127	1.408440	1.220810	1.193267	1.471026	1.298914	0.953203	0.000000	0.401720	0.925991
8.312500	1.303439	1.406242	1.227793	0.760078	1.400293	0.744948	1.965256	1.408699	1.220551	1.193008	1.470768	1.298914	0.952873	0.000000	0.401391	0.925991
8.375000	1.303439	1.406630	1.228181	0.760207	1.400293	0.745078	1.965127	1.408569	1.220681	1.193137	1.471026	1.298784	0.953203	0.000000	0.401720	0.925660
8.437500	1.303439	1.406500	1.227922	0.760207	1.400164	0.745078	1.965256	1.408699	1.220681	1.193008	1.471156	1.298914	0.952873	0.000000	0.401720	0.925991
8.500000	1.303439	1.406242	1.227922	0.760336	1.400164	0.745207	1.965256	1.408569	1.220422	1.192749	1.471026	1.298784	0.953532	0.000000	0.401720	0.925660
8.562500	1.303439	1.406500	1.227922	0.760078	1.400164	0.745078	1.965256	1.408699	1.220551	1.192879	1.470768	1.298784	0.952543	0.000000	0.402049	0.925660
8.625000	1.303569	1.406500	1.228051	0.759948	1.400164	0.744948	1.965385	1.408699	1.220551	1.193008	1.470897	1.298655	0.952873	0.000000	0.401391	0.926322
8.687500	1.303439	1.406371	1.227793	0.760078	1.400164	0.744948	1.965256	1.408699	1.220681	1.192879	1.470768	1.298784	0.953203	0.000000	0.402049	0.925991
8.750000	1.303310	1.406371	1.227793	0.760336	1.400423	0.745078	1.965256	1.408699	1.220681	1.192879	1.471026	1.298914	0.952873	0.000000	0.401720	0.925991
8.812500	1.303569	1.406630	1.228051	0.760207	1.400293	0.745078	1.965256	1.408828	1.220681	1.193137	1.470768	1.298655	0.953532	0.000000	0.402049	0.925660
8.875000	1.303439	1.406630	1.227922	0.760207	1.400293	0.744948	1.965256	1.408828	1.220681	1.193008	1.470897	1.298655	0.953203	0.000000	0.401391	0.925660
8.937500	1.303439	1.406500	1.228051	0.760336	1.400423	0.745078	1.964997	1.408699	1.220551	1.193008	1.471026	1.298914	0.952873	0.000000	0.401391	0.925991
9.000000	1.303569	1.406500	1.228051	0.760078	1.400164	0.745078	1.965256	1.408699	1.220551	1.192879	1.470897	1.298784	0.952873	0.000000	0.402049	0.925660
9.062500	1.303439	1.406630	1.228181	0.760078	1.400164	0.745078	1.965256	1.408699	1.220681	1.193267	1.471026	1.298784	0.952873	0.000000	0.401720	0.925991
9.125000	1.303439	1.406500	1.227922	0.760078	1.400423	0.745078	1.965256	1.408699	1.220422	1.192879	1.471026	1.298784	0.953203	0.000000	0.402049	0.925991
9.187500	1.303310	1.406371	1.228181	0.760207	1.400293	0.745078	1.965256	1.408569	1.220681	1.192879	1.471156	1.298784	0.952873	0.000000	0.402049	0.925330
9.250000	1.303310	1.406630	1.228181	0.760207	1.400164	0.745078	1.965256	1.408699	1.220810	1.193137	1.470897	1.298655	0.952873	0.000000	0.401720	0.925991
9.312500	1.303310	1.406630	1.227922	0.760207	1.400423	0.745078	1.965256	1.408569	1.220551	1.192879	1.470897	1.298784	0.952873	0.000000	0.402049	0.925660
9.375000	1.303569	1.406371	1.227922	0.759948	1.400164	0.745078	1.965256	1.408828	1.220681	1.192749	1.470897	1.298784	0.953203	0.000000	0.401391	0.925660
9.437500	1.303310	1.406500	1.227922	0.760207	1.400293	0.744948	1.965256	1.408699	1.220939	1.193137	1.470768	1.298655	0.953203	0.000000	0.402049	0.925660
9.500000	1.303569	1.406371	1.228051	0.760207	1.400423	0.745207	1.965127	1.408699	1.220422	1.193008	1.470768	1.298655	0.952873	0.000000	0.401720	0.925991
9.562500	1.303439	1.406371	1.228051	0.760078	1.400164	0.744948	1.965256	1.408699	1.220681	1.193008	1.470897	1.298784	0.952873	0.000000	0.401720	0.925991
9.625000	1.303439	1.406371	1.227793	0.760207	1.400293	0.745078	1.964997	1.408699	1.220551	1.192749	1.470768	1.298914	0.952873	0.000000	0.401391	0.925660
9.687500	1.303569	1.406500	1.228051	0.760078	1.400035	0.744948	1.965256	1.408828	1.220681	1.193008	1.470897	1.298784	0.953203	0.000000	0.401720	0.925991
9.750000	1.303439	1.406371	1.227793	0.760207	1.400423	0.745078	1.965385	1.408699	1.220422	1.192749	1.470897	1.299043	0.952873	0.000000	0.401720	0.925330
9.812500	1.303310	1.406630	1.227793	0.760207	1.400164	0.745207	1.965127	1.408699	1.220810	1.193137	1.470897	1.298784	0.952873	0.000000	0.401720	0.925991
